subject,session,run,project,extracted_mean_x,condition_in_table,n_candidates,condition_separation_mm,recommended,reason,baseline_side_ok,baseline_mean_x,swap
sub-1138,ses-4,run-01,P1,-51.15,control,2,111.63,control,matches the side of the 'control' montage,,,no
sub-1138,ses-4,run-02,P1,-50.78,control,2,111.63,control,matches the side of the 'control' montage,,,no
sub-1140,ses-1,run-01,P1,69.04,target,2,110.51,target,matches the side of the 'target' montage,,,no
sub-1140,ses-1,run-02,P1,69.19,target,2,110.51,target,matches the side of the 'target' montage,,,no
sub-1140,ses-2,run-01,P1,69.95,target,2,110.51,target,matches the side of the 'target' montage,,,no
sub-1140,ses-2,run-02,P1,69.91,target,2,110.51,target,matches the side of the 'target' montage,,,no
sub-1140,ses-3,run-01,P1,70.46,target,2,110.51,target,matches the side of the 'target' montage,,,no
sub-1140,ses-3,run-02,P1,70.76,target,2,110.51,target,matches the side of the 'target' montage,,,no
sub-1140,ses-4,run-01,P1,70.88,target,2,110.51,target,matches the side of the 'target' montage,,,no
sub-1140,ses-4,run-02,P1,71.07,target,2,110.51,target,matches the side of the 'target' montage,,,no
sub-1141,ses-1,run-01,P1,66.7,target,2,108.34,target,matches the side of the 'target' montage,,,no
sub-1141,ses-1,run-02,P1,65.97,target,2,108.34,target,matches the side of the 'target' montage,,,no
sub-1141,ses-2,run-01,P1,67.04,target,2,108.34,target,matches the side of the 'target' montage,,,no
sub-1141,ses-2,run-02,P1,67.2,target,2,108.34,target,matches the side of the 'target' montage,,,no
sub-1141,ses-3,run-01,P1,67.83,target,2,108.34,target,matches the side of the 'target' montage,,,no
sub-1141,ses-3,run-02,P1,67.91,target,2,108.34,target,matches the side of the 'target' montage,,,no
sub-1141,ses-4,run-01,P1,65.08,target,2,108.34,target,matches the side of the 'target' montage,,,no
sub-1141,ses-4,run-02,P1,65.26,target,2,108.34,target,matches the side of the 'target' montage,,,no
sub-1143,ses-1,run-01,P1,-50.99,control,2,117.81,control,matches the side of the 'control' montage,,,no
sub-1143,ses-1,run-02,P1,-50.39,control,2,117.81,control,matches the side of the 'control' montage,,,no
sub-1143,ses-2,run-01,P1,-45.27,control,2,117.81,control,matches the side of the 'control' montage,,,no
sub-1143,ses-2,run-02,P1,-44.88,control,2,117.81,control,matches the side of the 'control' montage,,,no
sub-1144,ses-1,run-01,P1,-48.13,control,2,123.28,control,matches the side of the 'control' montage,,,no
sub-1144,ses-1,run-02,P1,-53.29,control,2,123.28,control,matches the side of the 'control' montage,,,no
sub-1144,ses-2,run-01,P1,-54.05,control,2,123.28,control,matches the side of the 'control' montage,,,no
sub-1144,ses-2,run-02,P1,-53.02,control,2,123.28,control,matches the side of the 'control' montage,,,no
sub-1144,ses-3,run-01,P1,-52.32,control,2,123.28,control,matches the side of the 'control' montage,,,no
sub-1144,ses-3,run-02,P1,-53.44,control,2,123.28,control,matches the side of the 'control' montage,,,no
sub-1144,ses-4,run-01,P1,-53.51,control,2,123.28,control,matches the side of the 'control' montage,,,no
sub-1144,ses-4,run-02,P1,-53.81,control,2,123.28,control,matches the side of the 'control' montage,,,no
sub-1145,ses-1,run-01,P1,73.93,target,2,118.23,target,matches the side of the 'target' montage,,,no
sub-1145,ses-1,run-02,P1,74.19,target,2,118.23,target,matches the side of the 'target' montage,,,no
sub-1145,ses-2,run-01,P1,73.41,target,2,118.23,target,matches the side of the 'target' montage,,,no
sub-1145,ses-2,run-02,P1,73.73,target,2,118.23,target,matches the side of the 'target' montage,,,no
sub-1145,ses-3,run-01,P1,74.28,target,2,118.23,target,matches the side of the 'target' montage,,,no
sub-1145,ses-3,run-02,P1,74.33,target,2,118.23,target,matches the side of the 'target' montage,,,no
sub-1145,ses-4,run-01,P1,74.91,target,2,118.23,target,matches the side of the 'target' montage,,,no
sub-1145,ses-4,run-02,P1,74.74,target,2,118.23,target,matches the side of the 'target' montage,,,no
sub-1147,ses-1,run-01,P1,67.27,target,2,102.73,target,matches the side of the 'target' montage,,,no
sub-1147,ses-1,run-02,P1,67.33,target,2,102.73,target,matches the side of the 'target' montage,,,no
sub-1147,ses-2,run-01,P1,68.04,target,2,102.73,target,matches the side of the 'target' montage,,,no
sub-1147,ses-2,run-02,P1,68.04,target,2,102.73,target,matches the side of the 'target' montage,,,no
sub-1147,ses-3,run-01,P1,67.95,target,2,102.73,target,matches the side of the 'target' montage,,,no
sub-1147,ses-3,run-02,P1,68.14,target,2,102.73,target,matches the side of the 'target' montage,,,no
sub-1147,ses-4,run-01,P1,65.87,target,2,102.73,target,matches the side of the 'target' montage,,,no
sub-1147,ses-4,run-02,P1,65.68,target,2,102.73,target,matches the side of the 'target' montage,,,no
sub-1148,ses-1,run-01,P1,67.22,target,2,108.36,target,matches the side of the 'target' montage,,,no
sub-1148,ses-1,run-02,P1,66.8,target,2,108.36,target,matches the side of the 'target' montage,,,no
sub-1148,ses-2,run-01,P1,72.27,target,2,108.36,target,matches the side of the 'target' montage,,,no
sub-1148,ses-2,run-02,P1,71.75,target,2,108.36,target,matches the side of the 'target' montage,,,no
sub-1148,ses-3,run-01,P1,73.31,target,2,108.36,target,matches the side of the 'target' montage,,,no
sub-1148,ses-3,run-02,P1,72.77,target,2,108.36,target,matches the side of the 'target' montage,,,no
sub-1148,ses-4,run-01,P1,71.81,target,2,108.36,target,matches the side of the 'target' montage,,,no
sub-1148,ses-4,run-02,P1,71.67,target,2,108.36,target,matches the side of the 'target' montage,,,no
sub-1150,ses-1,run-01,P1,-48.35,control,2,112.88,control,matches the side of the 'control' montage,,,no
sub-1150,ses-1,run-02,P1,-48.07,control,2,112.88,control,matches the side of the 'control' montage,,,no
sub-1150,ses-2,run-01,P1,-47.79,control,2,112.88,control,matches the side of the 'control' montage,,,no
sub-1150,ses-2,run-02,P1,-47.56,control,2,112.88,control,matches the side of the 'control' montage,,,no
sub-1150,ses-3,run-01,P1,-46.39,control,2,112.88,control,matches the side of the 'control' montage,,,no
sub-1150,ses-3,run-02,P1,-45.45,control,2,112.88,control,matches the side of the 'control' montage,,,no
sub-1150,ses-4,run-01,P1,-42.37,control,2,112.88,control,matches the side of the 'control' montage,,,no
sub-1150,ses-4,run-02,P1,-41.63,control,2,112.88,control,matches the side of the 'control' montage,,,no
sub-1152,ses-1,run-01,P1,-55.02,control,2,111.51,control,matches the side of the 'control' montage,,,no
sub-1152,ses-1,run-02,P1,-54.21,control,2,111.51,control,matches the side of the 'control' montage,,,no
sub-1152,ses-2,run-01,P1,-49.1,control,2,111.51,control,matches the side of the 'control' montage,,,no
sub-1152,ses-2,run-02,P1,-48.71,control,2,111.51,control,matches the side of the 'control' montage,,,no
sub-1152,ses-3,run-01,P1,-54.96,control,2,111.51,control,matches the side of the 'control' montage,,,no
sub-1152,ses-3,run-02,P1,-54.45,control,2,111.51,control,matches the side of the 'control' montage,,,no
sub-1152,ses-4,run-01,P1,-51.8,control,2,111.51,control,matches the side of the 'control' montage,,,no
sub-1152,ses-4,run-02,P1,-50.74,control,2,111.51,control,matches the side of the 'control' montage,,,no
sub-1153,ses-1,run-01,P1,70.76,target,2,114.94,target,matches the side of the 'target' montage,,,no
sub-1153,ses-1,run-02,P1,70.9,target,2,114.94,target,matches the side of the 'target' montage,,,no
sub-1153,ses-2,run-01,P1,68.51,target,2,114.94,target,matches the side of the 'target' montage,,,no
sub-1153,ses-2,run-02,P1,68.9,target,2,114.94,target,matches the side of the 'target' montage,,,no
sub-1153,ses-3,run-01,P1,66.63,target,2,114.94,target,matches the side of the 'target' montage,,,no
sub-1153,ses-3,run-02,P1,66.61,target,2,114.94,target,matches the side of the 'target' montage,,,no
sub-1153,ses-4,run-01,P1,66.06,target,2,114.94,target,matches the side of the 'target' montage,,,no
sub-1153,ses-4,run-02,P1,65.98,target,2,114.94,target,matches the side of the 'target' montage,,,no
sub-1154,ses-1,run-01,P1,-55.14,control,2,113.45,control,matches the side of the 'control' montage,,,no
sub-1154,ses-1,run-02,P1,-54.9,control,2,113.45,control,matches the side of the 'control' montage,,,no
sub-1154,ses-2,run-01,P1,-50.02,control,2,113.45,control,matches the side of the 'control' montage,,,no
sub-1154,ses-2,run-02,P1,-49.72,control,2,113.45,control,matches the side of the 'control' montage,,,no
sub-1154,ses-3,run-01,P1,-52.08,control,2,113.45,control,matches the side of the 'control' montage,,,no
sub-1154,ses-3,run-02,P1,-47.73,control,2,113.45,control,matches the side of the 'control' montage,,,no
sub-1154,ses-4,run-01,P1,-53.35,control,2,113.45,control,matches the side of the 'control' montage,,,no
sub-1155,ses-1,run-01,P1,69.97,target,2,104.97,target,matches the side of the 'target' montage,,,no
sub-1155,ses-1,run-02,P1,70.27,target,2,104.97,target,matches the side of the 'target' montage,,,no
sub-1155,ses-2,run-01,P1,68.34,target,2,104.97,target,matches the side of the 'target' montage,,,no
sub-1155,ses-2,run-02,P1,68.6,target,2,104.97,target,matches the side of the 'target' montage,,,no
sub-1155,ses-3,run-01,P1,68.36,target,2,104.97,target,matches the side of the 'target' montage,,,no
sub-1155,ses-3,run-02,P1,68.16,target,2,104.97,target,matches the side of the 'target' montage,,,no
sub-1155,ses-4,run-01,P1,71.32,target,2,104.97,target,matches the side of the 'target' montage,,,no
sub-1155,ses-4,run-02,P1,71.35,target,2,104.97,target,matches the side of the 'target' montage,,,no
sub-1156,ses-1,run-01,P1,71.33,target,2,114.83,target,matches the side of the 'target' montage,,,no
sub-1156,ses-1,run-02,P1,71.64,target,2,114.83,target,matches the side of the 'target' montage,,,no
sub-1156,ses-2,run-01,P1,72.52,target,2,114.83,target,matches the side of the 'target' montage,,,no
sub-1156,ses-2,run-02,P1,72.7,target,2,114.83,target,matches the side of the 'target' montage,,,no
sub-1156,ses-3,run-01,P1,72.94,target,2,114.83,target,matches the side of the 'target' montage,,,no
sub-1156,ses-3,run-02,P1,72.3,target,2,114.83,target,matches the side of the 'target' montage,,,no
sub-1156,ses-4,run-01,P1,68.54,target,2,114.83,target,matches the side of the 'target' montage,,,no
sub-1156,ses-4,run-02,P1,68.72,target,2,114.83,target,matches the side of the 'target' montage,,,no
sub-1161,ses-1,run-01,P1,-36.7,control,2,101.61,control,matches the side of the 'control' montage,,,no
sub-1161,ses-1,run-02,P1,-36.34,control,2,101.61,control,matches the side of the 'control' montage,,,no
sub-1161,ses-2,run-01,P1,-37.43,control,2,101.61,control,matches the side of the 'control' montage,,,no
sub-1161,ses-2,run-02,P1,-37.22,control,2,101.61,control,matches the side of the 'control' montage,,,no
sub-1161,ses-3,run-01,P1,-37.96,control,2,101.61,control,matches the side of the 'control' montage,,,no
sub-1161,ses-3,run-02,P1,-37.57,control,2,101.61,control,matches the side of the 'control' montage,,,no
sub-1161,ses-4,run-01,P1,-42.34,control,2,101.61,control,matches the side of the 'control' montage,,,no
sub-1161,ses-4,run-02,P1,-41.62,control,2,101.61,control,matches the side of the 'control' montage,,,no
sub-1163,ses-1,run-01,P1,-44.45,control,2,112.55,control,matches the side of the 'control' montage,,,no
sub-1163,ses-1,run-02,P1,-43.6,control,2,112.55,control,matches the side of the 'control' montage,,,no
sub-1163,ses-2,run-01,P1,-41.01,control,2,112.55,control,matches the side of the 'control' montage,,,no
sub-1163,ses-2,run-02,P1,-41.6,control,2,112.55,control,matches the side of the 'control' montage,,,no
sub-1163,ses-4,run-01,P1,-46.35,control,2,112.55,control,matches the side of the 'control' montage,,,no
sub-1163,ses-4,run-02,P1,-46.55,control,2,112.55,control,matches the side of the 'control' montage,,,no
sub-1165,ses-1,run-01,P1,-40.4,control,2,114.82,control,matches the side of the 'control' montage,,,no
sub-1165,ses-1,run-02,P1,-39.11,control,2,114.82,control,matches the side of the 'control' montage,,,no
sub-1165,ses-2,run-01,P1,-47.04,control,2,114.82,control,matches the side of the 'control' montage,,,no
sub-1165,ses-2,run-02,P1,-47.12,control,2,114.82,control,matches the side of the 'control' montage,,,no
sub-1165,ses-3,run-01,P1,-46.76,control,2,114.82,control,matches the side of the 'control' montage,,,no
sub-1165,ses-3,run-02,P1,-45.93,control,2,114.82,control,matches the side of the 'control' montage,,,no
sub-1165,ses-4,run-01,P1,-48.27,control,2,114.82,control,matches the side of the 'control' montage,,,no
sub-1165,ses-4,run-02,P1,-47.86,control,2,114.82,control,matches the side of the 'control' montage,,,no
sub-1166,ses-1,run-01,P1,57.05,target,2,106.21,target,matches the side of the 'target' montage,,,no
sub-1166,ses-1,run-02,P1,57.61,target,2,106.21,target,matches the side of the 'target' montage,,,no
sub-1166,ses-2,run-01,P1,60.51,target,2,106.21,target,matches the side of the 'target' montage,,,no
sub-1166,ses-2,run-02,P1,60.92,target,2,106.21,target,matches the side of the 'target' montage,,,no
sub-1166,ses-3,run-01,P1,60.62,target,2,106.21,target,matches the side of the 'target' montage,,,no
sub-1166,ses-3,run-02,P1,61.22,target,2,106.21,target,matches the side of the 'target' montage,,,no
sub-1166,ses-4,run-01,P1,59.47,target,2,106.21,target,matches the side of the 'target' montage,,,no
sub-1166,ses-4,run-02,P1,60.22,target,2,106.21,target,matches the side of the 'target' montage,,,no
sub-1168,ses-1,run-01,P1,67.17,target,2,105.2,target,matches the side of the 'target' montage,,,no
sub-1168,ses-1,run-02,P1,66.13,target,2,105.2,target,matches the side of the 'target' montage,,,no
sub-1168,ses-2,run-01,P1,67.32,target,2,105.2,target,matches the side of the 'target' montage,,,no
sub-1168,ses-2,run-02,P1,67.39,target,2,105.2,target,matches the side of the 'target' montage,,,no
sub-1168,ses-3,run-01,P1,65.16,target,2,105.2,target,matches the side of the 'target' montage,,,no
sub-1168,ses-3,run-02,P1,65.97,target,2,105.2,target,matches the side of the 'target' montage,,,no
sub-1168,ses-4,run-01,P1,67.25,target,2,105.2,target,matches the side of the 'target' montage,,,no
sub-1168,ses-4,run-02,P1,66.66,target,2,105.2,target,matches the side of the 'target' montage,,,no
sub-1169,ses-1,run-01,P1,57.14,target,2,119.42,target,matches the side of the 'target' montage,,,no
sub-1169,ses-2,run-01,P1,72.09,target,2,119.42,target,matches the side of the 'target' montage,,,no
sub-1169,ses-2,run-02,P1,72.61,target,2,119.42,target,matches the side of the 'target' montage,,,no
sub-1169,ses-3,run-01,P1,73.07,target,2,119.42,target,matches the side of the 'target' montage,,,no
sub-1169,ses-3,run-02,P1,73.69,target,2,119.42,target,matches the side of the 'target' montage,,,no
sub-1169,ses-4,run-01,P1,74.16,target,2,119.42,target,matches the side of the 'target' montage,,,no
sub-1169,ses-4,run-02,P1,74.44,target,2,119.42,target,matches the side of the 'target' montage,,,no
sub-1171,ses-1,run-01,P1,-33.66,control,2,108.29,control,matches the side of the 'control' montage,,,no
sub-1171,ses-1,run-02,P1,-34.56,control,2,108.29,control,matches the side of the 'control' montage,,,no
sub-1171,ses-2,run-01,P1,-36.08,control,2,108.29,control,matches the side of the 'control' montage,,,no
sub-1171,ses-2,run-02,P1,-36.73,control,2,108.29,control,matches the side of the 'control' montage,,,no
sub-1171,ses-3,run-01,P1,-32.17,control,2,108.29,control,matches the side of the 'control' montage,,,no
sub-1171,ses-3,run-02,P1,-32.65,control,2,108.29,control,matches the side of the 'control' montage,,,no
sub-1171,ses-4,run-01,P1,-30.2,control,2,108.29,control,matches the side of the 'control' montage,,,no
sub-1171,ses-4,run-02,P1,-30.63,control,2,108.29,control,matches the side of the 'control' montage,,,no
