subject,session,run,project,extracted_mean_x,condition_in_table,n_candidates,condition_separation_mm,recommended,reason,baseline_side_ok,baseline_mean_x,swap
sub-2225,ses-4,run-02,P2,-10.1,target,2,83.79,target,montage too close to the midline for its side to be informative,,,no
sub-2226,ses-1,run-01,P2,-11.99,target,2,83.27,target,montage too close to the midline for its side to be informative,,,no
sub-2226,ses-1,run-02,P2,-12.05,target,2,83.27,target,montage too close to the midline for its side to be informative,,,no
sub-2226,ses-2,run-01,P2,-16.63,target,2,83.27,target,matches the side of the 'target' montage,,,no
sub-2226,ses-2,run-02,P2,-16.86,target,2,83.27,target,matches the side of the 'target' montage,,,no
sub-2226,ses-3,run-01,P2,-10.45,target,2,83.27,target,montage too close to the midline for its side to be informative,,,no
sub-2226,ses-3,run-02,P2,-10.17,target,2,83.27,target,montage too close to the midline for its side to be informative,,,no
sub-2226,ses-4,run-01,P2,-6.36,target,2,83.27,target,montage too close to the midline for its side to be informative,,,no
sub-2226,ses-4,run-02,P2,-6.25,target,2,83.27,target,montage too close to the midline for its side to be informative,,,no
sub-2227,ses-1,run-01,P2,71.58,control,2,87.71,control,matches the side of the 'control' montage,,,no
sub-2227,ses-1,run-02,P2,71.43,control,2,87.71,control,matches the side of the 'control' montage,,,no
sub-2227,ses-2,run-01,P2,71.23,control,2,87.71,control,matches the side of the 'control' montage,,,no
sub-2227,ses-2,run-02,P2,71.08,control,2,87.71,control,matches the side of the 'control' montage,,,no
sub-2227,ses-3,run-01,P2,69.88,control,2,87.71,control,matches the side of the 'control' montage,,,no
sub-2227,ses-3,run-02,P2,69.96,control,2,87.71,control,matches the side of the 'control' montage,,,no
sub-2227,ses-4,run-01,P2,69.72,control,2,87.71,control,matches the side of the 'control' montage,,,no
sub-2227,ses-4,run-02,P2,70.02,control,2,87.71,control,matches the side of the 'control' montage,,,no
sub-2228,ses-1,run-01,P2,70.02,control,2,80.7,control,matches the side of the 'control' montage,,,no
sub-2228,ses-1,run-02,P2,70.21,control,2,80.7,control,matches the side of the 'control' montage,,,no
sub-2228,ses-2,run-01,P2,67.1,control,2,80.7,control,matches the side of the 'control' montage,,,no
sub-2228,ses-2,run-02,P2,67.39,control,2,80.7,control,matches the side of the 'control' montage,,,no
sub-2228,ses-3,run-01,P2,66.53,control,2,80.7,control,matches the side of the 'control' montage,,,no
sub-2228,ses-3,run-02,P2,66.18,control,2,80.7,control,matches the side of the 'control' montage,,,no
sub-2228,ses-4,run-01,P2,68.03,control,2,80.7,control,matches the side of the 'control' montage,,,no
sub-2228,ses-4,run-02,P2,67.63,control,2,80.7,control,matches the side of the 'control' montage,,,no
sub-2229,ses-1,run-01,P2,77.42,control,2,96.48,control,matches the side of the 'control' montage,,,no
sub-2229,ses-1,run-02,P2,77.48,control,2,96.48,control,matches the side of the 'control' montage,,,no
sub-2229,ses-2,run-01,P2,77.43,control,2,96.48,control,matches the side of the 'control' montage,,,no
sub-2229,ses-2,run-02,P2,77.55,control,2,96.48,control,matches the side of the 'control' montage,,,no
sub-2229,ses-3,run-01,P2,78.19,control,2,96.48,control,matches the side of the 'control' montage,,,no
sub-2229,ses-3,run-02,P2,77.79,control,2,96.48,control,matches the side of the 'control' montage,,,no
sub-2229,ses-4,run-01,P2,78.33,control,2,96.48,control,matches the side of the 'control' montage,,,no
sub-2229,ses-4,run-02,P2,78.27,control,2,96.48,control,matches the side of the 'control' montage,,,no
sub-2230,ses-1,run-01,P2,-26.37,target,2,90.58,target,matches the side of the 'target' montage,,,no
sub-2230,ses-1,run-02,P2,-26.0,target,2,90.58,target,matches the side of the 'target' montage,,,no
sub-2230,ses-2,run-01,P2,-20.19,target,2,90.58,target,matches the side of the 'target' montage,,,no
sub-2230,ses-2,run-02,P2,-19.49,target,2,90.58,target,matches the side of the 'target' montage,,,no
sub-2231,ses-1,run-01,P2,-7.43,target,2,85.93,target,montage too close to the midline for its side to be informative,,,no
sub-2231,ses-1,run-02,P2,-7.29,target,2,85.93,target,montage too close to the midline for its side to be informative,,,no
sub-2231,ses-2,run-01,P2,-2.11,target,2,85.93,target,montage too close to the midline for its side to be informative,,,no
sub-2231,ses-2,run-02,P2,-1.83,target,2,85.93,target,montage too close to the midline for its side to be informative,,,no
sub-2231,ses-3,run-01,P2,-3.59,target,2,85.93,target,montage too close to the midline for its side to be informative,,,no
sub-2231,ses-3,run-02,P2,-4.79,target,2,85.93,target,montage too close to the midline for its side to be informative,,,no
sub-2231,ses-4,run-01,P2,-9.88,target,2,85.93,target,montage too close to the midline for its side to be informative,,,no
sub-2231,ses-4,run-02,P2,-9.74,target,2,85.93,target,montage too close to the midline for its side to be informative,,,no
sub-2232,ses-1,run-01,P2,71.72,control,2,87.26,control,matches the side of the 'control' montage,,,no
sub-2232,ses-1,run-02,P2,72.19,control,2,87.26,control,matches the side of the 'control' montage,,,no
sub-2232,ses-2,run-01,P2,72.44,control,2,87.26,control,matches the side of the 'control' montage,,,no
sub-2232,ses-2,run-02,P2,72.69,control,2,87.26,control,matches the side of the 'control' montage,,,no
sub-2232,ses-3,run-01,P2,72.02,control,2,87.26,control,matches the side of the 'control' montage,,,no
sub-2232,ses-3,run-02,P2,71.7,control,2,87.26,control,matches the side of the 'control' montage,,,no
sub-2232,ses-4,run-01,P2,73.12,control,2,87.26,control,matches the side of the 'control' montage,,,no
sub-2232,ses-4,run-02,P2,73.25,control,2,87.26,control,matches the side of the 'control' montage,,,no
sub-2233,ses-1,run-01,P2,70.06,control,2,96.48,control,matches the side of the 'control' montage,,,no
sub-2233,ses-1,run-02,P2,70.33,control,2,96.48,control,matches the side of the 'control' montage,,,no
sub-2233,ses-2,run-01,P2,67.47,control,2,96.48,control,matches the side of the 'control' montage,,,no
sub-2233,ses-2,run-02,P2,67.35,control,2,96.48,control,matches the side of the 'control' montage,,,no
sub-2233,ses-3,run-01,P2,69.59,control,2,96.48,control,matches the side of the 'control' montage,,,no
sub-2233,ses-3,run-02,P2,69.82,control,2,96.48,control,matches the side of the 'control' montage,,,no
sub-2233,ses-4,run-01,P2,70.68,control,2,96.48,control,matches the side of the 'control' montage,,,no
sub-2233,ses-4,run-02,P2,70.43,control,2,96.48,control,matches the side of the 'control' montage,,,no
sub-2234,ses-1,run-01,P2,-8.83,target,2,89.19,target,montage too close to the midline for its side to be informative,,,no
sub-2234,ses-1,run-02,P2,-8.82,target,2,89.19,target,montage too close to the midline for its side to be informative,,,no
sub-2234,ses-2,run-01,P2,-13.02,target,2,89.19,target,montage too close to the midline for its side to be informative,,,no
sub-2234,ses-2,run-02,P2,-10.34,target,2,89.19,target,montage too close to the midline for its side to be informative,,,no
sub-2235,ses-1,run-01,P2,-22.7,target,2,94.81,target,matches the side of the 'target' montage,,,no
sub-2235,ses-1,run-02,P2,-22.46,target,2,94.81,target,matches the side of the 'target' montage,,,no
sub-2235,ses-2,run-01,P2,-23.69,target,2,94.81,target,matches the side of the 'target' montage,,,no
sub-2235,ses-2,run-02,P2,-23.32,target,2,94.81,target,matches the side of the 'target' montage,,,no
sub-2235,ses-3,run-01,P2,-17.49,target,2,94.81,target,matches the side of the 'target' montage,,,no
sub-2235,ses-3,run-02,P2,-16.85,target,2,94.81,target,matches the side of the 'target' montage,,,no
sub-2235,ses-4,run-01,P2,-15.04,target,2,94.81,target,matches the side of the 'target' montage,,,no
sub-2235,ses-4,run-02,P2,-23.81,target,2,94.81,target,matches the side of the 'target' montage,,,no
sub-2236,ses-1,run-01,P2,73.86,control,2,91.99,control,matches the side of the 'control' montage,,,no
sub-2236,ses-1,run-02,P2,73.8,control,2,91.99,control,matches the side of the 'control' montage,,,no
sub-2236,ses-2,run-01,P2,72.69,control,2,91.99,control,matches the side of the 'control' montage,,,no
sub-2236,ses-2,run-02,P2,72.91,control,2,91.99,control,matches the side of the 'control' montage,,,no
sub-2236,ses-3,run-01,P2,-5.22,target,2,91.99,target,montage too close to the midline for its side to be informative,,,no
sub-2236,ses-3,run-02,P2,-5.1,target,2,91.99,target,montage too close to the midline for its side to be informative,,,no
sub-2236,ses-4,run-01,P2,73.28,control,2,91.99,control,matches the side of the 'control' montage,,,no
sub-2236,ses-4,run-02,P2,73.37,control,2,91.99,control,matches the side of the 'control' montage,,,no
sub-2237,ses-1,run-01,P2,-6.63,target,2,86.79,target,montage too close to the midline for its side to be informative,,,no
sub-2237,ses-1,run-02,P2,-6.04,target,2,86.79,target,montage too close to the midline for its side to be informative,,,no
sub-2237,ses-2,run-01,P2,-18.92,target,2,86.79,target,matches the side of the 'target' montage,,,no
sub-2237,ses-2,run-02,P2,-18.27,target,2,86.79,target,matches the side of the 'target' montage,,,no
sub-2237,ses-3,run-01,P2,-15.13,target,2,86.79,target,matches the side of the 'target' montage,,,no
sub-2237,ses-3,run-02,P2,-14.77,target,2,86.79,target,montage too close to the midline for its side to be informative,,,no
sub-2237,ses-4,run-01,P2,-23.8,target,2,86.79,target,matches the side of the 'target' montage,,,no
sub-2237,ses-4,run-02,P2,-22.4,target,2,86.79,target,matches the side of the 'target' montage,,,no
sub-2239,ses-1,run-01,P2,62.97,control,2,85.15,control,matches the side of the 'control' montage,,,no
sub-2239,ses-1,run-02,P2,62.57,control,2,85.15,control,matches the side of the 'control' montage,,,no
sub-2239,ses-2,run-01,P2,63.87,control,2,85.15,control,matches the side of the 'control' montage,,,no
sub-2239,ses-2,run-02,P2,63.65,control,2,85.15,control,matches the side of the 'control' montage,,,no
sub-2239,ses-3,run-01,P2,58.89,control,2,85.15,control,matches the side of the 'control' montage,,,no
sub-2239,ses-3,run-02,P2,57.76,control,2,85.15,control,matches the side of the 'control' montage,,,no
sub-2239,ses-4,run-01,P2,64.09,control,2,85.15,control,matches the side of the 'control' montage,,,no
sub-2239,ses-4,run-02,P2,63.96,control,2,85.15,control,matches the side of the 'control' montage,,,no
sub-2241,ses-1,run-01,P2,-24.81,target,2,103.52,target,matches the side of the 'target' montage,,,no
sub-2241,ses-1,run-02,P2,-24.54,target,2,103.52,target,matches the side of the 'target' montage,,,no
sub-2241,ses-2,run-01,P2,-17.43,target,2,103.52,target,matches the side of the 'target' montage,,,no
sub-2241,ses-2,run-02,P2,-17.38,target,2,103.52,target,matches the side of the 'target' montage,,,no
sub-2241,ses-3,run-01,P2,-29.48,target,2,103.52,target,matches the side of the 'target' montage,,,no
sub-2241,ses-3,run-02,P2,-29.47,target,2,103.52,target,matches the side of the 'target' montage,,,no
sub-2241,ses-4,run-01,P2,-28.5,target,2,103.52,target,matches the side of the 'target' montage,,,no
sub-2241,ses-4,run-02,P2,-23.06,target,2,103.52,target,matches the side of the 'target' montage,,,no
sub-2242,ses-1,run-01,P2,-11.9,target,2,88.13,target,montage too close to the midline for its side to be informative,,,no
sub-2242,ses-1,run-02,P2,-11.92,target,2,88.13,target,montage too close to the midline for its side to be informative,,,no
sub-2242,ses-2,run-01,P2,-15.12,target,2,88.13,target,matches the side of the 'target' montage,,,no
sub-2242,ses-2,run-02,P2,-14.89,target,2,88.13,target,montage too close to the midline for its side to be informative,,,no
sub-2242,ses-3,run-01,P2,-7.76,target,2,88.13,target,montage too close to the midline for its side to be informative,,,no
sub-2242,ses-3,run-02,P2,-8.63,target,2,88.13,target,montage too close to the midline for its side to be informative,,,no
sub-2242,ses-4,run-01,P2,-18.14,target,2,88.13,target,matches the side of the 'target' montage,,,no
sub-2242,ses-4,run-02,P2,-18.42,target,2,88.13,target,matches the side of the 'target' montage,,,no
sub-2243,ses-1,run-01,P2,75.24,control,2,94.06,control,matches the side of the 'control' montage,,,no
sub-2243,ses-1,run-02,P2,73.72,control,2,94.06,control,matches the side of the 'control' montage,,,no
sub-2243,ses-2,run-01,P2,73.56,control,2,94.06,control,matches the side of the 'control' montage,,,no
sub-2243,ses-2,run-02,P2,71.96,control,2,94.06,control,matches the side of the 'control' montage,,,no
sub-2243,ses-3,run-01,P2,72.77,control,2,94.06,control,matches the side of the 'control' montage,,,no
sub-2243,ses-3,run-02,P2,72.84,control,2,94.06,control,matches the side of the 'control' montage,,,no
sub-2244,ses-1,run-01,P2,70.78,control,2,82.35,control,matches the side of the 'control' montage,,,no
sub-2244,ses-1,run-02,P2,66.84,control,2,82.35,control,matches the side of the 'control' montage,,,no
sub-2244,ses-2,run-01,P2,69.97,control,2,82.35,control,matches the side of the 'control' montage,,,no
sub-2244,ses-2,run-02,P2,69.77,control,2,82.35,control,matches the side of the 'control' montage,,,no
sub-2244,ses-3,run-01,P2,65.52,control,2,82.35,control,matches the side of the 'control' montage,,,no
sub-2244,ses-3,run-02,P2,65.41,control,2,82.35,control,matches the side of the 'control' montage,,,no
sub-2244,ses-4,run-01,P2,-11.54,target,2,82.35,target,montage too close to the midline for its side to be informative,,,no
sub-2244,ses-4,run-02,P2,-11.2,target,2,82.35,target,montage too close to the midline for its side to be informative,,,no
sub-2245,ses-1,run-01,P2,71.8,control,2,91.31,control,matches the side of the 'control' montage,,,no
sub-2245,ses-1,run-02,P2,71.53,control,2,91.31,control,matches the side of the 'control' montage,,,no
sub-2245,ses-2,run-01,P2,71.02,control,2,91.31,control,matches the side of the 'control' montage,,,no
sub-2245,ses-2,run-02,P2,70.93,control,2,91.31,control,matches the side of the 'control' montage,,,no
sub-2245,ses-3,run-01,P2,71.74,control,2,91.31,control,matches the side of the 'control' montage,,,no
sub-2245,ses-3,run-02,P2,71.72,control,2,91.31,control,matches the side of the 'control' montage,,,no
sub-2245,ses-4,run-01,P2,73.27,control,2,91.31,control,matches the side of the 'control' montage,,,no
sub-2245,ses-4,run-02,P2,71.0,control,2,91.31,control,matches the side of the 'control' montage,,,no
sub-2246,ses-1,run-01,P2,-5.65,target,2,85.47,target,montage too close to the midline for its side to be informative,,,no
sub-2246,ses-1,run-02,P2,-5.59,target,2,85.47,target,montage too close to the midline for its side to be informative,,,no
sub-2246,ses-2,run-01,P2,-8.24,target,2,85.47,target,montage too close to the midline for its side to be informative,,,no
sub-2246,ses-2,run-02,P2,-8.47,target,2,85.47,target,montage too close to the midline for its side to be informative,,,no
sub-2246,ses-3,run-01,P2,-11.49,target,2,85.47,target,montage too close to the midline for its side to be informative,,,no
sub-2246,ses-3,run-02,P2,-11.03,target,2,85.47,target,montage too close to the midline for its side to be informative,,,no
sub-2246,ses-4,run-01,P2,-8.16,target,2,85.47,target,montage too close to the midline for its side to be informative,,,no
sub-2246,ses-4,run-02,P2,-8.0,target,2,85.47,target,montage too close to the midline for its side to be informative,,,no
sub-2247,ses-1,run-01,P2,-19.0,target,2,85.77,target,matches the side of the 'target' montage,,,no
sub-2247,ses-1,run-02,P2,-18.35,target,2,85.77,target,matches the side of the 'target' montage,,,no
sub-2247,ses-2,run-01,P2,-22.77,target,2,85.77,target,matches the side of the 'target' montage,,,no
sub-2247,ses-2,run-02,P2,-22.54,target,2,85.77,target,matches the side of the 'target' montage,,,no
sub-2247,ses-3,run-01,P2,-18.99,target,2,85.77,target,matches the side of the 'target' montage,,,no
sub-2247,ses-3,run-02,P2,-17.63,target,2,85.77,target,matches the side of the 'target' montage,,,no
sub-2247,ses-4,run-01,P2,-9.85,target,2,85.77,target,montage too close to the midline for its side to be informative,,,no
sub-2247,ses-4,run-02,P2,-10.6,target,2,85.77,target,montage too close to the midline for its side to be informative,,,no
sub-2248,ses-1,run-01,P2,-25.49,target,2,87.09,target,matches the side of the 'target' montage,,,no
sub-2248,ses-1,run-02,P2,-25.55,target,2,87.09,target,matches the side of the 'target' montage,,,no
sub-2248,ses-2,run-01,P2,-23.64,target,2,87.09,target,matches the side of the 'target' montage,,,no
sub-2248,ses-2,run-02,P2,-24.14,target,2,87.09,target,matches the side of the 'target' montage,,,no
sub-2248,ses-3,run-01,P2,-23.79,target,2,87.09,target,matches the side of the 'target' montage,,,no
sub-2248,ses-3,run-02,P2,-23.68,target,2,87.09,target,matches the side of the 'target' montage,,,no
sub-2248,ses-4,run-01,P2,-19.32,target,2,87.09,target,matches the side of the 'target' montage,,,no
sub-2248,ses-4,run-02,P2,-19.17,target,2,87.09,target,matches the side of the 'target' montage,,,no
sub-2250,ses-1,run-01,P2,57.82,control,2,80.74,control,matches the side of the 'control' montage,,,no
sub-2250,ses-1,run-02,P2,58.0,control,2,80.74,control,matches the side of the 'control' montage,,,no
sub-2250,ses-2,run-01,P2,63.27,control,2,80.74,control,matches the side of the 'control' montage,,,no
sub-2250,ses-2,run-02,P2,63.32,control,2,80.74,control,matches the side of the 'control' montage,,,no
sub-2250,ses-3,run-01,P2,64.99,control,2,80.74,control,matches the side of the 'control' montage,,,no
sub-2250,ses-3,run-02,P2,65.07,control,2,80.74,control,matches the side of the 'control' montage,,,no
sub-2250,ses-4,run-01,P2,62.25,control,2,80.74,control,matches the side of the 'control' montage,,,no
sub-2250,ses-4,run-02,P2,63.01,control,2,80.74,control,matches the side of the 'control' montage,,,no
sub-2252,ses-1,run-01,P2,-7.97,target,2,95.99,target,montage too close to the midline for its side to be informative,,,no
sub-2252,ses-1,run-02,P2,-7.85,target,2,95.99,target,montage too close to the midline for its side to be informative,,,no
sub-2252,ses-2,run-01,P2,-10.46,target,2,95.99,target,montage too close to the midline for its side to be informative,,,no
sub-2252,ses-2,run-02,P2,-10.66,target,2,95.99,target,montage too close to the midline for its side to be informative,,,no
sub-2252,ses-3,run-01,P2,-13.29,target,2,95.99,target,montage too close to the midline for its side to be informative,,,no
sub-2252,ses-3,run-02,P2,-13.49,target,2,95.99,target,montage too close to the midline for its side to be informative,,,no
sub-2252,ses-4,run-01,P2,-14.8,target,2,95.99,target,montage too close to the midline for its side to be informative,,,no
sub-2252,ses-4,run-02,P2,-15.19,target,2,95.99,target,matches the side of the 'target' montage,,,no
sub-2253,ses-1,run-01,P2,-16.53,target,2,97.39,target,matches the side of the 'target' montage,,,no
sub-2253,ses-1,run-02,P2,-15.73,target,2,97.39,target,matches the side of the 'target' montage,,,no
sub-2253,ses-2,run-01,P2,-19.3,target,2,97.39,target,matches the side of the 'target' montage,,,no
sub-2253,ses-2,run-02,P2,-20.21,target,2,97.39,target,matches the side of the 'target' montage,,,no
sub-2253,ses-3,run-01,P2,-25.58,target,2,97.39,target,matches the side of the 'target' montage,,,no
sub-2253,ses-3,run-02,P2,-25.1,target,2,97.39,target,matches the side of the 'target' montage,,,no
sub-2253,ses-4,run-01,P2,-22.01,target,2,97.39,target,matches the side of the 'target' montage,,,no
sub-2254,ses-1,run-01,P2,69.94,control,2,85.03,control,matches the side of the 'control' montage,,,no
sub-2254,ses-1,run-02,P2,70.11,control,2,85.03,control,matches the side of the 'control' montage,,,no
sub-2254,ses-3,run-01,P2,70.03,control,2,85.03,control,matches the side of the 'control' montage,,,no
sub-2254,ses-3,run-02,P2,70.81,control,2,85.03,control,matches the side of the 'control' montage,,,no
sub-2254,ses-4,run-01,P2,71.27,control,2,85.03,control,matches the side of the 'control' montage,,,no
sub-2254,ses-4,run-02,P2,71.46,control,2,85.03,control,matches the side of the 'control' montage,,,no
sub-2255,ses-1,run-01,P2,-19.1,target,2,86.64,target,matches the side of the 'target' montage,,,no
sub-2255,ses-1,run-02,P2,-18.71,target,2,86.64,target,matches the side of the 'target' montage,,,no
sub-2255,ses-2,run-01,P2,-21.88,target,2,86.64,target,matches the side of the 'target' montage,,,no
sub-2255,ses-2,run-02,P2,-22.13,target,2,86.64,target,matches the side of the 'target' montage,,,no
sub-2255,ses-3,run-01,P2,-19.09,target,2,86.64,target,matches the side of the 'target' montage,,,no
sub-2255,ses-3,run-02,P2,-19.52,target,2,86.64,target,matches the side of the 'target' montage,,,no
sub-2255,ses-4,run-01,P2,-9.21,target,2,86.64,target,montage too close to the midline for its side to be informative,,,no
sub-2255,ses-4,run-02,P2,-8.41,target,2,86.64,target,montage too close to the midline for its side to be informative,,,no
sub-2256,ses-1,run-01,P2,66.71,control,2,86.5,control,matches the side of the 'control' montage,,,no
sub-2256,ses-1,run-02,P2,67.07,control,2,86.5,control,matches the side of the 'control' montage,,,no
sub-2256,ses-2,run-01,P2,68.75,control,2,86.5,control,matches the side of the 'control' montage,,,no
sub-2256,ses-2,run-02,P2,68.58,control,2,86.5,control,matches the side of the 'control' montage,,,no
sub-2256,ses-3,run-01,P2,68.33,control,2,86.5,control,matches the side of the 'control' montage,,,no
sub-2256,ses-3,run-02,P2,68.43,control,2,86.5,control,matches the side of the 'control' montage,,,no
sub-2256,ses-4,run-01,P2,69.38,control,2,86.5,control,matches the side of the 'control' montage,,,no
sub-2256,ses-4,run-02,P2,69.53,control,2,86.5,control,matches the side of the 'control' montage,,,no
sub-2257,ses-1,run-01,P2,-12.47,target,2,90.5,target,montage too close to the midline for its side to be informative,,,no
sub-2257,ses-1,run-02,P2,-12.61,target,2,90.5,target,montage too close to the midline for its side to be informative,,,no
sub-2257,ses-2,run-01,P2,-13.7,target,2,90.5,target,montage too close to the midline for its side to be informative,,,no
sub-2257,ses-2,run-02,P2,-13.81,target,2,90.5,target,montage too close to the midline for its side to be informative,,,no
sub-2257,ses-4,run-01,P2,-16.11,target,2,90.5,target,matches the side of the 'target' montage,,,no
sub-2257,ses-4,run-02,P2,-16.22,target,2,90.5,target,matches the side of the 'target' montage,,,no
sub-2258,ses-1,run-01,P2,71.89,control,2,86.92,control,matches the side of the 'control' montage,,,no
sub-2258,ses-1,run-02,P2,71.93,control,2,86.92,control,matches the side of the 'control' montage,,,no
sub-2259,ses-1,run-01,P2,61.02,control,2,78.04,control,matches the side of the 'control' montage,,,no
sub-2259,ses-1,run-02,P2,61.09,control,2,78.04,control,matches the side of the 'control' montage,,,no
sub-2259,ses-2,run-01,P2,56.15,control,2,78.04,control,matches the side of the 'control' montage,,,no
sub-2259,ses-2,run-02,P2,56.58,control,2,78.04,control,matches the side of the 'control' montage,,,no
sub-2259,ses-3,run-01,P2,63.62,control,2,78.04,control,matches the side of the 'control' montage,,,no
sub-2259,ses-3,run-02,P2,63.45,control,2,78.04,control,matches the side of the 'control' montage,,,no
sub-2259,ses-4,run-01,P2,57.71,control,2,78.04,control,matches the side of the 'control' montage,,,no
sub-2259,ses-4,run-02,P2,57.4,control,2,78.04,control,matches the side of the 'control' montage,,,no
sub-2260,ses-1,run-01,P2,-8.37,target,2,89.82,target,montage too close to the midline for its side to be informative,,,no
sub-2260,ses-1,run-02,P2,-7.85,target,2,89.82,target,montage too close to the midline for its side to be informative,,,no
sub-2260,ses-2,run-01,P2,-11.45,target,2,89.82,target,montage too close to the midline for its side to be informative,,,no
sub-2260,ses-2,run-02,P2,-10.8,target,2,89.82,target,montage too close to the midline for its side to be informative,,,no
sub-2260,ses-3,run-01,P2,-20.9,target,2,89.82,target,matches the side of the 'target' montage,,,no
sub-2260,ses-3,run-02,P2,-20.49,target,2,89.82,target,matches the side of the 'target' montage,,,no
sub-2260,ses-4,run-01,P2,-8.0,target,2,89.82,target,montage too close to the midline for its side to be informative,,,no
sub-2260,ses-4,run-02,P2,-9.53,target,2,89.82,target,montage too close to the midline for its side to be informative,,,no
sub-2261,ses-1,run-01,P2,-25.68,target,2,88.29,target,matches the side of the 'target' montage,,,no
sub-2261,ses-1,run-02,P2,-25.81,target,2,88.29,target,matches the side of the 'target' montage,,,no
sub-2261,ses-2,run-01,P2,-18.77,target,2,88.29,target,matches the side of the 'target' montage,,,no
sub-2261,ses-2,run-02,P2,-18.72,target,2,88.29,target,matches the side of the 'target' montage,,,no
sub-2262,ses-1,run-01,P2,73.64,control,2,93.65,control,matches the side of the 'control' montage,,,no
sub-2262,ses-1,run-02,P2,74.81,control,2,93.65,control,matches the side of the 'control' montage,,,no
sub-2262,ses-2,run-01,P2,75.58,control,2,93.65,control,matches the side of the 'control' montage,,,no
sub-2262,ses-2,run-02,P2,75.67,control,2,93.65,control,matches the side of the 'control' montage,,,no
sub-2262,ses-3,run-01,P2,73.51,control,2,93.65,control,matches the side of the 'control' montage,,,no
sub-2262,ses-3,run-02,P2,73.74,control,2,93.65,control,matches the side of the 'control' montage,,,no
sub-2262,ses-4,run-01,P2,74.97,control,2,93.65,control,matches the side of the 'control' montage,,,no
sub-2262,ses-4,run-02,P2,75.23,control,2,93.65,control,matches the side of the 'control' montage,,,no
sub-2263,ses-1,run-01,P2,-4.35,target,2,93.71,target,montage too close to the midline for its side to be informative,,,no
sub-2263,ses-1,run-02,P2,-4.78,target,2,93.71,target,montage too close to the midline for its side to be informative,,,no
sub-2263,ses-2,run-01,P2,-16.47,target,2,93.71,target,matches the side of the 'target' montage,,,no
sub-2263,ses-2,run-02,P2,-16.66,target,2,93.71,target,matches the side of the 'target' montage,,,no
sub-2263,ses-4,run-01,P2,-12.49,target,2,93.71,target,montage too close to the midline for its side to be informative,,,no
sub-2263,ses-4,run-02,P2,-12.52,target,2,93.71,target,montage too close to the midline for its side to be informative,,,no
sub-2264,ses-2,run-01,P2,71.94,control,2,86.63,control,matches the side of the 'control' montage,,,no
sub-2264,ses-2,run-02,P2,72.31,control,2,86.63,control,matches the side of the 'control' montage,,,no
sub-2264,ses-3,run-01,P2,74.06,control,2,86.63,control,matches the side of the 'control' montage,,,no
sub-2264,ses-3,run-02,P2,74.78,control,2,86.63,control,matches the side of the 'control' montage,,,no
sub-2264,ses-4,run-01,P2,72.3,control,2,86.63,control,matches the side of the 'control' montage,,,no
sub-2264,ses-4,run-02,P2,72.78,control,2,86.63,control,matches the side of the 'control' montage,,,no
sub-2266,ses-1,run-01,P2,74.72,control,2,94.36,control,matches the side of the 'control' montage,,,no
sub-2266,ses-1,run-02,P2,75.08,control,2,94.36,control,matches the side of the 'control' montage,,,no
sub-2266,ses-3,run-01,P2,74.24,control,2,94.36,control,matches the side of the 'control' montage,,,no
sub-2266,ses-3,run-02,P2,76.64,control,2,94.36,control,matches the side of the 'control' montage,,,no
sub-2266,ses-4,run-01,P2,71.63,control,2,94.36,control,matches the side of the 'control' montage,,,no
sub-2267,ses-1,run-01,P2,74.98,control,2,99.78,control,matches the side of the 'control' montage,,,no
sub-2267,ses-1,run-02,P2,75.16,control,2,99.78,control,matches the side of the 'control' montage,,,no
sub-2267,ses-3,run-01,P2,75.16,control,2,99.78,control,matches the side of the 'control' montage,,,no
sub-2267,ses-3,run-02,P2,75.25,control,2,99.78,control,matches the side of the 'control' montage,,,no
sub-2267,ses-4,run-01,P2,76.31,control,2,99.78,control,matches the side of the 'control' montage,,,no
sub-2267,ses-4,run-02,P2,76.43,control,2,99.78,control,matches the side of the 'control' montage,,,no
sub-2268,ses-1,run-01,P2,-21.43,target,2,85.34,target,matches the side of the 'target' montage,,,no
sub-2268,ses-1,run-02,P2,-21.77,target,2,85.34,target,matches the side of the 'target' montage,,,no
sub-2268,ses-2,run-01,P2,-8.49,target,2,85.34,target,montage too close to the midline for its side to be informative,,,no
sub-2268,ses-2,run-02,P2,-8.85,target,2,85.34,target,montage too close to the midline for its side to be informative,,,no
sub-2268,ses-3,run-01,P2,-15.12,target,2,85.34,target,matches the side of the 'target' montage,,,no
sub-2268,ses-3,run-02,P2,-14.78,target,2,85.34,target,montage too close to the midline for its side to be informative,,,no
sub-2268,ses-4,run-01,P2,-14.04,target,2,85.34,target,montage too close to the midline for its side to be informative,,,no
sub-2268,ses-4,run-02,P2,-13.43,target,2,85.34,target,montage too close to the midline for its side to be informative,,,no
sub-2269,ses-1,run-01,P2,75.46,control,2,95.8,control,matches the side of the 'control' montage,,,no
sub-2269,ses-1,run-02,P2,76.06,control,2,95.8,control,matches the side of the 'control' montage,,,no
sub-2269,ses-2,run-01,P2,75.18,control,2,95.8,control,matches the side of the 'control' montage,,,no
sub-2269,ses-2,run-02,P2,74.9,control,2,95.8,control,matches the side of the 'control' montage,,,no
sub-2269,ses-3,run-01,P2,75.27,control,2,95.8,control,matches the side of the 'control' montage,,,no
sub-2269,ses-3,run-02,P2,74.17,control,2,95.8,control,matches the side of the 'control' montage,,,no
