index,anode,cathode1,cathode2,cathode3,exp,condition,subject,stim,session,run
P4_control_sub-4138,"[74.26699209012027, -34.19410287858533, -25.9782851237659]","[63.473930457981886, -60.811240181723726, 0.5017415044138138]","[62.71122958760047, -39.17975486928366, -63.71899145022365]","[81.24615394831415, 2.706947440840324, -13.26040380945979]",P4,control,sub-4138,active,ses-baseline,run-baseline
P2_target_sub-2259,"[-23.886390118152864, -50.20614536777493, 73.407099453348]","[-57.23488956668796, 1.0597053858666223, 57.761016764595084]","[-19.282909095408613, -84.6077999925715, 19.669580858858]","[33.749668388992156, -27.87665108236946, 83.779642800867]",P2,target,sub-2259,active,ses-baseline,run-baseline
P3_control_sub-3112,"[51.444953461379896, -30.708743231834333, 69.17401308109993]","[51.730993886942, -82.32130676833208, 54.01293463067601]","[69.41607564272307, 3.5804587479704777, 31.00376444451462]","[2.8251144662023204, -14.49488353979582, 86.37551854629514]",P3,control,sub-3112,active,ses-baseline,run-baseline
P8_target_sub-8132,"[-54.76084312906033, 32.69584516314603, 81.1233029647437]","[-26.997997178542175, 59.61450760408997, 89.56482884570711]","[-70.00132327337501, 35.38854144887148, 44.54332744159872]","[-47.373951778813094, -4.487492863293209, 93.47998547912452]",P8,target,sub-8132,active,ses-baseline,run-baseline
P2_control_sub-2289,"[72.73753127670403, -20.333717253186368, 23.236624083978068]","[66.31567434866952, -43.63660611536495, 54.96315995994769]","[64.2182689650948, -34.22048619128456, -13.0876836786629]","[73.02475480961168, 19.047531484362917, 28.333035667490634]",P2,control,sub-2289,active,ses-baseline,run-baseline
P8_target_sub-8143,"[-47.12185025448972, 61.44819994124983, 65.36319967270913]","[-17.111872305701013, 86.46991174683573, 69.4436279532691]","[-59.64855380537663, 56.091267789349736, 27.972282870596832]","[-46.8606100393412, 29.15755133927756, 88.63367309687091]",P8,target,sub-8143,active,ses-baseline,run-baseline
P3_target_sub-3126,"[-63.76763618278514, 14.870287243618899, 38.41663712744403]","[-32.202237791624775, 51.13056386695128, 50.15694896504555]","[-74.12524961080727, 10.727619466926123, -10.02439687378758]","[-58.6079639838204, -27.855680460021905, 63.18210464481461]",P3,target,sub-3126,active,ses-baseline,run-baseline
P8_control_sub-8185,"[50.42573095930677, 8.643617067165977, 90.95223956712316]","[42.66035625572946, -42.35252312797561, 77.27724038869584]","[76.25294700011894, 37.605432192969324, 52.822621191018506]","[4.50229291251517, 33.14675956100641, 106.46764238136217]",P8,control,sub-8185,active,ses-baseline,run-baseline
P4_target_sub-4187,"[-74.91462967359071, 35.8650501546223, 12.7370936630951]","[-50.81238649423151, 76.15940108657678, 28.869827924440614]","[-77.59298927285434, 32.713547159733615, -36.64172434586982]","[-63.46058005444409, -7.043635864198319, 35.37314257699098]",P4,target,sub-4187,active,ses-baseline,run-baseline
P3_control_sub-3118,"[57.7315398594964, -32.33219422143683, 70.41779064781309]","[55.623388725070036, -80.55225871896211, 48.79579118411676]","[79.75326889251093, 4.829674462076487, 38.36285118474613]","[9.211887430960903, -15.984806822337369, 89.0384269971778]",P3,control,sub-3118,active,ses-baseline,run-baseline
P4_target_sub-4151,"[-70.1656214698897, 28.00119493775777, 32.8282618961367]","[-44.242168703656446, 65.66663023746392, 51.79086031742334]","[-76.68260656941422, 29.987537490820333, -16.102544500097093]","[-61.01078038757412, -17.430664884109508, 51.105328001683866]",P4,target,sub-4151,active,ses-baseline,run-baseline
P2_control_sub-2265,"[66.09922725863919, -41.4125856158025, -8.13191514492393]","[51.35241070210802, -61.6098805357158, 22.82993080164535]","[53.24699062303432, -51.29760602598666, -44.4604839653954]","[75.60917819397761, -3.484626543761395, -2.2937288460464673]",P2,control,sub-2265,active,ses-baseline,run-baseline
P8_target_sub-8163,"[-47.36797943642511, 66.1148136950755, 74.22315807473443]","[-14.997040763581658, 88.70381976743771, 78.05448559222948]","[-63.55188325094654, 65.5511366683955, 38.25591298492637]","[-47.26013945601383, 31.548523823399382, 94.06376396816172]",P8,target,sub-8163,active,ses-baseline,run-baseline
P3_target_sub-3174,"[-69.3883384260347, 10.167460985383796, 29.189022642288535]","[-42.72151410066906, 47.264280476873395, 48.4575152072702]","[-71.99858732987366, 10.693594478601673, -20.393519123552213]","[-63.49775804708053, -34.60912943465397, 49.928053930719564]",P3,target,sub-3174,active,ses-baseline,run-baseline
P7_control_sub-7126,"[-47.495890205876094, -28.042549613217968, 67.25809863978304]","[-32.56293526350012, 24.565171208385205, 64.61030434854491]","[-70.07954476176444, -45.76312420777619, 22.651981780319726]","[-8.408103592397989, -61.86622278276042, 83.27678532566836]",P7,control,sub-7126,active,ses-baseline,run-baseline
P3_target_sub-3162,"[-65.08942113866938, 13.637145117194466, 22.3674227660231]","[-34.96331517958854, 50.006188652141375, 36.79354059511992]","[-68.36952624305682, 9.295152570342385, -26.926520663089484]","[-60.17029056255646, -29.130889120977194, 46.86614670236731]",P3,target,sub-3162,active,ses-baseline,run-baseline
P3_control_sub-3189,"[48.9685874468949, -15.747144919482565, 85.53092816127933]","[54.21261431702252, -68.41307484974676, 73.93732966760709]","[72.42586963410814, 18.91178281629854, 50.70031881286782]","[-1.2313303389075279, -0.7907524141083556, 99.20684857162054]",P3,control,sub-3189,active,ses-baseline,run-baseline
P3_target_sub-3142,"[-65.14620316274016, 9.13414254667386, 17.903200004267465]","[-36.482784666359265, 47.03294373992406, 32.51621664460776]","[-69.28175994204936, 4.896907657309924, -31.220706998173934]","[-60.76674867149444, -33.585709246003255, 43.125106585679106]",P3,target,sub-3142,active,ses-baseline,run-baseline
P2_control_sub-2207,"[70.31880275067687, -33.356856512978, -0.920158006235264]","[58.46558211171663, -59.60651364204831, 26.642273195192423]","[61.943729405896065, -40.44021613867405, -39.16726863412819]","[75.7333703977651, 4.172214537707575, 10.318370030969252]",P2,control,sub-2207,active,ses-baseline,run-baseline
P2_target_sub-2281,"[-30.3365191318395, -45.083015545667735, 89.7969700054076]","[-64.15600608200474, 6.581914813048296, 76.06395523402433]","[-24.848237653189358, -80.94498767577063, 37.773600804427794]","[27.031139558963595, -25.776645684511063, 107.96408985602447]",P2,target,sub-2281,active,ses-baseline,run-baseline
P2_control_sub-2260,"[77.1651260297744, -18.8516440938967, -8.625265713092412]","[65.87836784639329, -45.588727260618924, 18.605245640973383]","[68.70389926939792, -25.986754171314065, -46.845003700853205]","[80.27461550773178, 19.071569961860586, 3.1108357946983425]",P2,control,sub-2260,active,ses-baseline,run-baseline
P4_control_sub-4164,"[75.76312968909517, -26.90005420944063, -2.9846495676827467]","[65.17287383390601, -54.61540041060574, 23.378006097180872]","[71.66212900944079, -34.56837861582114, -42.03313427081771]","[75.5960501579708, 11.026980012846192, 8.865696091659895]",P4,control,sub-4164,active,ses-baseline,run-baseline
P7_target_sub-7123,"[57.55136292670263, 30.031533082230066, 31.525436797510565]","[49.72767511108103, -4.79683886290695, 58.063748835462384]","[73.71308156757297, 18.96237234915655, -8.388483274009156]","[26.401221216326245, 61.983547398273515, 31.312682460391148]",P7,target,sub-7123,active,ses-baseline,run-baseline
P8_control_sub-8162,"[53.93725525615897, 18.812413312825864, 71.91192885294056]","[56.242965209805334, -34.62373393153219, 66.27143665856586]","[73.62965548193223, 47.56421402743309, 29.92420989283752]","[5.671210075933032, 37.013571458998804, 88.44968861505947]",P8,control,sub-8162,active,ses-baseline,run-baseline
P5_target_sub-5124,"[-51.1676841977032, 6.0768143565445, 73.30973986141267]","[-30.570831684911088, 56.806648111961415, 73.7935293042997]","[-74.41356880014038, -5.463939669967882, 27.49211177901411]","[-16.488073370529726, -33.0687387531067, 87.98566963671892]",P5,target,sub-5124,active,ses-baseline,run-baseline
P8_control_sub-8143,"[60.3688531756, 10.877762529150667, 90.13517871520169]","[62.921247105087254, -41.949551297825494, 82.07082711433415]","[75.32724466555042, 41.07586090768964, 47.58178648068681]","[13.239517650011525, 27.324699940152016, 110.61530936112241]",P8,control,sub-8143,active,ses-baseline,run-baseline
P4_control_sub-4207,"[67.18605873546069, -38.26755138429633, -1.19447427586446]","[52.44994147838481, -60.469886555472044, 28.417127671290793]","[58.49908154888532, -48.66719472534038, -38.73272021133106]","[71.90177804061359, 0.41528732534351537, 6.1677480462525365]",P4,control,sub-4207,active,ses-baseline,run-baseline
P2_target_sub-2236,"[-24.654994043711365, -80.1145295388012, 39.94175608817434]","[-71.57605683270725, -39.96965794949978, 29.495080789997743]","[2.387947323199842, -90.49219085554502, -17.547297414348698]","[17.353343037949653, -49.75303635105007, 75.98139372248765]",P2,target,sub-2236,active,ses-baseline,run-baseline
P7_control_sub-7115,"[-49.454575709129806, -18.929840221732732, 65.72983427334219]","[-34.32713398268875, 33.30331872038895, 60.173396200855024]","[-71.85891031511954, -39.009415834816785, 22.576675238013443]","[-11.492612341603436, -51.85053206769134, 84.83599018358504]",P7,control,sub-7115,active,ses-baseline,run-baseline
P8_target_sub-8150,"[-38.033652889905596, 45.4795311665771, 74.89465451381552]","[-4.4921227029265385, 65.75759809845383, 80.4973905322312]","[-53.819527532694316, 50.44448012586682, 38.913600644889094]","[-37.181949013256855, 7.636816524123606, 87.43233082593709]",P8,target,sub-8150,active,ses-baseline,run-baseline
P1_target_sub-1139,"[83.8760956665696, -45.12220067424523, -13.572313393426732]","[76.61585360438316, -68.7251757206472, 17.283792801794032]","[73.72677376707446, -56.96073246902834, -49.56103625440625]","[83.72914628910928, -6.36974775719301, -6.9142430547912355]",P1,target,sub-1139,active,ses-baseline,run-baseline
P3_target_sub-3173,"[-55.70447198684423, 26.240864462389567, 30.980685375289266]","[-22.95918725706496, 62.70583619129929, 37.04501042199474]","[-68.0034502745503, 16.012187901697946, -15.591931499899886]","[-52.45575353142449, -13.101547154686067, 61.64743821539546]",P3,target,sub-3173,active,ses-baseline,run-baseline
P3_control_sub-3206,"[57.499518216591525, -30.093422405321267, 53.417381371674026]","[60.79837018513803, -81.2759264258551, 34.55340796991977]","[74.76684057170333, 9.081289408111969, 19.595462796033882]","[10.808824251781088, -17.67541674915666, 77.29970402816097]",P3,control,sub-3206,active,ses-baseline,run-baseline
P3_target_sub-3144,"[-63.88154693185543, 10.44133227615008, 33.0390927780342]","[-32.58599066548336, 47.67630299995225, 43.01887327047975]","[-73.39047677976649, 4.997389685190187, -14.749742213050329]","[-55.81439002034092, -32.17587017636005, 57.504262441443224]",P3,target,sub-3144,active,ses-baseline,run-baseline
P1_target_sub-1203,"[74.05481820069633, -55.931987687995594, -10.764849455311525]","[63.11212004423337, -83.12533040833182, 15.669622049891448]","[65.69104164281808, -61.59466987007431, -48.475201361799584]","[81.16299597481706, -19.110350155924294, 1.657806443792789]",P1,target,sub-1203,active,ses-baseline,run-baseline
P5_control_sub-5136,"[-58.216343307578065, 45.85806750584563, 40.325266524453404]","[-21.449482482587978, 78.06691484878274, 48.25317382270621]","[-70.17533891270497, 39.14526183383751, -6.777790853307333]","[-59.33671712164491, 5.399442307001181, 69.19901792775731]",P5,control,sub-5136,active,ses-baseline,run-baseline
P5_control_sub-5156,"[-65.0413239857985, 29.319048281427968, 22.394256112238796]","[-49.2670110177698, 69.07703757700402, 46.75843817937766]","[-63.33353319126203, 29.90203256164215, -27.585501304117336]","[-67.19959879015882, -14.587077253933133, 45.908970284875146]",P5,control,sub-5156,active,ses-baseline,run-baseline
P3_target_sub-3188,"[-61.703687717397464, 15.414307046618902, 33.7963527121062]","[-31.620730548361724, 51.05435616972963, 51.03132611454706]","[-67.41618069086964, 13.902709489813171, -15.759365512734616]","[-61.450849709841656, -28.46515617294905, 57.46529639296834]",P3,target,sub-3188,active,ses-baseline,run-baseline
P1_target_sub-1189,"[72.47165579964133, -55.734511813121905, -15.124662205528134]","[63.694645522896394, -84.61570257766961, 9.969515629197375]","[70.53361216693183, -62.222486914863204, -54.31425061521497]","[77.62712125336576, -19.04260208034398, -1.706800678251303]",P1,target,sub-1189,active,ses-baseline,run-baseline
P1_target_sub-1144,"[79.57583784324233, -48.3508001426768, -8.270676931725177]","[70.31006570335305, -73.33756704570465, 21.156673115613444]","[76.27088313771642, -60.49045680107277, -46.16324455739511]","[80.32652373343188, -9.45846058098533, -0.9132034608367678]",P1,target,sub-1144,active,ses-baseline,run-baseline
P2_target_sub-2250,"[-25.8598663039788, -61.18246116169447, 30.14703656027163]","[-63.87932466363236, -14.520805910611454, 14.923084267512033]","[-11.157162786282045, -86.52656473006975, -26.805035130079492]","[27.201643441603988, -31.51978164679843, 47.296818200049614]",P2,target,sub-2250,active,ses-baseline,run-baseline
P3_target_sub-3172,"[-67.56816290282264, 20.66025980195427, 44.62876665285824]","[-40.18268433225705, 57.49626492669188, 63.92075465615045]","[-76.86209626421224, 22.206588512574314, -3.7809879599071308]","[-66.45346314029072, -23.598979008179263, 67.33822615989128]",P3,target,sub-3172,active,ses-baseline,run-baseline
P5_target_sub-5141,"[-38.009555721836904, 13.328598749605833, 83.67437009869188]","[-20.9253708250052, 64.7909915450114, 75.09936369242496]","[-68.21654760610875, -6.471766680710132, 45.85315889340875]","[-1.4494698679744926, -21.82372869943287, 103.10694983299067]",P5,target,sub-5141,active,ses-baseline,run-baseline
P1_control_sub-1193,"[-54.878799600486666, -31.32820823720017, 52.251875206771864]","[-41.82706938714524, 22.0106508341333, 54.90627766631823]","[-74.48583019063298, -45.737739853606996, 5.470953270958125]","[-15.97644541391724, -64.9146490070594, 68.23161757956956]",P1,control,sub-1193,active,ses-baseline,run-baseline
P3_control_sub-3134,"[52.50014098794793, -25.408744883199265, 63.188428299546864]","[55.7975718253759, -77.05177649834174, 48.45759630662865]","[68.72291335613858, 9.807115494733958, 25.405785302872538]","[3.6947858075129236, -11.293254417956646, 81.34463032968065]",P3,control,sub-3134,active,ses-baseline,run-baseline
P8_control_sub-8180,"[50.50506235482453, 21.601008731798164, 98.72880766473644]","[59.76022230641577, -30.22163401081217, 87.9569280522074]","[61.95915117190178, 55.25478469738069, 57.52557195515385]","[1.059005790313616, 31.775043206046185, 118.07253357519367]",P8,control,sub-8180,active,ses-baseline,run-baseline
P3_target_sub-3143,"[-62.97774686965966, 20.609467868548098, 12.301883632554533]","[-34.98073488970646, 60.35753071091511, 20.66793918692676]","[-68.58582234322138, 8.701897641240311, -34.738900063794794]","[-59.227995920756456, -17.54394728659364, 44.3696097571408]",P3,target,sub-3143,active,ses-baseline,run-baseline
P2_target_sub-2264,"[-19.964262461122832, -78.42438020522746, 45.773386479324564]","[-67.86770166437381, -38.95073781264193, 35.05776764389998]","[6.171209657060005, -90.83231299578331, -11.168103845460017]","[22.04835233472705, -46.22733032877096, 78.80370326194297]",P2,target,sub-2264,active,ses-baseline,run-baseline
P1_target_sub-1150,"[76.77304353833433, -49.91783735475377, -12.7455799853334]","[67.49798707633487, -73.20835010177669, 18.13759578778842]","[68.34956336002566, -62.814754592327645, -48.984250885198286]","[79.00643848377354, -10.665824724649468, -6.863917578725422]",P1,target,sub-1150,active,ses-baseline,run-baseline
P8_control_sub-8173,"[45.342231567173705, 14.515826722514433, 87.33719443604794]","[50.16251653609376, -37.80719543283308, 76.50411274135834]","[63.709650428401424, 46.32421657082615, 47.50872554776804]","[-5.117306424422547, 28.18930081109881, 101.51858637590229]",P8,control,sub-8173,active,ses-baseline,run-baseline
P3_control_sub-3158,"[44.6706020408752, -12.8873153120664, 74.24431666756921]","[52.82361032123332, -64.60316033135787, 60.08658277038034]","[63.94828533332963, 24.14856781373026, 39.23666298441749]","[-6.0805073241340155, -1.541195126518786, 89.56611371028201]",P3,control,sub-3158,active,ses-baseline,run-baseline
P3_target_sub-3177,"[-58.345698604698136, 8.515291814647776, 29.665037334852432]","[-27.97631554108706, 44.65931395943125, 44.64973431690828]","[-68.2062577369543, 8.422976642319194, -16.9283707005367]","[-51.05361951961239, -36.812838350865164, 48.91353225335055]",P3,target,sub-3177,active,ses-baseline,run-baseline
P7_control_sub-7105,"[-50.97999981427103, -30.51667392484063, 66.42380842048976]","[-40.475569423480245, 23.33403093254096, 65.77032883638157]","[-72.61347753488494, -48.295064138191826, 21.63488999280632]","[-8.99884948496045, -61.300826086017956, 80.55305712046109]",P7,control,sub-7105,active,ses-baseline,run-baseline
P4_target_sub-4122,"[-64.90297239308528, 47.72078420081237, 41.369432821035566]","[-36.229258217256515, 85.59931854299134, 55.19397920235428]","[-70.4117127948486, 40.156857136094715, -6.96123926538446]","[-66.76377256973376, 7.655323144227396, 70.63727727814486]",P4,target,sub-4122,active,ses-baseline,run-baseline
P1_control_sub-1223,"[-48.240205220777334, -36.689628974683835, 66.59219016040309]","[-35.430594145177935, 16.302584154878957, 68.07306783770768]","[-69.86473591130697, -50.852510711584586, 21.537498448594665]","[-7.240033706157351, -69.31820001557928, 78.78616263524363]",P1,control,sub-1223,active,ses-baseline,run-baseline
P2_target_sub-2262,"[-26.916282380244898, -67.38771599054628, 56.85475572266294]","[-71.10215096043311, -23.770058737658672, 47.288900745546215]","[-11.01011616946574, -92.35301561297803, 0.4441167549206607]","[23.867860881169452, -38.133236692414414, 80.341604549918]",P2,target,sub-2262,active,ses-baseline,run-baseline
P5_target_sub-5139,"[-53.52373567919333, -10.8922985698264, 79.59329781931517]","[-37.09207606140157, 41.38949067986974, 82.70922067143798]","[-81.7580987798758, -21.409289077696915, 36.30887422870814]","[-13.63128187809342, -46.38987130245357, 86.4454401525165]",P5,target,sub-5139,active,ses-baseline,run-baseline
P1_target_sub-1198,"[68.48418003069683, -59.26227703957414, -8.77209164531113]","[55.508586861605565, -82.68354241184205, 20.677509163649297]","[61.443787101619876, -70.41631500456174, -46.01457100520544]","[71.28955130355709, -20.224658947593497, -1.3916511035450203]",P1,target,sub-1198,active,ses-baseline,run-baseline
P1_control_sub-1211,"[-49.401712152204105, -26.219978236116933, 59.76687593078094]","[-28.25712062187343, 24.053729999010734, 62.77484935843686]","[-78.38796589164043, -35.38969322766953, 15.913735444490534]","[-16.372305311372454, -67.06233476375552, 73.47607179337041]",P1,control,sub-1211,active,ses-baseline,run-baseline
P2_target_sub-2224,"[-18.6289162508067, -70.84395990916529, 71.07098960914023]","[-71.07998321247636, -38.831683269757356, 58.34420763873885]","[8.469331926003349, -90.51514098224473, 16.26902002149367]","[21.923959283940885, -33.675389742504734, 102.50629936433256]",P2,target,sub-2224,active,ses-baseline,run-baseline
P5_control_sub-5106,"[-67.44063609560624, 33.40758504356187, 45.059086832377666]","[-44.825870504714565, 75.00526043527893, 58.03761199711523]","[-72.35924015214813, 25.074590439035944, -3.7482799606460757]","[-65.36193304665495, -5.717364193984417, 75.56513802294629]",P5,control,sub-5106,active,ses-baseline,run-baseline
P1_control_sub-1133,"[-51.53173413956457, -30.024157404396465, 49.40313343575317]","[-42.29136750143639, 24.126157908419344, 50.252222527419285]","[-72.71632770093007, -47.032763706087536, 3.884832052804561]","[-8.900932547711728, -59.568406079352286, 63.22074291983279]",P1,control,sub-1133,active,ses-baseline,run-baseline
P8_control_sub-8170,"[45.9884949788596, -8.392637298358027, 101.04447244498499]","[43.58833192670548, -59.25143114562876, 84.03631394637638]","[64.7129744892761, 24.162650884485902, 62.4814998969808]","[-3.045577969032463, 9.17334917334904, 115.84095185197158]",P8,control,sub-8170,active,ses-baseline,run-baseline
P4_control_sub-4141,"[72.00071643535152, -23.817225060117067, 6.170876141344091]","[61.954897781069555, -47.57724591164941, 36.510884069275185]","[62.02966605723235, -34.77333759579203, -30.67310514287468]","[75.00914927774217, 15.057072608010921, 13.184202985113291]",P4,control,sub-4141,active,ses-baseline,run-baseline
P4_control_sub-4109,"[74.77981576319327, -9.419806970686935, -11.989785357767067]","[70.53452310676828, -39.31178108628781, 14.135694218380925]","[66.56160258357421, -15.93773053695963, -50.52140263396063]","[73.49218914528848, 27.857853662311122, 1.3596417320446121]",P4,control,sub-4109,active,ses-baseline,run-baseline
P4_target_sub-4201,"[-69.647609405558, 35.17476226848944, 27.29274953313897]","[-42.4265381675719, 73.67677013163558, 43.097996501722406]","[-74.41405945816093, 32.52940416407272, -15.438765151140508]","[-66.17761698290794, -7.4965340504191795, 52.926731471201585]",P4,target,sub-4201,active,ses-baseline,run-baseline
P5_control_sub-5105,"[-55.831599073181366, 60.3260162200691, 17.2482482502979]","[-19.377653244561884, 93.23866496517468, 24.5953816276425]","[-71.37002065568615, 55.701273212778815, -29.02461961586779]","[-53.975797247809744, 18.510500820256166, 44.018227237876594]",P5,control,sub-5105,active,ses-baseline,run-baseline
P4_target_sub-4104,"[-73.9114940576091, 48.93054604906194, 28.6916305156297]","[-44.80059486233365, 85.85229095289232, 44.258360160675316]","[-75.28521573818662, 42.54733709829539, -19.901131043596497]","[-73.29683553370919, 7.037188252434359, 55.10150362279697]",P4,target,sub-4104,active,ses-baseline,run-baseline
P1_control_sub-1130,"[-50.78925618247047, -37.913510702307896, 70.81992864195324]","[-36.72487514122536, 14.376760276691437, 78.21727413161923]","[-74.10603924454132, -47.76217010968375, 23.956925435115085]","[-11.706757290756812, -73.29092718025552, 81.90794431702001]",P1,control,sub-1130,active,ses-baseline,run-baseline
P6_target_sub-6213,"[51.79202504058183, -69.5346774617271, -28.542924091657635]","[2.131382031788504, -98.74101692522032, -26.82023267350264]","[57.70570608341266, -29.110658109187085, -72.1327382239844]","[72.72285511172271, -53.935031602352424, 24.615414487905298]",P6,target,sub-6213,active,ses-baseline,run-baseline
P7_target_sub-7120,"[45.83315568402023, 41.29641144111113, 47.14936003830354]","[35.21955419529261, 3.614042786289213, 68.50859412439462]","[70.89420953535748, 35.18074832803506, 10.691063739481145]","[12.252611074416631, 69.88202235614139, 41.72584714679043]",P7,target,sub-7120,active,ses-baseline,run-baseline
P2_target_sub-2219,"[-22.60222480671453, -70.7321660408394, 46.772288089994596]","[-66.25368495899146, -25.379612118904262, 46.02692674879404]","[-7.488423162240989, -86.22465766274729, -13.786379515489829]","[29.05859603610366, -49.35837019249241, 76.5094856986666]",P2,target,sub-2219,active,ses-baseline,run-baseline
P4_control_sub-4146,"[59.70189414037244, -36.425957761009606, -13.3918004968221]","[48.870570597141885, -61.49620520428478, 15.676336636156478]","[47.67747434584799, -43.514594730555665, -50.70580212677408]","[69.13228859012547, 0.9535181994015265, -3.8971692911317346]",P4,control,sub-4146,active,ses-baseline,run-baseline
P2_control_sub-2261,"[69.312758506119, -32.61617958528577, -14.224310227440567]","[57.93965550944474, -55.29908009618428, 16.458461659950586]","[60.646436956898896, -44.667984288308006, -51.11192259474071]","[73.73041228177233, 6.400367147013872, -8.03367698354949]",P2,control,sub-2261,active,ses-baseline,run-baseline
P1_target_sub-1147,"[72.4315157714385, -59.6321173997896, 8.71948322942016]","[56.975410791214635, -82.99493238476224, 36.93826070506497]","[65.75813260445489, -68.89159910426456, -29.279054601494117]","[77.42247862367118, -21.23696945459791, 17.503696665103035]",P1,target,sub-1147,active,ses-baseline,run-baseline
P2_control_sub-2279,"[69.58574295815481, -31.17494321780367, -4.199870591316031]","[59.92281158628772, -57.39366390692983, 24.31056484900446]","[63.51037216745118, -39.69969740925144, -40.881674637075804]","[77.5820213277862, 5.932770700667652, 5.688668685100681]",P2,control,sub-2279,active,ses-baseline,run-baseline
P1_control_sub-1141,"[-49.77607060483143, -40.53553188934307, 71.27100904619466]","[-40.47369810188247, 13.396685636892503, 72.68677988685076]","[-70.33936466004825, -57.18510405638211, 25.16634381656598]","[-6.70543629703713, -70.2067411894867, 84.11765368198199]",P1,control,sub-1141,active,ses-baseline,run-baseline
P5_target_sub-5151,"[-54.2305533298495, 7.673382529329057, 82.45581068912627]","[-38.31736206731131, 60.13050117992925, 81.62184235211781]","[-77.56084126660434, -8.56613257489545, 37.265889155197684]","[-17.03521430891596, -27.67035868356681, 100.01738838134831]",P5,target,sub-5151,active,ses-baseline,run-baseline
P2_target_sub-2289,"[-20.4744017010152, -63.328375974108006, 85.32813402178307]","[-64.02774661118156, -20.628506514870114, 74.04155703015311]","[-3.1430803923222386, -86.54494456214638, 27.988508621523543]","[29.15099329347564, -31.785321962651608, 108.26347724985065]",P2,target,sub-2289,active,ses-baseline,run-baseline
P4_control_sub-4176,"[67.89343742290093, -26.03981599348857, -1.5128310564706275]","[58.043898337503876, -49.39282590571864, 28.89841285733941]","[58.6235209578345, -37.49933339184595, -38.522439711870476]","[72.54084585688658, 12.847470739925633, 5.399807704540506]",P4,control,sub-4176,active,ses-baseline,run-baseline
P4_control_sub-4186,"[74.18822266419589, -29.126869429690235, -22.8802021944698]","[62.60463008991523, -56.14286479403587, 3.740607469451277]","[62.59752150166884, -34.316546163280776, -60.33664822864464]","[78.18934796407336, 8.24464285059639, -10.363785881964853]",P4,control,sub-4186,active,ses-baseline,run-baseline
P2_control_sub-2255,"[69.37647294713854, -25.840943635762965, 18.6351557552454]","[58.5979936501964, -48.63333642604239, 49.36931713589319]","[62.93647768974518, -38.87981403850482, -18.48318819279867]","[71.99231501491144, 12.895601905593038, 24.486036791073374]",P2,control,sub-2255,active,ses-baseline,run-baseline
P2_target_sub-2239,"[-33.6911488686656, -59.030415056179066, 53.19335397059459]","[-61.10095954792948, -4.415647800547385, 37.005805986979766]","[-19.754780213724523, -88.21626986638694, -2.0367722047718266]","[21.62902294010167, -41.41674094400036, 77.42889016821853]",P2,target,sub-2239,active,ses-baseline,run-baseline
P4_control_sub-4126,"[65.93679057706267, -32.57083531447396, -2.53323417411132]","[53.54792730111069, -59.84663325070784, 23.256761132730876]","[58.26423710910221, -37.36771372673873, -41.12261873255846]","[74.45179935497423, 3.8218567891180015, 10.433628689515116]",P4,control,sub-4126,active,ses-baseline,run-baseline
P1_target_sub-1135,"[73.4669682351571, -55.873826928871665, -10.780992750210865]","[64.09416854284696, -82.68830868607745, 16.963787665313227]","[61.81819901112528, -62.762057101439055, -48.139429693093895]","[75.41274978204696, -17.706035398828497, 0.7194548004348805]",P1,target,sub-1135,active,ses-baseline,run-baseline
P2_target_sub-2209,"[-20.971374769578432, -60.15781600147417, 75.35034314707754]","[-67.885547618381, -20.12480463980287, 62.5967030934428]","[0.39988325819584836, -85.39930943341056, 21.33046615023993]","[25.556854257072327, -29.51343025036994, 106.50242232600527]",P2,target,sub-2209,active,ses-baseline,run-baseline
P4_control_sub-4162,"[68.72923567567393, -42.32573141895876, -24.969135250306767]","[51.15777724152916, -69.14620915053014, -1.3570349584764343]","[58.205920789261434, -42.17747763673403, -63.236703083526926]","[77.71963935417344, -7.307878727114059, -8.83450750215148]",P4,control,sub-4162,active,ses-baseline,run-baseline
P5_control_sub-5114,"[-61.527341305050804, 36.95460727454553, 23.905931174910336]","[-29.68492593404092, 71.94235949053753, 38.523883851807355]","[-65.83199359287397, 33.44188921606468, -25.473414383260106]","[-59.50879729421912, -6.551566944710377, 48.05605572118799]",P5,control,sub-5114,active,ses-baseline,run-baseline
P8_target_sub-8133,"[-53.2824372092475, 43.0270758014876, 82.81792853833254]","[-26.791380447780742, 70.90910092420565, 90.9965594334333]","[-70.33807585440388, 45.2618645923264, 47.31455753318438]","[-46.05909110350385, 6.343199253461009, 96.39696374081024]",P8,target,sub-8133,active,ses-baseline,run-baseline
P4_target_sub-4167,"[-72.4104949002186, 36.511357303570264, 19.05200797046507]","[-47.030293359621325, 75.86900301754122, 34.847065629920095]","[-74.64974645003234, 30.84310705973216, -30.51577368624108]","[-69.74131440113634, -5.202651889975713, 46.24403078948623]",P4,target,sub-4167,active,ses-baseline,run-baseline
P8_control_sub-8132,"[56.89503259359034, -8.602826212373854, 91.37587701734685]","[56.79303445428268, -58.95295657476256, 73.55522233981345]","[75.02997050164264, 28.2053905018594, 55.69234369140985]","[10.06139413409698, 6.345829650709808, 114.22002160323741]",P8,control,sub-8132,active,ses-baseline,run-baseline
