,Electrode,run,Session,Subject,Dimension,Coordinates,Experiment,date
708,Anode,run-02,ses-1,sub-001,X,72.88644350320101,P1,2023-05-24
709,Cathode1,run-02,ses-1,sub-001,X,60.62327132746577,P1,2023-05-24
710,Cathode2,run-02,ses-1,sub-001,X,64.99578924104571,P1,2023-05-24
711,Cathode3,run-02,ses-1,sub-001,X,80.45696563553065,P1,2023-05-24
712,Anode,run-01,ses-3,sub-001,X,70.76793908793479,P1,2023-09-27
713,Cathode1,run-01,ses-3,sub-001,X,63.22136505972594,P1,2023-09-27
714,Cathode2,run-01,ses-3,sub-001,X,62.56808091700077,P1,2023-09-27
715,Cathode3,run-01,ses-3,sub-001,X,79.46972245164216,P1,2023-09-27
716,Anode,run-02,ses-3,sub-001,X,71.61305435374379,P1,2023-09-27
717,Cathode1,run-02,ses-3,sub-001,X,63.9616231424734,P1,2023-09-27
718,Cathode2,run-02,ses-3,sub-001,X,61.57547009270638,P1,2023-09-27
719,Cathode3,run-02,ses-3,sub-001,X,78.59618160221726,P1,2023-09-27
720,Anode,run-01,ses-2,sub-023,X,-61.97013255953789,P3,2023-09-10
721,Cathode1,run-01,ses-2,sub-023,X,-34.866906898096204,P3,2023-09-10
722,Cathode2,run-01,ses-2,sub-023,X,-66.62098124995828,P3,2023-09-10
723,Cathode3,run-01,ses-2,sub-023,X,-62.1280917879194,P3,2023-09-10
724,Anode,run-02,ses-2,sub-023,X,-60.15636060759425,P3,2023-09-10
725,Cathode1,run-02,ses-2,sub-023,X,-34.000966269522905,P3,2023-09-10
726,Cathode2,run-02,ses-2,sub-023,X,-66.62098124995828,P3,2023-09-10
727,Cathode3,run-02,ses-2,sub-023,X,-60.396210530772805,P3,2023-09-10
728,Anode,run-01,ses-1,sub-023,X,-59.58705945685506,P3,2023-06-28
729,Cathode1,run-01,ses-1,sub-023,X,-30.800140917301178,P3,2023-06-28
730,Cathode2,run-01,ses-1,sub-023,X,-66.815390445292,P3,2023-06-28
731,Cathode3,run-01,ses-1,sub-023,X,-62.36122898384929,P3,2023-06-28
732,Anode,run-02,ses-1,sub-023,X,-58.698000226169825,P3,2023-06-28
733,Cathode1,run-02,ses-1,sub-023,X,-28.11179579794407,P3,2023-06-28
734,Cathode2,run-02,ses-1,sub-023,X,-65.89262889884412,P3,2023-06-28
735,Cathode3,run-02,ses-1,sub-023,X,-60.58311052247882,P3,2023-06-28
736,Anode,run-01,ses-4,sub-006,X,71.08143144100904,P1,2023-10-26
737,Cathode1,run-01,ses-4,sub-006,X,66.41556398756802,P1,2023-10-26
738,Cathode2,run-01,ses-4,sub-006,X,60.345912147313356,P1,2023-10-26
739,Cathode3,run-01,ses-4,sub-006,X,76.53199308179319,P1,2023-10-26
740,Anode,run-02,ses-4,sub-006,X,70.26685486733913,P1,2023-10-26
741,Cathode1,run-02,ses-4,sub-006,X,66.40856690146029,P1,2023-10-26
742,Cathode2,run-02,ses-4,sub-006,X,60.39536526054144,P1,2023-10-26
743,Cathode3,run-02,ses-4,sub-006,X,76.5497225522995,P1,2023-10-26
744,Anode,run-01,ses-2,sub-006,X,70.23139592632651,P1,2023-08-24
745,Cathode1,run-01,ses-2,sub-006,X,63.886922212317586,P1,2023-08-24
746,Cathode2,run-01,ses-2,sub-006,X,61.24166547693312,P1,2023-08-24
747,Cathode3,run-01,ses-2,sub-006,X,76.72980553470552,P1,2023-08-24
748,Anode,run-02,ses-2,sub-006,X,70.2985785100609,P1,2023-08-24
749,Cathode1,run-02,ses-2,sub-006,X,63.886922212317586,P1,2023-08-24
750,Cathode2,run-02,ses-2,sub-006,X,62.19060721807182,P1,2023-08-24
751,Cathode3,run-02,ses-2,sub-006,X,76.66262295097113,P1,2023-08-24
752,Anode,run-01,ses-1,sub-006,X,69.49099902249873,P1,2023-05-31
753,Cathode1,run-01,ses-1,sub-006,X,56.97094941884279,P1,2023-05-31
754,Cathode2,run-01,ses-1,sub-006,X,64.570889653638,P1,2023-05-31
755,Cathode3,run-01,ses-1,sub-006,X,76.99059176258743,P1,2023-05-31
756,Anode,run-02,ses-1,sub-006,X,68.69415191933513,P1,2023-05-31
757,Cathode1,run-02,ses-1,sub-006,X,54.375125059857965,P1,2023-05-31
758,Cathode2,run-02,ses-1,sub-006,X,64.54616309702396,P1,2023-05-31
759,Cathode3,run-02,ses-1,sub-006,X,77.8266331050545,P1,2023-05-31
760,Anode,run-01,ses-3,sub-006,X,71.12015216983855,P1,2023-10-19
761,Cathode1,run-01,ses-3,sub-006,X,62.99116888269782,P1,2023-10-19
762,Cathode2,run-01,ses-3,sub-006,X,63.763310166075826,P1,2023-10-19
763,Cathode3,run-01,ses-3,sub-006,X,77.5970970094204,P1,2023-10-19
764,Anode,run-02,ses-3,sub-006,X,71.10615799762309,P1,2023-10-19
765,Cathode1,run-02,ses-3,sub-006,X,62.059956612065434,P1,2023-10-19
766,Cathode2,run-02,ses-3,sub-006,X,63.763310166075826,P1,2023-10-19
767,Cathode3,run-02,ses-3,sub-006,X,77.62182356603444,P1,2023-10-19
768,Anode,run-01,ses-4,sub-028,X,55.52002187422477,P7,2023-10-01
769,Cathode1,run-01,ses-4,sub-028,X,67.29781242919853,P7,2023-10-01
770,Cathode2,run-01,ses-4,sub-028,X,55.606032145289646,P7,2023-10-01
771,Cathode3,run-01,ses-4,sub-028,X,29.54451408678142,P7,2023-10-01
772,Anode,run-02,ses-4,sub-028,X,56.44770656868786,P7,2023-10-01
773,Cathode1,run-02,ses-4,sub-028,X,55.63420235100784,P7,2023-10-01
774,Cathode2,run-02,ses-4,sub-028,X,28.67312175482948,P7,2023-10-01
775,Cathode3,run-02,ses-4,sub-028,X,66.34198155347985,P7,2023-10-01
776,Anode,run-01,ses-2,sub-028,X,57.43175569904997,P7,2023-09-10
777,Cathode1,run-01,ses-2,sub-028,X,67.3541288161723,P7,2023-09-10
778,Cathode2,run-01,ses-2,sub-028,X,56.674495794955874,P7,2023-09-10
779,Cathode3,run-01,ses-2,sub-028,X,32.38395663053234,P7,2023-09-10
780,Anode,run-02,ses-2,sub-028,X,56.58850954835361,P7,2023-09-10
781,Cathode1,run-02,ses-2,sub-028,X,57.63032667067455,P7,2023-09-10
782,Cathode2,run-02,ses-2,sub-028,X,33.33983555517625,P7,2023-09-10
783,Cathode3,run-02,ses-2,sub-028,X,67.3260787327672,P7,2023-09-10
784,Anode,run-01,ses-1,sub-028,X,51.02240138157504,P7,2023-06-18
785,Cathode1,run-01,ses-1,sub-028,X,65.38629482453689,P7,2023-06-18
786,Cathode2,run-01,ses-1,sub-028,X,53.891441711566586,P7,2023-06-18
787,Cathode3,run-01,ses-1,sub-028,X,28.729486190728494,P7,2023-06-18
788,Anode,run-02,ses-1,sub-028,X,51.97823225729371,P7,2023-06-18
789,Cathode1,run-02,ses-1,sub-028,X,65.38629482453689,P7,2023-06-18
790,Cathode2,run-02,ses-1,sub-028,X,53.94775809854036,P7,2023-06-18
791,Cathode3,run-02,ses-1,sub-028,X,28.78580257770227,P7,2023-06-18
792,Anode,run-01,ses-1,sub-038,X,35.43689575046301,P7,2023-07-13
793,Cathode1,run-01,ses-1,sub-038,X,30.328505497425795,P7,2023-07-13
794,Cathode2,run-01,ses-1,sub-038,X,4.575975641608238,P7,2023-07-13
795,Cathode3,run-01,ses-1,sub-038,X,58.26710486039519,P7,2023-07-13
796,Anode,run-02,ses-1,sub-038,X,35.486484825611115,P7,2023-07-13
797,Cathode1,run-02,ses-1,sub-038,X,29.53007173165679,P7,2023-07-13
798,Cathode2,run-02,ses-1,sub-038,X,4.632021140307188,P7,2023-07-13
799,Cathode3,run-02,ses-1,sub-038,X,58.32315035909414,P7,2023-07-13
800,Anode,run-01,ses-4,sub-015,Y,-56.483761966228485,P1,2023-10-01
801,Cathode1,run-01,ses-4,sub-015,Y,-57.311063788831234,P1,2023-10-01
802,Cathode2,run-01,ses-4,sub-015,Y,-78.49662920087576,P1,2023-10-01
803,Cathode3,run-01,ses-4,sub-015,Y,-30.566581293940544,P1,2023-10-01
804,Anode,run-02,ses-4,sub-015,Y,-56.483761966228485,P1,2023-10-01
805,Cathode1,run-02,ses-4,sub-015,Y,-59.80224168300629,P1,2023-10-01
806,Cathode2,run-02,ses-4,sub-015,Y,-79.26878575980663,P1,2023-10-01
807,Cathode3,run-02,ses-4,sub-015,Y,-32.452136628329754,P1,2023-10-01
808,Anode,run-01,ses-2,sub-015,Y,-55.224398881196976,P1,2023-08-31
809,Cathode1,run-01,ses-2,sub-015,Y,-70.9758071154356,P1,2023-08-31
810,Cathode2,run-01,ses-2,sub-015,Y,-63.12801734358072,P1,2023-08-31
811,Cathode3,run-01,ses-2,sub-015,Y,-23.866814583539963,P1,2023-08-31
812,Anode,run-02,ses-2,sub-015,Y,-55.16888754814863,P1,2023-08-31
813,Cathode1,run-02,ses-2,sub-015,Y,-70.85041249543428,P1,2023-08-31
814,Cathode2,run-02,ses-2,sub-015,Y,-63.03756436705589,P1,2023-08-31
815,Cathode3,run-02,ses-2,sub-015,Y,-25.807881250977516,P1,2023-08-31
816,Anode,run-01,ses-1,sub-015,Y,-48.74704357236624,P1,2023-06-14
817,Cathode1,run-01,ses-1,sub-015,Y,-58.4388345181942,P1,2023-06-14
818,Cathode2,run-01,ses-1,sub-015,Y,-66.97520903497934,P1,2023-06-14
819,Cathode3,run-01,ses-1,sub-015,Y,-24.04730575531721,P1,2023-06-14
820,Anode,run-02,ses-1,sub-015,Y,-49.5541417747736,P1,2023-06-14
821,Cathode1,run-02,ses-1,sub-015,Y,-57.52691138535738,P1,2023-06-14
822,Cathode2,run-02,ses-1,sub-015,Y,-68.58940543979406,P1,2023-06-14
823,Cathode3,run-02,ses-1,sub-015,Y,-23.95685277879238,P1,2023-06-14
824,Anode,run-01,ses-3,sub-015,Y,-52.30230664461851,P1,2023-09-24
825,Cathode1,run-01,ses-3,sub-015,Y,-53.88119533658028,P1,2023-09-24
826,Cathode2,run-01,ses-3,sub-015,Y,-74.25966254621744,P1,2023-09-24
827,Cathode3,run-01,ses-3,sub-015,Y,-28.326192639768124,P1,2023-09-24
828,Anode,run-02,ses-3,sub-015,Y,-52.30230664461851,P1,2023-09-24
829,Cathode1,run-02,ses-3,sub-015,Y,-54.883571445941925,P1,2023-09-24
830,Cathode2,run-02,ses-3,sub-015,Y,-76.07533459365368,P1,2023-09-24
831,Cathode3,run-02,ses-3,sub-015,Y,-28.326192639768124,P1,2023-09-24
832,Anode,run-01,ses-2,sub-024,Y,-55.27974061667919,P3,2023-08-10
833,Cathode1,run-01,ses-2,sub-024,Y,-72.98522245511413,P3,2023-08-10
834,Cathode2,run-01,ses-2,sub-024,Y,-64.60659696906805,P3,2023-08-10
835,Cathode3,run-01,ses-2,sub-024,Y,-13.688161976635456,P3,2023-08-10
836,Anode,run-02,ses-2,sub-024,Y,-55.27974061667919,P3,2023-08-10
837,Cathode1,run-02,ses-2,sub-024,Y,-74.73818961903453,P3,2023-08-10
838,Cathode2,run-02,ses-2,sub-024,Y,-65.51503872871399,P3,2023-08-10
839,Cathode3,run-02,ses-2,sub-024,Y,-15.428414084017277,P3,2023-08-10
840,Anode,run-01,ses-1,sub-024,Y,-60.72738294675946,P3,2023-06-15
841,Cathode1,run-01,ses-1,sub-024,Y,-78.5126749612391,P3,2023-06-15
842,Cathode2,run-01,ses-1,sub-024,Y,-70.07013311982155,P3,2023-06-15
843,Cathode3,run-01,ses-1,sub-024,Y,-23.5535296946764,P3,2023-06-15
844,Anode,run-02,ses-1,sub-024,Y,-61.66142535582185,P3,2023-06-15
845,Cathode1,run-02,ses-1,sub-024,Y,-80.32320095226169,P3,2023-06-15
846,Cathode2,run-02,ses-1,sub-024,Y,-71.94139670208097,P3,2023-06-15
847,Cathode3,run-02,ses-1,sub-024,Y,-23.550350930541754,P3,2023-06-15
848,Anode,run-01,ses-3,sub-024,Y,-48.89822641387582,P3,2023-11-09
849,Cathode1,run-01,ses-3,sub-024,Y,-69.43126559257507,P3,2023-11-09
850,Cathode2,run-01,ses-3,sub-024,Y,-60.88984099030495,P3,2023-11-09
851,Cathode3,run-01,ses-3,sub-024,Y,-11.922479756176472,P3,2023-11-09
852,Anode,run-02,ses-3,sub-024,Y,-52.54170028120279,P3,2023-11-09
853,Cathode1,run-02,ses-3,sub-024,Y,-73.92244362831116,P3,2023-11-09
854,Cathode2,run-02,ses-3,sub-024,Y,-63.637588154524565,P3,2023-11-09
855,Cathode3,run-02,ses-3,sub-024,Y,-14.599953036755323,P3,2023-11-09
864,Anode,run-01,ses-2,sub-022,Y,-59.28107388317585,P1,2023-11-09
865,Cathode1,run-01,ses-2,sub-022,Y,-63.57885458320379,P1,2023-11-09
866,Cathode2,run-01,ses-2,sub-022,Y,-80.0981073603034,P1,2023-11-09
867,Cathode3,run-01,ses-2,sub-022,Y,-34.7989901676774,P1,2023-11-09
868,Anode,run-02,ses-2,sub-022,Y,-61.120288632810116,P1,2023-11-09
869,Cathode1,run-02,ses-2,sub-022,Y,-63.57885458320379,P1,2023-11-09
870,Cathode2,run-02,ses-2,sub-022,Y,-80.0981073603034,P1,2023-11-09
871,Cathode3,run-02,ses-2,sub-022,Y,-33.75198210775852,P1,2023-11-09
872,Anode,run-01,ses-1,sub-022,Y,-55.49930702149868,P1,2023-07-02
873,Cathode1,run-01,ses-1,sub-022,Y,-55.22311417013407,P1,2023-07-02
874,Cathode2,run-01,ses-1,sub-022,Y,-78.84442457556725,P1,2023-07-02
875,Cathode3,run-01,ses-1,sub-022,Y,-32.73238218575716,P1,2023-07-02
876,Anode,run-02,ses-1,sub-022,Y,-56.54631508141756,P1,2023-07-02
877,Cathode1,run-02,ses-1,sub-022,Y,-56.22199558466673,P1,2023-07-02
878,Cathode2,run-02,ses-1,sub-022,Y,-78.94776193797588,P1,2023-07-02
879,Cathode3,run-02,ses-1,sub-022,Y,-32.62904482334852,P1,2023-07-02
880,Anode,run-01,ses-4,sub-011,Y,32.00159694254398,P7,2023-09-28
881,Cathode1,run-01,ses-4,sub-011,Y,28.708856096491218,P7,2023-09-28
882,Cathode2,run-01,ses-4,sub-011,Y,0.8028170336037874,P7,2023-09-28
883,Cathode3,run-01,ses-4,sub-011,Y,56.03072717040777,P7,2023-09-28
884,Anode,run-02,ses-4,sub-011,Y,31.159349899739027,P7,2023-09-28
885,Cathode1,run-02,ses-4,sub-011,Y,27.86660905368626,P7,2023-09-28
886,Cathode2,run-02,ses-4,sub-011,Y,-1.0212019719183445,P7,2023-09-28
887,Cathode3,run-02,ses-4,sub-011,Y,55.234120935201645,P7,2023-09-28
888,Anode,run-01,ses-2,sub-011,Y,24.979559330269694,P7,2023-09-07
889,Cathode1,run-01,ses-2,sub-011,Y,20.540098700672388,P7,2023-09-07
890,Cathode2,run-01,ses-2,sub-011,Y,-6.079695658758283,P7,2023-09-07
891,Cathode3,run-01,ses-2,sub-011,Y,51.10425194725394,P7,2023-09-07
892,Anode,run-02,ses-2,sub-011,Y,24.898386668413877,P7,2023-09-07
893,Cathode1,run-02,ses-2,sub-011,Y,20.423394184559584,P7,2023-09-07
894,Cathode2,run-02,ses-2,sub-011,Y,-4.336849315091968,P7,2023-09-07
895,Cathode3,run-02,ses-2,sub-011,Y,51.969319393858314,P7,2023-09-07
896,Anode,run-01,ses-1,sub-011,Y,29.528196642175317,P7,2023-07-05
897,Cathode1,run-01,ses-1,sub-011,Y,27.214625261723995,P7,2023-07-05
898,Cathode2,run-01,ses-1,sub-011,Y,0.18896759301424026,P7,2023-07-05
899,Cathode3,run-01,ses-1,sub-011,Y,56.34289993159473,P7,2023-07-05
900,Anode,run-02,ses-1,sub-011,Y,28.627597341313958,P7,2023-07-05
901,Cathode1,run-02,ses-1,sub-011,Y,27.19180485792458,P7,2023-07-05
902,Cathode2,run-02,ses-1,sub-011,Y,0.18896759301424026,P7,2023-07-05
903,Cathode3,run-02,ses-1,sub-011,Y,54.68122624978423,P7,2023-07-05
904,Anode,run-01,ses-3,sub-011,Y,32.59531456977129,P7,2023-09-21
905,Cathode1,run-01,ses-3,sub-011,Y,0.521358260884881,P7,2023-09-21
906,Cathode2,run-01,ses-3,sub-011,Y,56.20337501168251,P7,2023-09-21
907,Cathode3,run-01,ses-3,sub-011,Y,29.0893825981766,P7,2023-09-21
908,Anode,run-02,ses-3,sub-011,Y,29.987400779500604,P7,2023-09-21
909,Cathode1,run-02,ses-3,sub-011,Y,27.28818399645388,P7,2023-09-21
910,Cathode2,run-02,ses-3,sub-011,Y,-1.302660744637251,P7,2023-09-21
911,Cathode3,run-02,ses-3,sub-011,Y,55.33830756507814,P7,2023-09-21
912,Anode,run-01,ses-4,sub-037,Y,33.03127205744386,P7,2023-10-29
913,Cathode1,run-01,ses-4,sub-037,Y,-3.7696394845843315,P7,2023-10-29
914,Cathode2,run-01,ses-4,sub-037,Y,55.15697054192424,P7,2023-10-29
915,Cathode3,run-01,ses-4,sub-037,Y,36.99229438602924,P7,2023-10-29
916,Anode,run-02,ses-4,sub-037,Y,29.428588893264532,P7,2023-10-29
917,Cathode1,run-02,ses-4,sub-037,Y,-5.56224237754941,P7,2023-10-29
918,Cathode2,run-02,ses-4,sub-037,Y,53.35959381237626,P7,2023-10-29
919,Cathode3,run-02,ses-4,sub-037,Y,37.91558085009456,P7,2023-10-29
920,Anode,run-01,ses-2,sub-037,Y,35.63290960714221,P7,2023-10-15
921,Cathode1,run-01,ses-2,sub-037,Y,3.3150832317769527,P7,2023-10-15
922,Cathode2,run-01,ses-2,sub-037,Y,60.44593449681997,P7,2023-10-15
923,Cathode3,run-01,ses-2,sub-037,Y,34.17008292675018,P7,2023-10-15
924,Anode,run-02,ses-2,sub-037,Y,35.63290960714221,P7,2023-10-15
925,Cathode1,run-02,ses-2,sub-037,Y,1.4891435503959656,P7,2023-10-15
926,Cathode2,run-02,ses-2,sub-037,Y,61.34065800905228,P7,2023-10-15
927,Cathode3,run-02,ses-2,sub-037,Y,35.08066584914923,P7,2023-10-15
928,Anode,run-01,ses-1,sub-037,Y,29.222256425768137,P7,2023-07-23
929,Cathode1,run-01,ses-1,sub-037,Y,-2.1135396137833595,P7,2023-07-23
930,Cathode2,run-01,ses-1,sub-037,Y,57.62048710137606,P7,2023-07-23
931,Cathode3,run-01,ses-1,sub-037,Y,30.51820356398821,P7,2023-07-23
932,Anode,run-02,ses-1,sub-037,Y,25.619573261588812,P7,2023-07-23
933,Cathode1,run-02,ses-1,sub-037,Y,-5.724152483046055,P7,2023-07-23
934,Cathode2,run-02,ses-1,sub-037,Y,54.86648711934686,P7,2023-07-23
935,Cathode3,run-02,ses-1,sub-037,Y,27.834033027291298,P7,2023-07-23
936,Anode,run-01,ses-3,sub-037,Y,41.03774333745241,P7,2023-10-22
937,Cathode1,run-01,ses-3,sub-037,Y,9.679696083068848,P7,2023-10-22
938,Cathode2,run-01,ses-3,sub-037,Y,64.9528888463974,P7,2023-10-22
939,Cathode3,run-01,ses-3,sub-037,Y,40.49027341604233,P7,2023-10-22
940,Anode,run-02,ses-3,sub-037,Y,41.01711009070277,P7,2023-10-22
941,Cathode1,run-02,ses-3,sub-037,Y,8.777042865753174,P7,2023-10-22
942,Cathode2,run-02,ses-3,sub-037,Y,64.94018530473113,P7,2023-10-22
943,Cathode3,run-02,ses-3,sub-037,Y,39.595549903810024,P7,2023-10-22
944,Anode,run-01,ses-1,sub-007,Y,-33.21787606179714,P3,2023-06-01
945,Cathode1,run-01,ses-1,sub-007,Y,-41.87624095752835,P3,2023-06-01
946,Cathode2,run-01,ses-1,sub-007,Y,-50.35661441460252,P3,2023-06-01
947,Cathode3,run-01,ses-1,sub-007,Y,1.3606078773736954,P3,2023-06-01
948,Anode,run-02,ses-1,sub-007,Y,-32.88002224266529,P3,2023-06-01
949,Cathode1,run-02,ses-1,sub-007,Y,-42.950790172442794,P3,2023-06-01
950,Cathode2,run-02,ses-1,sub-007,Y,-50.525541324168444,P3,2023-06-01
951,Cathode3,run-02,ses-1,sub-007,Y,0.4739800840616226,P3,2023-06-01
952,Anode,run-01,ses-4,sub-014,Y,-54.161553123849444,P3,2023-11-05
953,Cathode1,run-01,ses-4,sub-014,Y,-70.1087257261388,P3,2023-11-05
954,Cathode2,run-01,ses-4,sub-014,Y,-70.10116846917663,P3,2023-11-05
955,Cathode3,run-01,ses-4,sub-014,Y,-16.313064056565054,P3,2023-11-05
956,Anode,run-02,ses-4,sub-014,Y,-55.85715026583057,P3,2023-11-05
957,Cathode1,run-02,ses-4,sub-014,Y,-70.1087257261388,P3,2023-11-05
958,Cathode2,run-02,ses-4,sub-014,Y,-70.10116846917663,P3,2023-11-05
959,Cathode3,run-02,ses-4,sub-014,Y,-16.313064056565054,P3,2023-11-05
960,Anode,run-01,ses-2,sub-014,Y,-55.485146763850935,P3,2023-08-27
961,Cathode1,run-01,ses-2,sub-014,Y,-73.87427503289655,P3,2023-08-27
962,Cathode2,run-01,ses-2,sub-014,Y,-64.4830710128881,P3,2023-08-27
963,Cathode3,run-01,ses-2,sub-014,Y,-22.463033449254,P3,2023-08-27
964,Anode,run-02,ses-2,sub-014,Y,-56.385450972709805,P3,2023-08-27
965,Cathode1,run-02,ses-2,sub-014,Y,-74.77457924175542,P3,2023-08-27
966,Cathode2,run-02,ses-2,sub-014,Y,-65.38337522174697,P3,2023-08-27
967,Cathode3,run-02,ses-2,sub-014,Y,-23.31083202024456,P3,2023-08-27
968,Anode,run-01,ses-3,sub-014,Y,-53.52255739562679,P3,2023-10-29
969,Cathode1,run-01,ses-3,sub-014,Y,-71.48839623352978,P3,2023-10-29
970,Cathode2,run-01,ses-3,sub-014,Y,-68.5075772794662,P3,2023-10-29
971,Cathode3,run-01,ses-3,sub-014,Y,-12.917971641756594,P3,2023-10-29
972,Anode,run-02,ses-3,sub-014,Y,-54.37035596661735,P3,2023-10-29
973,Cathode1,run-02,ses-3,sub-014,Y,-72.38959324976895,P3,2023-10-29
974,Cathode2,run-02,ses-3,sub-014,Y,-69.46217274095397,P3,2023-10-29
975,Cathode3,run-02,ses-3,sub-014,Y,-13.765770212747157,P3,2023-10-29
976,Anode,run-01,ses-4,sub-034,Y,43.81365497224033,P7,2023-10-19
977,Cathode1,run-01,ses-4,sub-034,Y,13.93697957880795,P7,2023-10-19
978,Cathode2,run-01,ses-4,sub-034,Y,62.06304289214313,P7,2023-10-19
979,Cathode3,run-01,ses-4,sub-034,Y,41.60969385690987,P7,2023-10-19
980,Anode,run-02,ses-4,sub-034,Y,43.01990352384746,P7,2023-10-19
981,Cathode1,run-02,ses-4,sub-034,Y,12.14357285387814,P7,2023-10-19
982,Cathode2,run-02,ses-4,sub-034,Y,61.26929144375026,P7,2023-10-19
983,Cathode3,run-02,ses-4,sub-034,Y,40.7311587035656,P7,2023-10-19
984,Anode,run-01,ses-2,sub-034,Y,45.080191258341074,P7,2023-10-04
985,Cathode1,run-01,ses-2,sub-034,Y,41.02831879071891,P7,2023-10-04
986,Cathode2,run-01,ses-2,sub-034,Y,13.549397472292185,P7,2023-10-04
987,Cathode3,run-01,ses-2,sub-034,Y,62.808347053825855,P7,2023-10-04
988,Anode,run-02,ses-2,sub-034,Y,44.268271600827575,P7,2023-10-04
989,Cathode1,run-02,ses-2,sub-034,Y,13.63418117724359,P7,2023-10-04
990,Cathode2,run-02,ses-2,sub-034,Y,62.91129896789789,P7,2023-10-04
991,Cathode3,run-02,ses-2,sub-034,Y,41.14943891391158,P7,2023-10-04
992,Anode,run-01,ses-1,sub-034,Y,43.72887126728892,P7,2023-07-09
993,Cathode1,run-01,ses-1,sub-034,Y,39.74967163614929,P7,2023-07-09
994,Cathode2,run-01,ses-1,sub-034,Y,14.003595074638724,P7,2023-07-09
995,Cathode3,run-01,ses-1,sub-034,Y,65.25621689483523,P7,2023-07-09
996,Anode,run-02,ses-1,sub-034,Y,43.81365497224033,P7,2023-07-09
997,Cathode1,run-02,ses-1,sub-034,Y,39.349559634923935,P7,2023-07-09
998,Cathode2,run-02,ses-1,sub-034,Y,12.361587550491095,P7,2023-07-09
999,Cathode3,run-02,ses-1,sub-034,Y,63.632377579808235,P7,2023-07-09
1000,Anode,run-01,ses-3,sub-034,Y,39.66969200596213,P7,2023-10-11
1001,Cathode1,run-01,ses-3,sub-034,Y,8.423528412356973,P7,2023-10-11
1002,Cathode2,run-01,ses-3,sub-034,Y,61.972205659374595,P7,2023-10-11
1003,Cathode3,run-01,ses-3,sub-034,Y,34.72111617587507,P7,2023-10-11
1004,Anode,run-02,ses-3,sub-034,Y,38.9788924716413,P7,2023-10-11
1005,Cathode1,run-02,ses-3,sub-034,Y,7.526825049892068,P7,2023-10-11
1006,Cathode2,run-02,ses-3,sub-034,Y,61.160286001861095,P7,2023-10-11
1007,Cathode3,run-02,ses-3,sub-034,Y,34.824068089947104,P7,2023-10-11
1008,Anode,run-01,ses-2,sub-005,Y,14.644740752875805,P7,2023-10-18
1009,Cathode1,run-01,ses-2,sub-005,Y,12.627872586250305,P7,2023-10-18
1010,Cathode2,run-01,ses-2,sub-005,Y,-14.783721785992384,P7,2023-10-18
1011,Cathode3,run-01,ses-2,sub-005,Y,42.06612871401012,P7,2023-10-18
1012,Anode,run-02,ses-2,sub-005,Y,13.668070659041405,P7,2023-10-18
1013,Cathode1,run-02,ses-2,sub-005,Y,11.728543221950531,P7,2023-10-18
1014,Cathode2,run-02,ses-2,sub-005,Y,-16.59760489501059,P7,2023-10-18
1015,Cathode3,run-02,ses-2,sub-005,Y,40.996893510222435,P7,2023-10-18
1016,Anode,run-01,ses-1,sub-005,Y,12.257334405556321,P7,2023-07-06
1017,Cathode1,run-01,ses-1,sub-005,Y,19.121843365952373,P7,2023-07-06
1018,Cathode2,run-01,ses-1,sub-005,Y,-29.76052040606737,P7,2023-07-06
1019,Cathode3,run-01,ses-1,sub-005,Y,38.88765303604305,P7,2023-07-06
1020,Anode,run-02,ses-1,sub-005,Y,13.171888150274754,P7,2023-07-06
1021,Cathode1,run-02,ses-1,sub-005,Y,20.1758541893214,P7,2023-07-06
1022,Cathode2,run-02,ses-1,sub-005,Y,-32.458508498966694,P7,2023-07-06
1023,Cathode3,run-02,ses-1,sub-005,Y,38.98021814599633,P7,2023-07-06
1024,Anode,run-01,ses-3,sub-005,Y,6.893025808036327,P7,2023-10-25
1025,Cathode1,run-01,ses-3,sub-005,Y,7.060301190242171,P7,2023-10-25
1026,Cathode2,run-01,ses-3,sub-005,Y,-25.10919212549925,P7,2023-10-25
1027,Cathode3,run-01,ses-3,sub-005,Y,35.510789869353175,P7,2023-10-25
1028,Anode,run-02,ses-3,sub-005,Y,6.83090945892036,P7,2023-10-25
1029,Cathode1,run-02,ses-3,sub-005,Y,6.083631096407771,P7,2023-10-25
1030,Cathode2,run-02,ses-3,sub-005,Y,-26.08586221933365,P7,2023-10-25
1031,Cathode3,run-02,ses-3,sub-005,Y,34.534119775518775,P7,2023-10-25
1032,Anode,run-01,ses-4,sub-036,Y,36.62001796811819,P7,2024-03-17
1033,Cathode1,run-01,ses-4,sub-036,Y,6.742837097495794,P7,2024-03-17
1034,Cathode2,run-01,ses-4,sub-036,Y,58.73127197101712,P7,2024-03-17
1035,Cathode3,run-01,ses-4,sub-036,Y,38.12089144438505,P7,2024-03-17
1036,Anode,run-02,ses-4,sub-036,Y,36.61010951921344,P7,2024-03-17
1037,Cathode1,run-02,ses-4,sub-036,Y,5.809613768011332,P7,2024-03-17
1038,Cathode2,run-02,ses-4,sub-036,Y,59.62217900902033,P7,2024-03-17
1039,Cathode3,run-02,ses-4,sub-036,Y,37.16516872122884,P7,2024-03-17
1040,Anode,run-01,ses-2,sub-036,Y,29.345995891839266,P7,2023-09-10
1041,Cathode1,run-01,ses-2,sub-036,Y,-3.9922246113419533,P7,2023-09-10
