,Electrode,run,Session,Subject,Dimension,Coordinates,Experiment,date
0,Anode,run-01,ses-4,sub-015,X,74.02491272985935,P1,2023-10-01
1,Cathode1,run-01,ses-4,sub-015,X,71.40480265393853,P1,2023-10-01
2,Cathode2,run-01,ses-4,sub-015,X,63.595879185944796,P1,2023-10-01
3,Cathode3,run-01,ses-4,sub-015,X,77.28292102366686,P1,2023-10-01
4,Anode,run-02,ses-4,sub-015,X,74.02491272985935,P1,2023-10-01
5,Cathode1,run-02,ses-4,sub-015,X,73.22178736329079,P1,2023-10-01
6,Cathode2,run-02,ses-4,sub-015,X,62.703772492706776,P1,2023-10-01
7,Cathode3,run-02,ses-4,sub-015,X,77.1822315491736,P1,2023-10-01
8,Anode,run-01,ses-2,sub-015,X,74.20802180469036,P1,2023-08-31
9,Cathode1,run-01,ses-2,sub-015,X,69.02300668507814,P1,2023-08-31
10,Cathode2,run-01,ses-2,sub-015,X,70.22372114285827,P1,2023-08-31
11,Cathode3,run-01,ses-2,sub-015,X,82.02070623636246,P1,2023-08-31
12,Anode,run-02,ses-2,sub-015,X,75.14461543038487,P1,2023-08-31
13,Cathode1,run-02,ses-2,sub-015,X,68.16227839514613,P1,2023-08-31
14,Cathode2,run-02,ses-2,sub-015,X,70.26165381073952,P1,2023-08-31
15,Cathode3,run-02,ses-2,sub-015,X,80.98342313617468,P1,2023-08-31
16,Anode,run-01,ses-1,sub-015,X,75.9908422715962,P1,2023-06-14
17,Cathode1,run-01,ses-1,sub-015,X,74.93013541400433,P1,2023-06-14
18,Cathode2,run-01,ses-1,sub-015,X,67.25049398466945,P1,2023-06-14
19,Cathode3,run-01,ses-1,sub-015,X,78.51502880826592,P1,2023-06-14
20,Anode,run-02,ses-1,sub-015,X,75.99739653617144,P1,2023-06-14
21,Cathode1,run-02,ses-1,sub-015,X,72.2275982759893,P1,2023-06-14
22,Cathode2,run-02,ses-1,sub-015,X,67.26360251381993,P1,2023-06-14
23,Cathode3,run-02,ses-1,sub-015,X,78.55296147614717,P1,2023-06-14
24,Anode,run-01,ses-3,sub-015,X,74.9666677005589,P1,2023-09-24
25,Cathode1,run-01,ses-3,sub-015,X,73.28970551490784,P1,2023-09-24
26,Cathode2,run-01,ses-3,sub-015,X,65.47422778233886,P1,2023-09-24
27,Cathode3,run-01,ses-3,sub-015,X,77.18739289417863,P1,2023-09-24
28,Anode,run-02,ses-3,sub-015,X,74.9666677005589,P1,2023-09-24
29,Cathode1,run-02,ses-3,sub-015,X,75.95430998504162,P1,2023-09-24
30,Cathode2,run-02,ses-3,sub-015,X,63.57621639221907,P1,2023-09-24
31,Cathode3,run-02,ses-3,sub-015,X,77.18739289417863,P1,2023-09-24
32,Anode,run-01,ses-2,sub-024,X,-69.06585499458015,P3,2023-08-10
33,Cathode1,run-01,ses-2,sub-024,X,-52.153904577717185,P3,2023-08-10
34,Cathode2,run-01,ses-2,sub-024,X,-65.55729214195162,P3,2023-08-10
35,Cathode3,run-01,ses-2,sub-024,X,-69.12167223356664,P3,2023-08-10
36,Anode,run-02,ses-2,sub-024,X,-69.06585499458015,P3,2023-08-10
37,Cathode1,run-02,ses-2,sub-024,X,-54.115642599761486,P3,2023-08-10
38,Cathode2,run-02,ses-2,sub-024,X,-65.62347780819982,P3,2023-08-10
39,Cathode3,run-02,ses-2,sub-024,X,-71.0214106850326,P3,2023-08-10
40,Anode,run-01,ses-1,sub-024,X,-68.37778682820499,P3,2023-06-15
41,Cathode1,run-01,ses-1,sub-024,X,-49.71396918501705,P3,2023-06-15
42,Cathode2,run-01,ses-1,sub-024,X,-64.94672343879938,P3,2023-06-15
43,Cathode3,run-01,ses-1,sub-024,X,-71.36908339895308,P3,2023-06-15
44,Anode,run-02,ses-1,sub-024,X,-67.49828936439008,P3,2023-06-15
45,Cathode1,run-02,ses-1,sub-024,X,-49.815340732224286,P3,2023-06-15
46,Cathode2,run-02,ses-1,sub-024,X,-63.20322840381414,P3,2023-06-15
47,Cathode3,run-02,ses-1,sub-024,X,-71.3535835063085,P3,2023-06-15
48,Anode,run-01,ses-3,sub-024,X,-69.56373835355043,P3,2023-11-09
49,Cathode1,run-01,ses-3,sub-024,X,-50.1372946863994,P3,2023-11-09
50,Cathode2,run-01,ses-3,sub-024,X,-67.0289168106392,P3,2023-11-09
51,Cathode3,run-01,ses-3,sub-024,X,-67.097934640944,P3,2023-11-09
52,Anode,run-02,ses-3,sub-024,X,-68.8052984252572,P3,2023-11-09
53,Cathode1,run-02,ses-3,sub-024,X,-51.289907006546855,P3,2023-11-09
54,Cathode2,run-02,ses-3,sub-024,X,-66.26629078667611,P3,2023-11-09
55,Cathode3,run-02,ses-3,sub-024,X,-68.13367552123964,P3,2023-11-09
64,Anode,run-01,ses-2,sub-022,X,77.99645601166412,P1,2023-11-09
65,Cathode1,run-01,ses-2,sub-022,X,72.21939128171653,P1,2023-11-09
66,Cathode2,run-01,ses-2,sub-022,X,69.00211160629988,P1,2023-11-09
67,Cathode3,run-01,ses-2,sub-022,X,82.87866722699255,P1,2023-11-09
68,Anode,run-02,ses-2,sub-022,X,77.19588159723207,P1,2023-11-09
69,Cathode1,run-02,ses-2,sub-022,X,72.21939128171653,P1,2023-11-09
70,Cathode2,run-02,ses-2,sub-022,X,69.00211160629988,P1,2023-11-09
71,Cathode3,run-02,ses-2,sub-022,X,83.7321960250847,P1,2023-11-09
72,Anode,run-01,ses-1,sub-022,X,79.60151517763734,P1,2023-07-02
73,Cathode1,run-01,ses-1,sub-022,X,75.37655523000285,P1,2023-07-02
74,Cathode2,run-01,ses-1,sub-022,X,69.86346107861027,P1,2023-07-02
75,Cathode3,run-01,ses-1,sub-022,X,82.70807306468487,P1,2023-07-02
76,Anode,run-02,ses-1,sub-022,X,78.74798637954518,P1,2023-07-02
77,Cathode1,run-02,ses-1,sub-022,X,75.42168893944472,P1,2023-07-02
78,Cathode2,run-02,ses-1,sub-022,X,69.85955074150115,P1,2023-07-02
79,Cathode3,run-02,ses-1,sub-022,X,82.71198340179399,P1,2023-07-02
80,Anode,run-01,ses-4,sub-011,X,40.6831445870921,P7,2023-09-28
81,Cathode1,run-01,ses-4,sub-011,X,61.25008659530431,P7,2023-09-28
82,Cathode2,run-01,ses-4,sub-011,X,35.42789018293843,P7,2023-09-28
83,Cathode3,run-01,ses-4,sub-011,X,12.47693482041359,P7,2023-09-28
84,Anode,run-02,ses-4,sub-011,X,40.66365419747308,P7,2023-09-28
85,Cathode1,run-02,ses-4,sub-011,X,61.23059620568529,P7,2023-09-28
86,Cathode2,run-02,ses-4,sub-011,X,36.28214118396863,P7,2023-09-28
87,Cathode3,run-02,ses-4,sub-011,X,10.65802657743916,P7,2023-09-28
88,Anode,run-01,ses-2,sub-011,X,50.394931455142796,P7,2023-09-07
89,Cathode1,run-01,ses-2,sub-011,X,69.12353378115222,P7,2023-09-07
90,Cathode2,run-01,ses-2,sub-011,X,44.24644527072087,P7,2023-09-07
91,Cathode3,run-01,ses-2,sub-011,X,26.755394259933382,P7,2023-09-07
92,Anode,run-02,ses-2,sub-011,X,51.291401808615774,P7,2023-09-07
93,Cathode1,run-02,ses-2,sub-011,X,69.11705663474277,P7,2023-09-07
94,Cathode2,run-02,ses-2,sub-011,X,44.28866462316364,P7,2023-09-07
95,Cathode3,run-02,ses-2,sub-011,X,25.8751757228747,P7,2023-09-07
96,Anode,run-01,ses-1,sub-011,X,48.70915841590613,P7,2023-07-05
97,Cathode1,run-01,ses-1,sub-011,X,63.89733725367114,P7,2023-07-05
98,Cathode2,run-01,ses-1,sub-011,X,43.50260051060468,P7,2023-07-05
99,Cathode3,run-01,ses-1,sub-011,X,24.17968696402386,P7,2023-07-05
100,Anode,run-02,ses-1,sub-011,X,48.68642945308238,P7,2023-07-05
101,Cathode1,run-02,ses-1,sub-011,X,64.79704618034884,P7,2023-07-05
102,Cathode2,run-02,ses-1,sub-011,X,43.50260051060468,P7,2023-07-05
103,Cathode3,run-02,ses-1,sub-011,X,23.24099725810811,P7,2023-07-05
104,Anode,run-01,ses-3,sub-011,X,51.47329246159643,P7,2023-09-21
105,Cathode1,run-01,ses-3,sub-011,X,49.80062194773927,P7,2023-09-21
106,Cathode2,run-01,ses-3,sub-011,X,25.07291874429211,P7,2023-09-21
107,Cathode3,run-01,ses-3,sub-011,X,66.62254947051406,P7,2023-09-21
108,Anode,run-02,ses-3,sub-011,X,52.31129164621234,P7,2023-09-21
109,Cathode1,run-02,ses-3,sub-011,X,66.57709154486656,P7,2023-09-21
110,Cathode2,run-02,ses-3,sub-011,X,50.65487294876948,P7,2023-09-21
111,Cathode3,run-02,ses-3,sub-011,X,25.95313728135079,P7,2023-09-21
112,Anode,run-01,ses-4,sub-037,X,60.49960532411933,P7,2023-10-29
113,Cathode1,run-01,ses-4,sub-037,X,54.84186057001352,P7,2023-10-29
114,Cathode2,run-01,ses-4,sub-037,X,32.60898478701711,P7,2023-10-29
115,Cathode3,run-01,ses-4,sub-037,X,76.71979298442602,P7,2023-10-29
116,Anode,run-02,ses-4,sub-037,X,60.525700230151415,P7,2023-10-29
117,Cathode1,run-02,ses-4,sub-037,X,53.920897975564,P7,2023-10-29
118,Cathode2,run-02,ses-4,sub-037,X,32.65917483344674,P7,2023-10-29
119,Cathode3,run-02,ses-4,sub-037,X,75.90925828740001,P7,2023-10-29
120,Anode,run-01,ses-2,sub-037,X,63.60322154313326,P7,2023-10-15
121,Cathode1,run-01,ses-2,sub-037,X,60.77060218900442,P7,2023-10-15
122,Cathode2,run-01,ses-2,sub-037,X,36.57132598385215,P7,2023-10-15
123,Cathode3,run-01,ses-2,sub-037,X,79.67683859542012,P7,2023-10-15
124,Anode,run-02,ses-2,sub-037,X,63.60322154313326,P7,2023-10-15
125,Cathode1,run-02,ses-2,sub-037,X,61.56908931583166,P7,2023-10-15
126,Cathode2,run-02,ses-2,sub-037,X,36.50908836722374,P7,2023-10-15
127,Cathode3,run-02,ses-2,sub-037,X,79.76317135244608,P7,2023-10-15
128,Anode,run-01,ses-1,sub-037,X,68.7515229023993,P7,2023-07-23
129,Cathode1,run-01,ses-1,sub-037,X,61.59518422186375,P7,2023-07-23
130,Cathode2,run-01,ses-1,sub-037,X,43.56155253201723,P7,2023-07-23
131,Cathode3,run-01,ses-1,sub-037,X,81.2738128490746,P7,2023-07-23
132,Anode,run-02,ses-1,sub-037,X,68.77761780843139,P7,2023-07-23
133,Cathode1,run-02,ses-1,sub-037,X,61.54699394106865,P7,2023-07-23
134,Cathode2,run-02,ses-1,sub-037,X,46.14172699674964,P7,2023-07-23
135,Cathode3,run-02,ses-1,sub-037,X,81.46052569895983,P7,2023-07-23
136,Anode,run-01,ses-3,sub-037,X,62.555783949792385,P7,2023-10-22
137,Cathode1,run-01,ses-3,sub-037,X,58.23861800506711,P7,2023-10-22
138,Cathode2,run-01,ses-3,sub-037,X,34.540688179433346,P7,2023-10-22
139,Cathode3,run-01,ses-3,sub-037,X,77.74458111822605,P7,2023-10-22
140,Anode,run-02,ses-3,sub-037,X,63.378366217017174,P7,2023-10-22
141,Cathode1,run-02,ses-3,sub-037,X,58.226570434868336,P7,2023-10-22
142,Cathode2,run-02,ses-3,sub-037,X,35.43755563348532,P7,2023-10-22
143,Cathode3,run-02,ses-3,sub-037,X,77.80681873485446,P7,2023-10-22
144,Anode,run-01,ses-1,sub-007,X,-59.80813218653202,P3,2023-06-01
145,Cathode1,run-01,ses-1,sub-007,X,-38.28861605748534,P3,2023-06-01
146,Cathode2,run-01,ses-1,sub-007,X,-62.96717983856797,P3,2023-06-01
147,Cathode3,run-01,ses-1,sub-007,X,-60.95612891018391,P3,2023-06-01
148,Anode,run-02,ses-1,sub-007,X,-59.702328242361546,P3,2023-06-01
149,Cathode1,run-02,ses-1,sub-007,X,-39.21005629003048,P3,2023-06-01
150,Cathode2,run-02,ses-1,sub-007,X,-63.02008181065321,P3,2023-06-01
151,Cathode3,run-02,ses-1,sub-007,X,-60.926693096756935,P3,2023-06-01
152,Anode,run-01,ses-4,sub-014,X,-73.90424653131049,P3,2023-11-05
153,Cathode1,run-01,ses-4,sub-014,X,-53.62180329288822,P3,2023-11-05
154,Cathode2,run-01,ses-4,sub-014,X,-71.47216054645833,P3,2023-11-05
155,Cathode3,run-01,ses-4,sub-014,X,-75.77970856486354,P3,2023-11-05
156,Anode,run-02,ses-4,sub-014,X,-73.8700617273571,P3,2023-11-05
157,Cathode1,run-02,ses-4,sub-014,X,-53.62180329288822,P3,2023-11-05
158,Cathode2,run-02,ses-4,sub-014,X,-71.47216054645833,P3,2023-11-05
159,Cathode3,run-02,ses-4,sub-014,X,-75.77970856486354,P3,2023-11-05
160,Anode,run-01,ses-2,sub-014,X,-75.56277382571716,P3,2023-08-27
161,Cathode1,run-01,ses-2,sub-014,X,-60.59768933383748,P3,2023-08-27
162,Cathode2,run-01,ses-2,sub-014,X,-74.12142783368472,P3,2023-08-27
163,Cathode3,run-01,ses-2,sub-014,X,-77.52095786156133,P3,2023-08-27
164,Anode,run-02,ses-2,sub-014,X,-74.66110173542984,P3,2023-08-27
165,Cathode1,run-02,ses-2,sub-014,X,-59.69601724355016,P3,2023-08-27
166,Cathode2,run-02,ses-2,sub-014,X,-73.2197557433974,P3,2023-08-27
167,Cathode3,run-02,ses-2,sub-014,X,-77.50386545958463,P3,2023-08-27
168,Anode,run-01,ses-3,sub-014,X,-75.52051135140937,P3,2023-10-29
169,Cathode1,run-01,ses-3,sub-014,X,-57.9952274748357,P3,2023-10-29
170,Cathode2,run-01,ses-3,sub-014,X,-73.07493885722943,P3,2023-10-29
171,Cathode3,run-01,ses-3,sub-014,X,-78.28596191224642,P3,2023-10-29
172,Anode,run-02,ses-3,sub-014,X,-75.50341894943267,P3,2023-10-29
173,Cathode1,run-02,ses-3,sub-014,X,-57.99342452851124,P3,2023-10-29
174,Cathode2,run-02,ses-3,sub-014,X,-73.0884253665572,P3,2023-10-29
175,Cathode3,run-02,ses-3,sub-014,X,-78.26886951026972,P3,2023-10-29
176,Anode,run-01,ses-4,sub-034,X,39.125832200050354,P7,2023-10-19
177,Cathode1,run-01,ses-4,sub-034,X,37.7744956612587,P7,2023-10-19
178,Cathode2,run-01,ses-4,sub-034,X,9.972237970679998,P7,2023-10-19
179,Cathode3,run-01,ses-4,sub-034,X,59.250262666493654,P7,2023-10-19
180,Anode,run-02,ses-4,sub-034,X,39.13281591236591,P7,2023-10-19
181,Cathode1,run-02,ses-4,sub-034,X,37.80884239822626,P7,2023-10-19
182,Cathode2,run-02,ses-4,sub-034,X,9.979221682995558,P7,2023-10-19
183,Cathode3,run-02,ses-4,sub-034,X,60.16721583157778,P7,2023-10-19
184,Anode,run-01,ses-2,sub-034,X,43.651522383093834,P7,2023-10-04
185,Cathode1,run-01,ses-2,sub-034,X,61.11096019670367,P7,2023-10-04
186,Cathode2,run-01,ses-2,sub-034,X,44.1239025183022,P7,2023-10-04
187,Cathode3,run-01,ses-2,sub-034,X,12.674783304333687,P7,2023-10-04
188,Anode,run-02,ses-2,sub-034,X,42.75872629880905,P7,2023-10-04
189,Cathode1,run-02,ses-2,sub-034,X,43.21393306553364,P7,2023-10-04
190,Cathode2,run-02,ses-2,sub-034,X,12.664593648165464,P7,2023-10-04
191,Cathode3,run-02,ses-2,sub-034,X,62.00055033713579,P7,2023-10-04
192,Anode,run-01,ses-1,sub-034,X,40.03580165281892,P7,2023-07-09
193,Cathode1,run-01,ses-1,sub-034,X,61.094358652830124,P7,2023-07-09
194,Cathode2,run-01,ses-1,sub-034,X,35.96474641188979,P7,2023-07-09
195,Cathode3,run-01,ses-1,sub-034,X,10.844082918018103,P7,2023-07-09
196,Anode,run-02,ses-1,sub-034,X,39.125832200050354,P7,2023-07-09
197,Cathode1,run-02,ses-1,sub-034,X,60.16080394387245,P7,2023-07-09
198,Cathode2,run-02,ses-1,sub-034,X,33.279374446719885,P7,2023-07-09
199,Cathode3,run-02,ses-1,sub-034,X,9.058490749448538,P7,2023-07-09
200,Anode,run-01,ses-3,sub-034,X,47.363871436566114,P7,2023-10-11
201,Cathode1,run-01,ses-3,sub-034,X,41.4970343708992,P7,2023-10-11
202,Cathode2,run-01,ses-3,sub-034,X,20.800164498388767,P7,2023-10-11
203,Cathode3,run-01,ses-3,sub-034,X,64.84048261865973,P7,2023-10-11
204,Anode,run-02,ses-3,sub-034,X,47.36066549271345,P7,2023-10-11
205,Cathode1,run-02,ses-3,sub-034,X,41.51420773938298,P7,2023-10-11
206,Cathode2,run-02,ses-3,sub-034,X,19.907368414103985,P7,2023-10-11
207,Cathode3,run-02,ses-3,sub-034,X,64.83029296249151,P7,2023-10-11
208,Anode,run-01,ses-2,sub-005,X,53.90469363052398,P7,2023-10-18
209,Cathode1,run-01,ses-2,sub-005,X,71.35567537788302,P7,2023-10-18
210,Cathode2,run-01,ses-2,sub-005,X,44.680150299333036,P7,2023-10-18
211,Cathode3,run-01,ses-2,sub-005,X,28.30454478878528,P7,2023-10-18
212,Anode,run-02,ses-2,sub-005,X,53.90109922364354,P7,2023-10-18
213,Cathode1,run-02,ses-2,sub-005,X,71.33924572262913,P7,2023-10-18
214,Cathode2,run-02,ses-2,sub-005,X,45.54705093707889,P7,2023-10-18
215,Cathode3,run-02,ses-2,sub-005,X,29.21354557853192,P7,2023-10-18
216,Anode,run-01,ses-1,sub-005,X,58.29002816416323,P7,2023-07-06
217,Cathode1,run-01,ses-1,sub-005,X,70.37479988392442,P7,2023-07-06
218,Cathode2,run-01,ses-1,sub-005,X,53.32143415231258,P7,2023-07-06
219,Cathode3,run-01,ses-1,sub-005,X,24.746062768623233,P7,2023-07-06
220,Anode,run-02,ses-1,sub-005,X,57.40669787116349,P7,2023-07-06
221,Cathode1,run-02,ses-1,sub-005,X,70.36555904243141,P7,2023-07-06
222,Cathode2,run-02,ses-1,sub-005,X,53.272145186550915,P7,2023-07-06
223,Cathode3,run-02,ses-1,sub-005,X,23.833467571996152,P7,2023-07-06
224,Anode,run-01,ses-3,sub-005,X,60.877894829027355,P7,2023-10-25
225,Cathode1,run-01,ses-3,sub-005,X,73.81159515213221,P7,2023-10-25
226,Cathode2,run-01,ses-3,sub-005,X,53.377911931835115,P7,2023-10-25
227,Cathode3,run-01,ses-3,sub-005,X,38.9994918294251,P7,2023-10-25
228,Anode,run-02,ses-3,sub-005,X,59.99097012914717,P7,2023-10-25
229,Cathode1,run-02,ses-3,sub-005,X,73.80800074525177,P7,2023-10-25
230,Cathode2,run-02,ses-3,sub-005,X,53.37431752495468,P7,2023-10-25
231,Cathode3,run-02,ses-3,sub-005,X,38.99589742254466,P7,2023-10-25
232,Anode,run-01,ses-4,sub-036,X,55.91160347685218,P7,2024-03-17
233,Cathode1,run-01,ses-4,sub-036,X,51.862544883042574,P7,2024-03-17
234,Cathode2,run-01,ses-4,sub-036,X,33.10247316583991,P7,2024-03-17
235,Cathode3,run-01,ses-4,sub-036,X,71.92476630210876,P7,2024-03-17
236,Anode,run-02,ses-4,sub-036,X,56.73932037129998,P7,2024-03-17
237,Cathode1,run-02,ses-4,sub-036,X,52.66927940398455,P7,2024-03-17
238,Cathode2,run-02,ses-4,sub-036,X,33.986112017184496,P7,2024-03-17
239,Cathode3,run-02,ses-4,sub-036,X,72.76644040644169,P7,2024-03-17
240,Anode,run-01,ses-2,sub-036,X,55.56904657185078,P7,2023-09-10
241,Cathode1,run-01,ses-2,sub-036,X,48.63845155015588,P7,2023-09-10
242,Cathode2,run-01,ses-2,sub-036,X,28.446633871644735,P7,2023-09-10
243,Cathode3,run-01,ses-2,sub-036,X,74.28202274441719,P7,2023-09-10
244,Anode,run-02,ses-2,sub-036,X,55.513124614953995,P7,2023-09-10
245,Cathode1,run-02,ses-2,sub-036,X,48.61746917665005,P7,2023-09-10
246,Cathode2,run-02,ses-2,sub-036,X,28.446633871644735,P7,2023-09-10
247,Cathode3,run-02,ses-2,sub-036,X,74.37288428470492,P7,2023-09-10
248,Anode,run-01,ses-4,sub-012,X,-65.51231154799461,P1,2024-02-04
249,Cathode1,run-01,ses-4,sub-012,X,-42.98345966823399,P1,2024-02-04
250,Cathode2,run-01,ses-4,sub-012,X,-72.82018554955721,P1,2024-02-04
251,Cathode3,run-01,ses-4,sub-012,X,-66.64365829154849,P1,2024-02-04
252,Anode,run-02,ses-4,sub-012,X,-66.42877346090972,P1,2024-02-04
253,Cathode1,run-02,ses-4,sub-012,X,-43.83307448960841,P1,2024-02-04
254,Cathode2,run-02,ses-4,sub-012,X,-72.87006817758083,P1,2024-02-04
255,Cathode3,run-02,ses-4,sub-012,X,-65.66034928709269,P1,2024-02-04
256,Anode,run-01,ses-3,sub-012,X,-69.84127417206764,P1,2024-01-24
257,Cathode1,run-01,ses-3,sub-012,X,-50.759753443300724,P1,2024-01-24
258,Cathode2,run-01,ses-3,sub-012,X,-70.1786511670798,P1,2024-01-24
259,Cathode3,run-01,ses-3,sub-012,X,-70.77803496643901,P1,2024-01-24
260,Anode,run-02,ses-3,sub-012,X,-70.67493529245257,P1,2024-01-24
261,Cathode1,run-02,ses-3,sub-012,X,-50.76874105632305,P1,2024-01-24
262,Cathode2,run-02,ses-3,sub-012,X,-69.24623555317521,P1,2024-01-24
263,Cathode3,run-02,ses-3,sub-012,X,-70.77005811594427,P1,2024-01-24
264,Anode,run-01,ses-2,sub-018,X,74.05806184234098,P1,2023-08-23
265,Cathode1,run-01,ses-2,sub-018,X,72.80605979403481,P1,2023-08-23
266,Cathode2,run-01,ses-2,sub-018,X,66.57460877019912,P1,2023-08-23
267,Cathode3,run-01,ses-2,sub-018,X,78.19435183005407,P1,2023-08-23
268,Anode,run-02,ses-2,sub-018,X,73.36393835674971,P1,2023-08-23
269,Cathode1,run-02,ses-2,sub-018,X,72.91593815246597,P1,2023-08-23
270,Cathode2,run-02,ses-2,sub-018,X,66.53493723459542,P1,2023-08-23
271,Cathode3,run-02,ses-2,sub-018,X,78.25946943834424,P1,2023-08-23
272,Anode,run-01,ses-4,sub-010,X,56.9316986463964,P7,2023-09-28
273,Cathode1,run-01,ses-4,sub-010,X,69.27410807088017,P7,2023-09-28
274,Cathode2,run-01,ses-4,sub-010,X,51.546996381133795,P7,2023-09-28
275,Cathode3,run-01,ses-4,sub-010,X,32.689376424998045,P7,2023-09-28
276,Anode,run-02,ses-4,sub-010,X,56.9316986463964,P7,2023-09-28
277,Cathode1,run-02,ses-4,sub-010,X,69.16996763646603,P7,2023-09-28
278,Cathode2,run-02,ses-4,sub-010,X,51.546996381133795,P7,2023-09-28
279,Cathode3,run-02,ses-4,sub-010,X,32.74565797299147,P7,2023-09-28
280,Anode,run-01,ses-2,sub-010,X,55.354439698159695,P7,2023-08-23
281,Cathode1,run-01,ses-2,sub-010,X,70.16266664862633,P7,2023-08-23
282,Cathode2,run-01,ses-2,sub-010,X,48.23205650225282,P7,2023-08-23
283,Cathode3,run-01,ses-2,sub-010,X,32.10481648892164,P7,2023-08-23
284,Anode,run-02,ses-2,sub-010,X,56.39499759674072,P7,2023-08-23
285,Cathode1,run-02,ses-2,sub-010,X,69.36982584372163,P7,2023-08-23
286,Cathode2,run-02,ses-2,sub-010,X,50.065455205738544,P7,2023-08-23
287,Cathode3,run-02,ses-2,sub-010,X,33.153797049075365,P7,2023-08-23
288,Anode,run-01,ses-1,sub-010,X,60.74207271263003,P7,2023-06-07
289,Cathode1,run-01,ses-1,sub-010,X,70.96967569366097,P7,2023-06-07
290,Cathode2,run-01,ses-1,sub-010,X,57.06978339329362,P7,2023-06-07
291,Cathode3,run-01,ses-1,sub-010,X,36.29231606796384,P7,2023-06-07
292,Anode,run-02,ses-1,sub-010,X,59.85351413488388,P7,2023-06-07
293,Cathode1,run-02,ses-1,sub-010,X,71.0259572416544,P7,2023-06-07
294,Cathode2,run-02,ses-1,sub-010,X,58.85532321035862,P7,2023-06-07
295,Cathode3,run-02,ses-1,sub-010,X,36.39645650237799,P7,2023-06-07
296,Anode,run-01,ses-3,sub-010,X,53.96202427148819,P7,2023-09-17
297,Cathode1,run-01,ses-3,sub-010,X,67.18456961214542,P7,2023-09-17
298,Cathode2,run-01,ses-3,sub-010,X,49.57844367995858,P7,2023-09-17
299,Cathode3,run-01,ses-3,sub-010,X,28.64545350521803,P7,2023-09-17
300,Anode,run-02,ses-3,sub-010,X,53.32960544899106,P7,2023-09-17
301,Cathode1,run-02,ses-3,sub-010,X,67.29713270813227,P7,2023-09-17
302,Cathode2,run-02,ses-3,sub-010,X,50.57114269211888,P7,2023-09-17
303,Cathode3,run-02,ses-3,sub-010,X,27.965175796300173,P7,2023-09-17
304,Anode,run-01,ses-2,sub-029,X,52.73969774693251,P7,2023-08-27
305,Cathode1,run-01,ses-2,sub-029,X,67.96658812393434,P7,2023-08-27
306,Cathode2,run-01,ses-2,sub-029,X,48.80496234423481,P7,2023-08-27
307,Cathode3,run-01,ses-2,sub-029,X,33.674934844486415,P7,2023-08-27
308,Anode,run-02,ses-2,sub-029,X,52.7431940252427,P7,2023-08-27
309,Cathode1,run-02,ses-2,sub-029,X,67.92419241718017,P7,2023-08-27
310,Cathode2,run-02,ses-2,sub-029,X,49.70811503753066,P7,2023-08-27
311,Cathode3,run-02,ses-2,sub-029,X,33.65373699110933,P7,2023-08-27
312,Anode,run-01,ses-1,sub-029,X,55.51974194357172,P7,2023-06-28
313,Cathode1,run-01,ses-1,sub-029,X,50.64645069744438,P7,2023-06-28
314,Cathode2,run-01,ses-1,sub-029,X,30.947775189531967,P7,2023-06-28
315,Cathode3,run-01,ses-1,sub-029,X,67.32807832257822,P7,2023-06-28
316,Anode,run-02,ses-1,sub-029,X,55.526734500192106,P7,2023-06-28
317,Cathode1,run-02,ses-1,sub-029,X,48.80823843902908,P7,2023-06-28
318,Cathode2,run-02,ses-1,sub-029,X,32.71168486936949,P7,2023-06-28
319,Cathode3,run-02,ses-1,sub-029,X,69.04609601735137,P7,2023-06-28
336,Anode,run-01,ses-2,sub-033,X,-75.70873943902552,P3,2023-09-06
337,Cathode1,run-01,ses-2,sub-033,X,-61.41050245426595,P3,2023-09-06
338,Cathode2,run-01,ses-2,sub-033,X,-74.35321999620646,P3,2023-09-06
339,Cathode3,run-01,ses-2,sub-033,X,-73.4193377038464,P3,2023-09-06
340,Anode,run-02,ses-2,sub-033,X,-75.64338102377951,P3,2023-09-06
341,Cathode1,run-02,ses-2,sub-033,X,-60.460478766821325,P3,2023-09-06
342,Cathode2,run-02,ses-2,sub-033,X,-74.38589920382947,P3,2023-09-06
343,Cathode3,run-02,ses-2,sub-033,X,-73.35397928860039,P3,2023-09-06
344,Anode,run-01,ses-1,sub-033,X,-74.71406711731106,P3,2023-08-10
345,Cathode1,run-01,ses-1,sub-033,X,-60.314563437364995,P3,2023-08-10
346,Cathode2,run-01,ses-1,sub-033,X,-74.2791212266311,P3,2023-08-10
347,Cathode3,run-01,ses-1,sub-033,X,-73.47272669244558,P3,2023-08-10
348,Anode,run-02,ses-1,sub-033,X,-75.67283115908504,P3,2023-08-10
349,Cathode1,run-02,ses-1,sub-033,X,-60.287868943065405,P3,2023-08-10
350,Cathode2,run-02,ses-1,sub-033,X,-74.2791212266311,P3,2023-08-10
351,Cathode3,run-02,ses-1,sub-033,X,-73.47272669244558,P3,2023-08-10
352,Anode,run-01,ses-3,sub-033,X,-76.24865849502385,P3,2023-11-08
353,Cathode1,run-01,ses-3,sub-033,X,-66.51273162476718,P3,2023-11-08
354,Cathode2,run-01,ses-3,sub-033,X,-73.13577793445438,P3,2023-11-08
355,Cathode3,run-01,ses-3,sub-033,X,-74.62713700532913,P3,2023-11-08
356,Anode,run-02,ses-3,sub-033,X,-76.24865849502385,P3,2023-11-08
357,Cathode1,run-02,ses-3,sub-033,X,-66.46808299049735,P3,2023-11-08
