"Subject","Session","run","Experiment","Electrode","Rater","Method","X","Y","Z","Euclidean_Norm"
"sub-033","ses-3","run-01","P3","Anode","Network","full-automated",-77.87988601,-38.53361969,28.35070138,91.3995555792373
"sub-033","ses-3","run-01","P3","Cathode1","Kira","manually",-77,3,32,83.4386001800126
"sub-033","ses-3","run-01","P3","Cathode1","Network","full-automated",-75.78535459,1.27979596,30.99860343,81.8899948872979
"sub-033","ses-3","run-01","P3","Cathode2","Kira","manually",-82,-54,-7,98.4327181378224
"sub-033","ses-3","run-01","P3","Cathode2","Network","full-automated",-74.86082642,-55.98152807,-5.15320906,93.619604682746
"sub-033","ses-3","run-01","P3","Cathode3","Kira","manually",-82,-54,-7,98.4327181378224
"sub-033","ses-3","run-01","P3","Cathode3","Network","full-automated",-67.27151357,-58.02909283,58.50046102,106.372628491657
"sub-033","ses-3","run-02","P3","Anode","Kira","manually",-89,-39,28,101.123686641657
"sub-033","ses-3","run-02","P3","Anode","Network","full-automated",-77.72929034,-39.16832854,28.90923132,91.7155613453391
"sub-033","ses-3","run-02","P3","Cathode1","Kira","manually",-77,3,31,83.0602191184203
"sub-033","ses-3","run-02","P3","Cathode1","Network","full-automated",-75.78774883,0.50956812,31.31104498,82.0025857526924
"sub-033","ses-3","run-02","P3","Cathode2","Kira","manually",-82,-55,-7,98.9848473252346
"sub-033","ses-3","run-02","P3","Cathode2","Network","full-automated",-74.90454094,-56.54266607,-4.97486169,93.981448108498
"sub-033","ses-3","run-02","P3","Cathode3","Kira","manually",-92,-61,62,126.605687076055
"sub-033","ses-3","run-02","P3","Cathode3","Network","full-automated",-67.33641066,-58.9135124,58.75772044,107.039543418226
"sub-033","ses-4","run-01","P3","Anode","Kira","manually",-87,-36,39,101.911726508778
"sub-033","ses-4","run-01","P3","Anode","Network","full-automated",-77.26755552,-37.71786847,37.15686438,93.6672050853991
"sub-033","ses-4","run-01","P3","Cathode1","Kira","manually",-87,3,41,96.2236977048793
"sub-033","ses-4","run-01","P3","Cathode1","Network","full-automated",-74.54167889,1.57761951,42.53424176,85.8377102278266
"sub-033","ses-4","run-01","P3","Cathode2","Kira","manually",-83,-49,0,96.3846460801719
"sub-033","ses-4","run-01","P3","Cathode2","Network","full-automated",-76.35446735,-48.98046112,0.44100011,90.7154051797547
"sub-033","ses-4","run-01","P3","Cathode3","Kira","manually",-66,-60,62,108.627804912002
"sub-033","ses-4","run-01","P3","Cathode3","Network","full-automated",-63.73363884,-58.73325731,63.18945839,107.258938488369
"sub-033","ses-4","run-02","P3","Anode","Kira","manually",-87,-37,38,101.892099791888
"sub-033","ses-4","run-02","P3","Anode","Network","full-automated",-76.86331378,-38.17360608,37.22790947,93.5473700854293
"sub-033","ses-4","run-02","P3","Cathode1","Kira","manually",-83,2,42,93.0430008114528
"sub-033","ses-4","run-02","P3","Cathode1","Network","full-automated",-74.28822145,1.20896905,42.47919213,85.584363153473
"sub-033","ses-4","run-02","P3","Cathode2","Kira","manually",-82,-49,1,95.530099968544
"sub-033","ses-4","run-02","P3","Cathode2","Network","full-automated",-75.89995574,-49.82390568,0.58537531,90.7940940964612
"sub-033","ses-4","run-02","P3","Cathode3","Kira","manually",-66,-60,62,108.627804912002
"sub-033","ses-4","run-02","P3","Cathode3","Network","full-automated",-63.27900557,-59.4252024,63.28633346,107.427869889612
"sub-034","ses-1","run-01","P7","Anode","Kira","manually",43,46,67,91.9456361117807
"sub-034","ses-1","run-01","P7","Anode","Network","full-automated",40.66232504,46.19582684,67.48624308,91.3338496951854
"sub-034","ses-1","run-01","P7","Cathode1","Kira","manually",35,13,88,95.5928867646542
"sub-034","ses-1","run-01","P7","Cathode1","Network","full-automated",34.17877148,14.15326437,88.63810455,96.047992641314
"sub-034","ses-1","run-01","P7","Cathode2","Kira","manually",64,39,35,82.7163828996409
"sub-034","ses-1","run-01","P7","Cathode2","Network","full-automated",40.66232504,46.19582684,67.48624308,91.3338496951854
"sub-034","ses-1","run-01","P7","Cathode3","Kira","manually",17,69,64,95.6347217280419
"sub-034","ses-1","run-01","P7","Cathode3","Network","full-automated",12.36965394,66.70631425,61.65720386,91.6752501346395
"sub-034","ses-1","run-02","P7","Anode","Kira","manually",39,43,69,90.1720577562695
"sub-034","ses-1","run-02","P7","Anode","Network","full-automated",37.91789934,44.29310979,68.9376555,90.2886870602516
"sub-034","ses-1","run-02","P7","Cathode1","Kira","manually",33,12,89,95.6765383989199
"sub-034","ses-1","run-02","P7","Cathode1","Network","full-automated",31.98667381,11.60185687,89.3347636,95.5952424115719
"sub-034","ses-1","run-02","P7","Cathode2","Kira","manually",62,39,38,82.516664983505
"sub-034","ses-1","run-02","P7","Cathode2","Network","full-automated",37.91789934,44.29310979,68.9376555,90.2886870602516
"sub-034","ses-1","run-02","P7","Cathode3","Kira","manually",15,69,67,97.3396116696589
"sub-034","ses-1","run-02","P7","Cathode3","Network","full-automated",9.76676704,64.33272237,63.20355976,90.7126169410023
"sub-034","ses-2","run-01","P7","Anode","Kira","manually",47,45,64,91.2688336728371
"sub-034","ses-2","run-01","P7","Anode","Network","full-automated",44.29506738,46.43862105,64.00934187,90.641019223389
"sub-034","ses-2","run-01","P7","Cathode1","Kira","manually",42,14,87,97.6165969494942
"sub-034","ses-2","run-01","P7","Cathode1","Network","full-automated",41.73602796,16.35824509,86.88141067,97.7643479613688
"sub-034","ses-2","run-01","P7","Cathode2","Kira","manually",69,43,33,87.7439456600853
"sub-034","ses-2","run-01","P7","Cathode2","Network","full-automated",44.29506738,46.43862105,64.00934187,90.641019223389
"sub-034","ses-2","run-01","P7","Cathode3","Kira","manually",17,70,67,98.3768265395871
"sub-034","ses-2","run-01","P7","Cathode3","Network","full-automated",13.0098771,65.83885902,62.4743794,91.6900231248072
"sub-034","ses-2","run-02","P7","Anode","Kira","manually",50,49,68,97.5961064797157
"sub-034","ses-2","run-02","P7","Anode","Network","full-automated",43.93664586,45.32575586,64.50181916,90.2515244672173
"sub-034","ses-2","run-02","P7","Cathode1","Kira","manually",46,17,90,102.493902257647
"sub-034","ses-2","run-02","P7","Cathode1","Network","full-automated",41.34639765,15.3734654,87.06963666,97.6062993107583
"sub-034","ses-2","run-02","P7","Cathode2","Kira","manually",68,42,33,86.4696478540303
"sub-034","ses-2","run-02","P7","Cathode2","Network","full-automated",43.93664586,45.32575586,64.50181916,90.2515244672173
"sub-034","ses-2","run-02","P7","Cathode3","Kira","manually",17,69,68,98.3564944474944
"sub-034","ses-2","run-02","P7","Cathode3","Network","full-automated",12.62195364,64.67573228,62.76190541,91.001762786983
"sub-034","ses-3","run-01","P7","Anode","Kira","manually",49,40,64,89.9833317898376
"sub-034","ses-3","run-01","P7","Anode","Network","full-automated",47.83647986,41.06258667,63.87425472,89.7462269149121
"sub-034","ses-3","run-01","P7","Cathode1","Kira","manually",47,9,89,101.049492824061
"sub-034","ses-3","run-01","P7","Cathode1","Network","full-automated",41.36432702,8.9531353,85.22626571,95.1560956974861
"sub-034","ses-3","run-01","P7","Cathode2","Kira","manually",69,36,32,84.1486779456457
"sub-034","ses-3","run-01","P7","Cathode2","Network","full-automated",47.83647986,41.06258667,63.87425472,89.7462269149121
"sub-034","ses-3","run-01","P7","Cathode3","Kira","manually",25,67,67,97.9948978263665
"sub-034","ses-3","run-01","P7","Cathode3","Network","full-automated",19.53568516,64.28335313,62.76589526,91.9431894818546
"sub-034","ses-3","run-02","P7","Anode","Kira","manually",54,41,68,96.0260381354974
"sub-034","ses-3","run-02","P7","Anode","Network","full-automated",47.38156604,39.80092726,64.72328319,89.5445698970721
"sub-034","ses-3","run-02","P7","Cathode1","Kira","manually",45,9,88,99.247166206396
"sub-034","ses-3","run-02","P7","Cathode1","Network","full-automated",40.67168435,7.278063,85.52516045,94.9826783097647
"sub-034","ses-3","run-02","P7","Cathode2","Kira","manually",72,37,32,87.0459648691426
"sub-034","ses-3","run-02","P7","Cathode2","Network","full-automated",47.38156604,39.80092726,64.72328319,89.5445698970721
"sub-034","ses-3","run-02","P7","Cathode3","Kira","manually",23,66,69,98.2140519477737
"sub-034","ses-3","run-02","P7","Cathode3","Network","full-automated",19.00829411,62.9663101,63.86142604,91.6752594130173
"sub-034","ses-4","run-01","P7","Anode","Kira","manually",45,48,73,98.2751240141675
"sub-034","ses-4","run-01","P7","Anode","Network","full-automated",38.88838728,45.90858655,69.81124046,92.1602640991336
"sub-034","ses-4","run-01","P7","Cathode1","Kira","manually",41,15,95,104.551422754547
"sub-034","ses-4","run-01","P7","Cathode1","Network","full-automated",35.17968281,14.1659022,92.31286104,99.7995349745805
"sub-034","ses-4","run-01","P7","Cathode2","Kira","manually",62,43,37,84.035706696618
"sub-034","ses-4","run-01","P7","Cathode2","Network","full-automated",38.88838728,45.90858655,69.81124046,92.1602640991336
"sub-034","ses-4","run-01","P7","Cathode3","Kira","manually",16,72,70,101.685790551089
"sub-034","ses-4","run-01","P7","Cathode3","Network","full-automated",8.81861054,64.92433861,66.07740226,93.0546115205044
"sub-034","ses-4","run-02","P7","Anode","Kira","manually",45,48,74,99.0201999594022
"sub-034","ses-4","run-02","P7","Anode","Network","full-automated",38.96883639,44.90397039,70.46221337,92.1946868283416
"sub-034","ses-4","run-02","P7","Cathode1","Kira","manually",41,14,96,105.323311759553
"sub-034","ses-4","run-02","P7","Cathode1","Network","full-automated",35.72717057,13.14151857,92.62931785,100.14649645704
"sub-034","ses-4","run-02","P7","Cathode2","Kira","manually",65,44,41,88.5550676133218
"sub-034","ses-4","run-02","P7","Cathode2","Network","full-automated",38.96883639,44.90397039,70.46221337,92.1946868283416
"sub-034","ses-4","run-02","P7","Cathode3","Kira","manually",14,67,71,98.6204846875131
"sub-034","ses-4","run-02","P7","Cathode3","Network","full-automated",8.75675044,63.58917647,66.92331521,92.7307616764699
"sub-035","ses-1","run-01","P7","Anode","Kira","manually",52,42,61,90.4930936591296
"sub-035","ses-1","run-01","P7","Anode","Network","full-automated",44.80102101,40.10759867,58.32241037,83.769054584488
"sub-035","ses-1","run-01","P7","Cathode1","Kira","manually",46,10,82,94.5515732285825
"sub-035","ses-1","run-01","P7","Cathode1","Network","full-automated",38.75183658,7.85362035,79.12559815,88.4547594735311
"sub-035","ses-1","run-01","P7","Cathode2","Kira","manually",71,39,27,85.3873526934756
"sub-035","ses-1","run-01","P7","Cathode2","Network","full-automated",44.80102101,40.10759867,58.32241037,83.769054584488
"sub-035","ses-1","run-01","P7","Cathode3","Kira","manually",26,69,59,94.4351629426243
"sub-035","ses-1","run-01","P7","Cathode3","Network","full-automated",16.81081061,61.90476612,56.11358241,85.2263900011085
"sub-035","ses-1","run-02","P7","Anode","Kira","manually",48,39,58,84.7879708449259
"sub-035","ses-1","run-02","P7","Anode","Network","full-automated",43.95041988,38.56891939,59.90988509,83.7161590258274
"sub-035","ses-1","run-02","P7","Cathode1","Kira","manually",45,8,82,93.8775798580257
"sub-035","ses-1","run-02","P7","Cathode1","Network","full-automated",37.89566294,6.35707983,80.71266567,89.3925507700965
"sub-035","ses-1","run-02","P7","Cathode2","Kira","manually",70,37,29,84.3208159353312
"sub-035","ses-1","run-02","P7","Cathode2","Network","full-automated",43.95041988,38.56891939,59.90988509,83.7161590258274
"sub-035","ses-1","run-02","P7","Cathode3","Kira","manually",24,66,62,93.680307429043
"sub-035","ses-1","run-02","P7","Cathode3","Network","full-automated",15.33935428,60.52867452,58.06923625,85.2704663264707
"sub-035","ses-2","run-01","P7","Anode","Kira","manually",55,38,55,86.5678924313166
"sub-035","ses-2","run-01","P7","Anode","Network","full-automated",50.49171708,35.87321756,55.4182143,83.1112489858899
"sub-035","ses-2","run-01","P7","Cathode1","Kira","manually",48,9,81,94.5832966226067
"sub-035","ses-2","run-01","P7","Cathode1","Network","full-automated",42.06324588,4.5419027,77.1411534,87.9812655170402
"sub-035","ses-2","run-01","P7","Cathode2","Kira","manually",75,32,24,85
"sub-035","ses-2","run-01","P7","Cathode2","Network","full-automated",50.49171708,35.87321756,55.4182143,83.1112489858899
"sub-035","ses-2","run-01","P7","Cathode3","Kira","manually",30,66,54,90.3991150399162
"sub-035","ses-2","run-01","P7","Cathode3","Network","full-automated",24.73743825,62.5909316,52.62238185,85.4323161414675
"sub-035","ses-2","run-02","P7","Anode","Kira","manually",55,39,58,88.9381807774366
"sub-035","ses-2","run-02","P7","Anode","Network","full-automated",50.71616229,35.16426764,56.19902267,83.4684670108799
"sub-035","ses-2","run-02","P7","Cathode1","Kira","manually",45,4,80,91.874914965947
"sub-035","ses-2","run-02","P7","Cathode1","Network","full-automated",42.34523847,4.00490502,77.8451356,88.7075172794436
"sub-035","ses-2","run-02","P7","Cathode2","Kira","manually",76,32,24,85.8836422143356
"sub-035","ses-2","run-02","P7","Cathode2","Network","full-automated",50.71616229,35.16426764,56.19902267,83.4684670108799
"sub-035","ses-2","run-02","P7","Cathode3","Kira","manually",27,61,52,84.581321815162
"sub-035","ses-2","run-02","P7","Cathode3","Network","full-automated",24.8778533,61.96746487,53.33468029,85.4602972664355
"sub-035","ses-3","run-01","P7","Anode","Kira","manually",57,34,50,83.0963296421689
"sub-035","ses-3","run-01","P7","Anode","Network","full-automated",55.43435687,33.4382707,51.73317076,82.8698185462012
"sub-035","ses-3","run-01","P7","Cathode1","Kira","manually",57,2,75,94.2231394085338
"sub-035","ses-3","run-01","P7","Cathode1","Network","full-automated",51.08819241,-0.98304185,72.22863315,88.475675876013
"sub-035","ses-3","run-01","P7","Cathode2","Kira","manually",72,30,15,79.4292137692424
"sub-035","ses-3","run-01","P7","Cathode2","Network","full-automated",55.43435687,33.4382707,51.73317076,82.8698185462012
"sub-035","ses-3","run-01","P7","Cathode3","Kira","manually",36,63,60,94.1541289588513
"sub-035","ses-3","run-01","P7","Cathode3","Network","full-automated",28.62069221,57.25449758,56.57847335,85.4303526993448
"sub-035","ses-3","run-02","P7","Anode","Kira","manually",59,32,56,87.4128137060008
"sub-035","ses-3","run-02","P7","Anode","Network","full-automated",55.34291885,30.27001678,55.61530112,84.0962204939523
"sub-035","ses-3","run-02","P7","Cathode1","Kira","manually",58,-2,78,97.2213968218931
"sub-035","ses-3","run-02","P7","Cathode1","Network","full-automated",51.47914632,-4.62566272,75.00819941,91.0918725252999
"sub-035","ses-3","run-02","P7","Cathode2","Kira","manually",74,30,19,82.0792300158816
"sub-035","ses-3","run-02","P7","Cathode2","Network","full-automated",55.34291885,30.27001678,55.61530112,84.0962204939523
"sub-035","ses-3","run-02","P7","Cathode3","Kira","manually",38,59,63,94.3080060228187
"sub-035","ses-3","run-02","P7","Cathode3","Network","full-automated",28.7651177,54.24084218,60.8447159,86.4383040650511
"sub-035","ses-4","run-01","P7","Anode","Kira","manually",59,31,62,91.0274683818022
"sub-035","ses-4","run-01","P7","Anode","Network","full-automated",52.26940641,27.33536897,59.48279587,83.770616851566
"sub-035","ses-4","run-01","P7","Cathode1","Kira","manually",50,-4,83,96.9793792514677
"sub-035","ses-4","run-01","P7","Cathode1","Network","full-automated",43.79814756,-4.96418504,79.56595502,90.9596727184281
"sub-035","ses-4","run-01","P7","Cathode2","Kira","manually",75,25,26,83.2225930862527
"sub-035","ses-4","run-01","P7","Cathode2","Network","full-automated",52.26940641,27.33536897,59.48279587,83.770616851566
"sub-035","ses-4","run-01","P7","Cathode3","Kira","manually",33,58,68,95.2732911156112
"sub-035","ses-4","run-01","P7","Cathode3","Network","full-automated",24.84432663,54.537365,61.99614032,86.2269456806773
"sub-035","ses-4","run-02","P7","Anode","Kira","manually",60,29,64,92.3958873543623
"sub-035","ses-4","run-02","P7","Anode","Network","full-automated",53.05314844,24.98330041,60.77136776,84.450938409198
"sub-035","ses-4","run-02","P7","Cathode1","Kira","manually",51,-6,83,97.6012295004525
"sub-035","ses-4","run-02","P7","Cathode1","Network","full-automated",44.91232984,-7.65703175,80.27551062,92.3033320751705
"sub-035","ses-4","run-02","P7","Cathode2","Kira","manually",76,27,30,86.0523096726636
"sub-035","ses-4","run-02","P7","Cathode2","Network","full-automated",53.05314844,24.98330041,60.77136776,84.450938409198
"sub-035","ses-4","run-02","P7","Cathode3","Kira","manually",34,56,69,95.1472542956443
"sub-035","ses-4","run-02","P7","Cathode3","Network","full-automated",25.65787141,51.98784772,63.91256484,86.2895046936602
"sub-036","ses-2","run-01","P7","Anode","Kira","manually",59,29,66,93.1557835026897
"sub-036","ses-2","run-01","P7","Anode","Network","full-automated",55.89886111,31.24295186,68.44252385,93.7293112386897
"sub-036","ses-2","run-01","P7","Cathode1","Kira","manually",55,-4,84,100.483829544858
"sub-036","ses-2","run-01","P7","Cathode1","Network","full-automated",48.18921791,-3.08406232,83.00609244,96.0298055050042
"sub-036","ses-2","run-01","P7","Cathode2","Kira","manually",80,35,37,94.8367017562294
"sub-036","ses-2","run-01","P7","Cathode2","Network","full-automated",55.89886111,31.24295186,68.44252385,93.7293112386897
"sub-036","ses-2","run-01","P7","Cathode3","Kira","manually",30,54,75,97.1648084442099
"sub-036","ses-2","run-01","P7","Cathode3","Network","full-automated",27.90638953,54.00405595,76.77667594,97.9278438649938
"sub-036","ses-2","run-02","P7","Anode","Kira","manually",63,31,72,100.568384694197
"sub-036","ses-2","run-02","P7","Anode","Network","full-automated",55.52869395,30.00795062,69.19820863,93.6605841846298
"sub-036","ses-2","run-02","P7","Cathode1","Kira","manually",54,-5,84,99.9849988748312
"sub-036","ses-2","run-02","P7","Cathode1","Network","full-automated",47.8594763,-4.77787861,83.22840512,96.1266092949346
"sub-036","ses-2","run-02","P7","Cathode2","Kira","manually",80,35,37,94.8367017562294
"sub-036","ses-2","run-02","P7","Cathode2","Network","full-automated",55.52869395,30.00795062,69.19820863,93.6605841846298
"sub-036","ses-2","run-02","P7","Cathode3","Kira","manually",36,56,81,104.847508315649
"sub-036","ses-2","run-02","P7","Cathode3","Network","full-automated",27.22677004,52.36888718,78.14511775,97.9308775588373
"sub-036","ses-4","run-01","P7","Anode","Kira","manually",64,40,66,100.259662875954
"sub-036","ses-4","run-01","P7","Anode","Network","full-automated",56.65810607,37.69082151,63.2189523,92.8836634691361
"sub-036","ses-4","run-01","P7","Cathode1","Kira","manually",61,9,83,103.397292034173
"sub-036","ses-4","run-01","P7","Cathode1","Network","full-automated",52.0432536,6.67892017,78.08472266,94.0762038604889
"sub-036","ses-4","run-01","P7","Cathode2","Kira","manually",77,41,36,94.3716058992322
"sub-036","ses-4","run-01","P7","Cathode2","Network","full-automated",56.65810607,37.69082151,63.2189523,92.8836634691361
"sub-036","ses-4","run-01","P7","Cathode3","Kira","manually",45,65,71,106.259117255885
"sub-036","ses-4","run-01","P7","Cathode3","Network","full-automated",34.1948792,60.39086729,67.91798635,97.1040652361155
"sub-036","ses-4","run-02","P7","Anode","Kira","manually",64,39,65,99.2068546018873
"sub-036","ses-4","run-02","P7","Anode","Network","full-automated",56.22634713,37.23668361,62.84697373,92.1830506377057
"sub-036","ses-4","run-02","P7","Cathode1","Kira","manually",59,9,82,101.419919148065
"sub-036","ses-4","run-02","P7","Cathode1","Network","full-automated",51.47805795,6.09058254,77.85260752,93.5313537999064
"sub-036","ses-4","run-02","P7","Cathode2","Kira","manually",77,41,35,93.9946807005588
"sub-036","ses-4","run-02","P7","Cathode2","Network","full-automated",56.22634713,37.23668361,62.84697373,92.1830506377057
"sub-036","ses-4","run-02","P7","Cathode3","Kira","manually",43,65,72,106.103722837608
"sub-036","ses-4","run-02","P7","Cathode3","Network","full-automated",33.7475536,60.06163271,67.22031171,96.2541812295205
"sub-037","ses-1","run-01","P7","Anode","Kira","manually",75,35,63,104.014422076941
"sub-037","ses-1","run-01","P7","Anode","Network","full-automated",68.95506781,30.64194157,61.56211398,97.3838992726596
"sub-037","ses-1","run-01","P7","Cathode1","Kira","manually",66,1,80,103.715958270654
"sub-037","ses-1","run-01","P7","Cathode1","Network","full-automated",61.91443545,-2.20552638,78.27924268,99.829361904499
"sub-037","ses-1","run-01","P7","Cathode2","Kira","manually",90,32,27,99.2622788374315
"sub-037","ses-1","run-01","P7","Cathode2","Network","full-automated",68.95506781,30.64194157,61.56211398,97.3838992726596
"sub-037","ses-1","run-01","P7","Cathode3","Kira","manually",53,64,71,109.297758439961
"sub-037","ses-1","run-01","P7","Cathode3","Network","full-automated",44.01547391,59.09673676,66.92682967,99.5438936795212
"sub-037","ses-1","run-02","P7","Anode","Kira","manually",77,31,66,106.047159320747
"sub-037","ses-1","run-02","P7","Anode","Network","full-automated",70.34910019,27.90520977,63.9148551,99.0596049472456
"sub-037","ses-1","run-02","P7","Cathode1","Kira","manually",68,-4,82,106.602063769891
"sub-037","ses-1","run-02","P7","Cathode1","Network","full-automated",63.4148663,-5.01838661,79.83916552,102.082916410848
"sub-037","ses-1","run-02","P7","Cathode2","Kira","manually",89,30,31,98.9039938526246
"sub-037","ses-1","run-02","P7","Cathode2","Network","full-automated",70.34910019,27.90520977,63.9148551,99.0596049472456
"sub-037","ses-1","run-02","P7","Cathode3","Kira","manually",56,60,73,109.840793879141
"sub-037","ses-1","run-02","P7","Cathode3","Network","full-automated",45.62617484,56.48000012,70.09410923,100.920376499657
"sub-037","ses-2","run-01","P7","Anode","Kira","manually",71,39,63,102.620660687797
"sub-037","ses-2","run-01","P7","Anode","Network","full-automated",64.38087618,36.73115255,61.79897905,96.504863074242
"sub-037","ses-2","run-01","P7","Cathode1","Kira","manually",67,4,82,105.966975987805
"sub-037","ses-2","run-01","P7","Cathode1","Network","full-automated",60.13663044,2.33030703,79.08430618,99.3789320505266
"sub-037","ses-2","run-01","P7","Cathode2","Kira","manually",85,38,26,96.6695401871758
"sub-037","ses-2","run-01","P7","Cathode2","Network","full-automated",64.38087618,36.73115255,61.79897905,96.504863074242
"sub-037","ses-2","run-01","P7","Cathode3","Kira","manually",47,68,71,108.967885177239
"sub-037","ses-2","run-01","P7","Cathode3","Network","full-automated",37.5062335,62.91498724,67.87548994,99.8603790567657
"sub-037","ses-2","run-02","P7","Anode","Kira","manually",72,39,65,104.546640309481
"sub-037","ses-2","run-02","P7","Anode","Network","full-automated",64.58698332,35.90964703,62.53992597,96.8102448325084
"sub-037","ses-2","run-02","P7","Cathode1","Kira","manually",67,2,82,105.910339438603
"sub-037","ses-2","run-02","P7","Cathode1","Network","full-automated",60.57609953,1.44183748,79.43247927,99.9052625869437
"sub-037","ses-2","run-02","P7","Cathode2","Kira","manually",85,38,28,97.2265395866787
"sub-037","ses-2","run-02","P7","Cathode2","Network","full-automated",64.58698332,35.90964703,62.53992597,96.8102448325084
"sub-037","ses-2","run-02","P7","Cathode3","Kira","manually",47,67,73,109.667679833212
"sub-037","ses-2","run-02","P7","Cathode3","Network","full-automated",37.62869184,61.84416947,69.08147769,100.064330842002
"sub-037","ses-3","run-01","P7","Anode","Kira","manually",70,46,63,104.809350727881
"sub-037","ses-3","run-01","P7","Anode","Network","full-automated",63.63108616,42.09785172,59.7129981,96.8854291801974
"sub-037","ses-3","run-01","P7","Cathode1","Kira","manually",65,11,82,105.214067500501
"sub-037","ses-3","run-01","P7","Cathode1","Network","full-automated",58.89805647,8.46824851,78.56804861,98.5577523645591
"sub-037","ses-3","run-01","P7","Cathode2","Kira","manually",82,44,26,96.6229786334493
"sub-037","ses-3","run-01","P7","Cathode2","Network","full-automated",63.63108616,42.09785172,59.7129981,96.8854291801974
"sub-037","ses-3","run-01","P7","Cathode3","Kira","manually",43,71,69,107.939798035757
"sub-037","ses-3","run-01","P7","Cathode3","Network","full-automated",35.29478945,67.14333576,65.59043654,100.279883649751
"sub-037","ses-3","run-02","P7","Anode","Kira","manually",68,47,62,103.329569823938
"sub-037","ses-3","run-02","P7","Anode","Network","full-automated",63.25632612,41.96678884,59.54009396,96.4758879125068
"sub-037","ses-3","run-02","P7","Cathode1","Kira","manually",65,11,80,103.662915259026
"sub-037","ses-3","run-02","P7","Cathode1","Network","full-automated",57.86029716,8.4664995,78.6701049,98.0228596104195
"sub-037","ses-3","run-02","P7","Cathode2","Kira","manually",82,44,25,96.3587048480831
"sub-037","ses-3","run-02","P7","Cathode2","Network","full-automated",63.25632612,41.96678884,59.54009396,96.4758879125068
"sub-037","ses-3","run-02","P7","Cathode3","Kira","manually",43,72,68,107.967587728911
"sub-037","ses-3","run-02","P7","Cathode3","Network","full-automated",34.58810662,66.64937077,65.4077948,99.582404892593
"sub-037","ses-4","run-01","P7","Anode","Kira","manually",67,37,73,105.768615382825
"sub-037","ses-4","run-01","P7","Anode","Network","full-automated",60.61028908,33.29231031,69.45793091,98.0121892135709
"sub-037","ses-4","run-01","P7","Cathode1","Kira","manually",57,-4,84,101.59232254457
"sub-037","ses-4","run-01","P7","Cathode1","Network","full-automated",56.64176267,-3.43909172,82.80486503,100.383077771404
"sub-037","ses-4","run-01","P7","Cathode2","Kira","manually",83,41,34,98.6204846875131
"sub-037","ses-4","run-01","P7","Cathode2","Network","full-automated",60.61028908,33.29231031,69.45793091,98.0121892135709
"sub-037","ses-4","run-01","P7","Cathode3","Kira","manually",38,60,81,107.726505559217
"sub-037","ses-4","run-01","P7","Cathode3","Network","full-automated",33.67371687,56.16083601,76.55500547,100.740396920475
"sub-037","ses-4","run-02","P7","Anode","Kira","manually",62,32,72,100.259662875954
"sub-037","ses-4","run-02","P7","Anode","Network","full-automated",61.24060728,31.84679466,71.84237987,99.629101448948
"sub-037","ses-4","run-02","P7","Cathode1","Kira","manually",59,-6,84,102.825094213426
"sub-037","ses-4","run-02","P7","Cathode1","Network","full-automated",57.28661391,-5.07782093,84.98786794,102.618117774872
"sub-037","ses-4","run-02","P7","Cathode2","Kira","manually",83,40,37,99.2874614440313
"sub-037","ses-4","run-02","P7","Cathode2","Network","full-automated",61.24060728,31.84679466,71.84237987,99.629101448948
"sub-037","ses-4","run-02","P7","Cathode3","Kira","manually",40,57,83,108.342050931298
"sub-037","ses-4","run-02","P7","Cathode3","Network","full-automated",34.47836225,54.27646123,79.48545868,102.238103702406
"sub-038","ses-1","run-01","P7","Anode","Kira","manually",37,48,61,85.9883713068226
"sub-038","ses-1","run-01","P7","Anode","Network","full-automated",34.7357328,47.79411478,61.31825218,85.1514920078731
"sub-038","ses-1","run-01","P7","Cathode1","Kira","manually",35,18,81,90.0555384193554
"sub-038","ses-1","run-01","P7","Cathode1","Network","full-automated",29.63328631,14.76468425,78.01206164,84.7467363374885
"sub-038","ses-1","run-01","P7","Cathode2","Kira","manually",67,48,34,89.1571646027396
"sub-038","ses-1","run-01","P7","Cathode2","Network","full-automated",34.7357328,47.79411478,61.31825218,85.1514920078731
"sub-038","ses-1","run-01","P7","Cathode3","Kira","manually",13,73,62,96.6540221615221
"sub-038","ses-1","run-01","P7","Cathode3","Network","full-automated",5.64725976,67.57877895,55.86597633,87.862336746037
"sub-038","ses-1","run-02","P7","Anode","Kira","manually",40,51,65,91.7932459389034
"sub-038","ses-1","run-02","P7","Anode","Network","full-automated",34.91748335,46.73503811,62.43355642,85.4478987330291
"sub-038","ses-1","run-02","P7","Cathode1","Kira","manually",35,17,83,91.6678787798649
"sub-038","ses-1","run-02","P7","Cathode1","Network","full-automated",29.66762048,13.4091973,78.22391745,84.7287173182744
"sub-038","ses-1","run-02","P7","Cathode2","Kira","manually",67,48,35,89.5432856220945
"sub-038","ses-1","run-02","P7","Cathode2","Network","full-automated",34.91748335,46.73503811,62.43355642,85.4478987330291
"sub-038","ses-1","run-02","P7","Cathode3","Kira","manually",12,74,64,98.5697722428129
"sub-038","ses-1","run-02","P7","Cathode3","Network","full-automated",5.7340268,66.3507201,57.25011902,87.8229653845498
"sub-038","ses-2","run-01","P7","Anode","Kira","manually",50,52,59,93.1933474020544
"sub-038","ses-2","run-01","P7","Anode","Network","full-automated",43.66505641,46.87678314,54.69722323,84.236905082722
