subject,session,run,anode_mni,cathode1_mni,cathode2_mni,cathode3_mni
sub-043,ses-2,run-01,[44.63442077 43.58553986 57.27815102],[ 56.83226888 -21.08816301  65.96111455],[64.68640057 14.50944917 47.77278238],[71.73319969 10.32408441 10.7227388 ]
sub-043,ses-2,run-02,[42.80305904 42.36324569 57.72401538],[ 55.45481941 -22.14727921  66.60574838],[63.28285758 13.78742531 48.27183979],[70.98864609 10.5883647  11.1206127 ]
sub-043,ses-1,run-01,[40.95768977 42.42419007 62.11895639],[ 53.20507587 -13.30337739  69.30022343],[60.16679959 16.4156716  52.83254249],[70.41259424 14.91306424 21.52502337]
sub-043,ses-1,run-02,[41.00210142 41.60662207 62.64520265],[ 53.32391004 -14.15509815  69.74656593],[60.04128214 15.79702887 53.59601538],[70.28860907 14.39500444 22.27385376]
sub-043,ses-3,run-01,[47.10009886 46.34154993 50.75413484],[61.04992225 13.20440122 52.80355479],[63.92558144 22.63331328 46.0236459 ],[72.48679898 -2.75952849 19.42718098]
sub-043,ses-3,run-02,[48.21828886 45.87954516 50.2190574 ],[61.89913395 12.78094985 52.12766519],[65.0241325  22.23111799 45.94230874],[73.79359058 -3.4632179  19.87579373]
sub-021,ses-4,run-01,[ 61.99447529 -85.43148977 -26.89361293],[ 67.86982487 -77.37477793  24.98533878],[ 72.32482539 -68.19159144  -3.24805871],[ 77.4855226  -40.96071798  -6.02673084]
sub-021,ses-4,run-02,[ 61.90964209 -86.55360041 -27.09355326],[ 67.45193773 -78.986093    24.65409747],[ 72.21916862 -69.15757988  -2.89725219],[ 77.50636011 -42.19566732  -5.5294738 ]
sub-021,ses-2,run-01,[ 61.26863218 -86.8928952   22.07153939],[ 68.89732202 -70.91894433 -27.54851331],[ 72.37871609 -67.69341962   2.91785535],[ 77.67856003 -41.97071132  13.74559966]
sub-021,ses-2,run-02,[ 60.85940611 -87.75785607  21.8467731 ],[ 68.71480272 -71.87425909 -27.1647275 ],[ 71.9901148  -68.47516341   3.0439576 ],[ 76.91475286 -42.86629723  14.01933486]
sub-021,ses-1,run-01,[ 64.02522277 -85.1951845   15.88964709],[ 70.13629194 -69.2336231  -31.7697705 ],[ 74.14228989 -66.06233689  -2.1388499 ],[ 78.72077683 -39.77523913   8.05320933]
sub-021,ses-1,run-02,[ 64.26739511 -86.04433483  16.34597083],[ 70.35150525 -69.44119287 -31.17045386],[ 74.40642767 -66.54981982  -1.39468742],[ 78.83771545 -40.58406329   9.34348381]
sub-021,ses-3,run-01,[ 66.17948666 -80.71062166  21.94319456],[ 69.89632597 -69.34917084 -29.67084636],[ 74.376223   -63.36038993  -0.91948724],[ 79.9563989  -35.30423919   5.34026532]
sub-021,ses-3,run-02,[ 66.26762322 -81.79144781  21.99173533],[ 70.16736889 -70.10668442 -29.40655415],[ 74.57022977 -64.16400961  -0.58361192],[ 79.6591166  -36.49477737   5.76833354]
sub-025,ses-4,run-01,[ 56.81921612 -76.88346351  40.10829724],[ 63.79403765 -61.83334475  -8.259799  ],[ 68.90565907 -58.50859274  21.82412019],[ 75.10661611 -33.41818098  31.35687377]
sub-025,ses-4,run-02,[ 56.75254916 -77.57699432  40.26501483],[ 63.51318714 -62.65579021  -8.0515595 ],[ 68.89958856 -59.22650265  22.25518625],[ 74.66829874 -34.31441659  32.21697204]
sub-025,ses-2,run-01,[ 59.69206085 -69.2325501   52.77302085],[ 67.87278935 -58.28294235   2.89973773],[ 71.23062792 -51.20324583  31.59473311],[ 74.71461539 -23.45133554  37.97376297]
sub-025,ses-1,run-01,[ 67.75106555 -56.69058077  43.727559  ],[ 68.24276883 -49.386958    -7.64784574],[ 74.50665477 -40.95540872  20.51932319],[ 75.27534201 -12.09690603  24.25213643]
sub-025,ses-1,run-02,[ 67.44173716 -58.07850874  44.37137333],[ 67.94835161 -50.8698113   -6.96410458],[ 73.96047922 -42.2382191   21.24406338],[ 74.95501597 -13.57560104  25.30465905]
sub-025,ses-3,run-01,[ 60.64543063 -69.99173264  46.34559419],[ 65.88621995 -59.51104463  -3.42064531],[ 70.92395185 -53.02245465  25.80764466],[ 76.11041371 -25.43825804  31.14360623]
sub-025,ses-3,run-02,[ 61.28512127 -70.54167493  45.55437506],[ 65.23521321 -61.57864115  -5.39663676],[ 71.07990892 -54.19223192  24.01746475],[ 76.17329123 -26.1175472   30.39156761]
sub-035,ses-4,run-01,[24.84432663 54.537365   61.99614032],[43.79814756 -4.96418504 79.56595502],[52.26940641 27.33536897 59.48279587],[69.77300317 25.10984584 24.98782189]
sub-035,ses-4,run-02,[25.65787141 51.98784772 63.91256484],[44.91232984 -7.65703175 80.27551062],[53.05314844 24.98330041 60.77136776],[70.2040065  23.5148374  26.07867028]
sub-035,ses-2,run-01,[24.73743825 62.5909316  52.62238185],[42.06324588  4.5419027  77.1411534 ],[50.49171708 35.87321756 55.4182143 ],[68.22711238 30.07553384 20.27386842]
sub-035,ses-2,run-02,[24.8778533  61.96746487 53.33468029],[42.34523847  4.00490502 77.8451356 ],[50.71616229 35.16426764 56.19902267],[68.15028138 29.62793551 20.6343984 ]
sub-035,ses-1,run-01,[16.81081061 61.90476612 56.11358241],[38.75183658  7.85362035 79.12559815],[44.80102101 40.10759867 58.32241037],[65.62493626 36.01319983 24.36341164]
sub-035,ses-1,run-02,[15.33935428 60.52867452 58.06923625],[37.89566294  6.35707983 80.71266567],[43.95041988 38.56891939 59.90988509],[64.70239722 35.23774147 25.87864728]
sub-035,ses-3,run-01,[28.62069221 57.25449758 56.57847335],[51.08819241 -0.98304185 72.22863315],[55.43435687 33.4382707  51.73317076],[70.48370105 30.33014998 14.66275353]
sub-035,ses-3,run-02,[28.7651177  54.24084218 60.8447159 ],[51.47914632 -4.62566272 75.00819941],[55.34291885 30.27001678 55.61530112],[70.16124835 28.95020256 18.38919857]
sub-039,ses-4,run-01,[-75.89832518 -61.59074482  12.03135226],[-72.98969612 -44.74242095  47.55842764],[-72.88833029  -5.97495616  48.18375967],[-51.54745643 -56.30780191  74.71076185]
sub-039,ses-4,run-02,[-76.78107828 -64.22220982  11.87074554],[-72.54998167 -47.24095949  47.21933249],[-72.60479331  -8.27738731  47.20061417],[-50.78883513 -58.55945712  74.83028326]
sub-039,ses-2,run-01,[-77.60232652 -58.67919035  11.25172318],[-72.95188303 -47.03289047  48.40788028],[-70.09204808  -7.73476153  55.0721952 ],[-52.39895543 -67.06011809  69.67737478]
sub-039,ses-2,run-02,[-78.09253618 -59.85283345  11.76407923],[-73.46813917 -48.88663887  49.17486713],[-70.69803537  -9.68094842  56.63721133],[-52.40032176 -68.6150608   70.02957182]
sub-039,ses-1,run-01,[-78.33825132 -54.40696185  16.81719892],[-72.34245119 -36.87126438  51.64707163],[-69.42830462   3.00232934  52.11151432],[-50.74331768 -53.70682342  76.50104168]
sub-039,ses-1,run-02,[-78.1613115  -55.27274713  15.97400783],[-71.91442039 -37.92019456  50.49289064],[-68.70770684   1.67150514  50.86169155],[-50.79838946 -55.08088118  75.07760194]
sub-039,ses-3,run-01,[-73.69409613  -4.77725133  45.83999033],[-75.80040715 -62.13349662   8.60734367],[-74.47336535 -44.80024261  44.4132308 ],[-56.60376203 -62.57589061  64.35426201]
sub-039,ses-3,run-02,[-74.51620786  -7.48182219  42.75029338],[-74.84624851 -46.97226878  42.97716431],[-75.12593402 -65.28958845   6.98858523],[-57.86391401 -62.43055485  63.56828736]
sub-003,ses-4,run-01,[-66.60381374 -66.92141233  13.02785974],[-67.66923928 -51.44121898  49.79129211],[-68.21074671 -11.57442778  54.96890364],[-50.77707175 -69.68028234  76.06749533]
sub-003,ses-4,run-02,[-66.84448242 -67.44249036  13.18602465],[-67.88492763 -52.37579941  50.24586987],[-68.13880614 -12.45407047  55.36979263],[-51.31318907 -70.63836277  76.49265401]
sub-003,ses-2,run-01,[-68.79938906 -60.65178049  15.79549403],[-67.49771751 -48.80222562  52.57225794],[-66.6214132  -10.28326721  57.66286136],[-49.73049942 -67.55168449  79.45176528]
sub-003,ses-2,run-02,[-68.26260169 -60.54595314  15.66399168],[-66.39527782 -49.07008495  52.28663063],[-65.09702959 -10.29097581  57.69085982],[-48.73983607 -67.77174115  78.84760334]
sub-003,ses-1,run-01,[-66.99229072 -66.38925941  11.43964171],[-69.55392294 -14.31228276  49.78732654],[-67.93335777 -53.36093983  46.54873487],[-52.18208749 -71.73630436  75.51196367]
sub-003,ses-1,run-02,[-66.83437019 -67.03257294  11.99801805],[-68.13279209 -54.46076453  47.22355898],[-69.61705643 -15.38495067  51.03352505],[-52.48668282 -73.06515576  76.1433755 ]
sub-003,ses-3,run-01,[-67.37771948 -63.70969606  14.60202089],[-66.95505887 -50.55388606  55.58121127],[-67.7278825  -14.02046925  60.0033428 ],[-48.52245739 -68.32007055  81.09687784]
sub-003,ses-3,run-02,[-67.45472026 -64.42576468  15.08939861],[-67.22407117 -52.2522076   55.92286482],[-67.29570389 -15.85362979  61.11157194],[-48.81048718 -70.55394575  80.88917957]
sub-040,ses-2,run-01,[25.06538879 73.8236999  36.68967244],[54.19705626 54.05830889 29.54061325],[56.12202809 20.54331383 48.78530187],[68.02620547 49.69724653 -5.00079042]
sub-040,ses-2,run-02,[24.6372867  72.53294017 38.24744948],[53.96265713 52.8628867  30.91194699],[56.01103713 19.11294455 49.76539965],[68.04025552 48.98770307 -3.82707878]
sub-040,ses-1,run-01,[24.89259698 75.46941697 34.83964523],[44.62805785 21.46519073 59.69568797],[52.16793143 51.64781099 36.11880506],[68.42143927 43.76949566  1.11810863]
sub-040,ses-1,run-02,[24.66937576 74.47002701 36.69233828],[44.72199358 19.89051934 60.82813417],[51.93140623 50.56062032 37.57235322],[68.63016432 43.24194648  2.73021492]
sub-064,ses-2,run-01,[-68.86932734 -66.4973373    2.97405968],[-68.86023871 -53.2764567   38.84561268],[-66.21801112 -13.94911012  43.80924169],[-49.03471322 -70.19704977  63.75035455]
sub-064,ses-2,run-02,[-68.2488587  -66.99307781   3.13638504],[-68.32346489 -54.09103516  39.21193363],[-65.32666528 -14.68975214  44.72108916],[-48.93582474 -71.34588157  63.99068764]
sub-064,ses-1,run-01,[-69.43569588 -66.10749344   5.10400635],[-68.68481636 -53.55693055  40.16525201],[-65.824687   -14.77326067  44.7809075 ],[-48.01997257 -71.69136617  63.97545824]
sub-064,ses-1,run-02,[-68.82203304 -66.42074456   5.2783833 ],[-68.31081675 -53.92689241  40.85822428],[-65.21550811 -15.40336382  45.84186766],[-48.02393151 -72.31230975  64.71972574]
sub-016,ses-4,run-01,[ 73.06893523 -53.93456106  37.13794259],[ 75.98973682 -42.00419641 -13.55086715],[ 79.11586087 -34.79109576  15.1185511 ],[79.16207585 -6.44691627 22.87106477]
sub-016,ses-4,run-02,[ 74.44443956 -51.13939301  38.93708898],[ 76.57981197 -39.25850704 -11.64059338],[ 79.42843213 -31.63877446  17.1542947 ],[78.00137699 -3.98921041 24.99634317]
sub-016,ses-2,run-01,[ 72.33172396 -56.75181815  30.12834835],[ 74.10520853 -45.27306822 -20.46790963],[ 78.53980229 -37.58658557   9.06158164],[80.37369594 -9.83764415 15.53602716]
sub-016,ses-2,run-02,[ 72.8609388  -57.48681547  30.58489795],[ 74.92305633 -46.02191799 -19.73007839],[ 79.07537957 -38.33478265   9.49497394],[ 80.74031994 -10.71000599  16.10771618]
sub-016,ses-1,run-01,[ 70.83326526 -60.6602567   20.92656168],[ 73.98714129 -43.73188464 -29.00713555],[ 77.57908958 -39.90817815   2.17033511],[ 80.47245473 -12.93361985  10.8295791 ]
sub-016,ses-1,run-02,[ 71.16593089 -61.31591696  21.33622567],[ 73.66829105 -44.17323203 -28.17711415],[ 77.62862146 -40.50265518   2.76935773],[ 80.29185727 -13.66297724  11.5975555 ]
sub-016,ses-3,run-02,[ 70.96163107 -71.38296596  37.18202033],[ 72.53620173 -65.68793252  41.43323211],[ 74.9980941  -57.45726594  39.71174512],[ 80.21087502 -42.80897204  14.19659992]
sub-059,ses-4,run-01,[-68.04791534 -64.33168202  19.31442164],[-67.06705324 -43.31349296  51.62466483],[-63.28570756  -3.6092375   48.39425616],[-46.25913946 -57.88728616  76.91215906]
sub-059,ses-4,run-02,[-67.99339032 -64.85048267  19.17371738],[-66.48992734 -43.18375186  51.45645412],[-62.72399546  -4.06276689  48.54547079],[-45.39207878 -58.63707681  76.50713058]
sub-059,ses-2,run-01,[-68.21573364 -24.90704318  41.43949512],[-67.75225602 -64.20227433  34.81848588],[-61.9957442  -73.39623774  -0.10167565],[-50.06197515 -80.88663445  60.59388311]
sub-059,ses-2,run-02,[-68.0856377  -25.73167949  42.74078983],[-67.73425741 -64.90745381  35.31672521],[-6.14432758e+01 -7.42130979e+01 -1.62133798e-02],[-50.03226993 -82.09939259  60.85101656]
sub-059,ses-1,run-01,[-65.80137981 -70.54536066   8.83179956],[-67.2860073  -55.81863313  47.07270438],[-64.82678374 -16.1126818   46.98781788],[-49.26666626 -70.17454219  71.37176431]
sub-059,ses-1,run-02,[-66.0050775  -71.49798021   8.32856696],[-67.15206816 -57.24399562  46.47039731],[-64.63120249 -17.56629291  46.96434511],[-48.87885214 -71.6812628   70.23397416]
sub-059,ses-3,run-01,[-66.87932085 -21.12961495  46.10578013],[-62.77709645 -73.75891288   7.72772692],[-67.16263911 -60.33090402  43.45312107],[-47.468937   -76.07192705  67.70962604]
sub-059,ses-3,run-02,[-63.09900506 -74.24820419   7.35175386],[-66.09326185 -21.73911947  45.9689494 ],[-66.82986186 -61.10856491  43.26564683],[-47.35391543 -76.48780015  66.98721042]
sub-026,ses-4,run-01,[ 67.71603979 -75.43090432  27.19994378],[ 68.59144388 -61.42679505 -20.88144358],[ 74.81844563 -55.9749964    7.00638293],[ 77.67770527 -29.16839527  14.7716082 ]
sub-026,ses-4,run-02,[ 68.07343312 -76.4308918   27.69603925],[ 68.45478412 -62.67848866 -20.02090193],[ 74.78275333 -56.89648114   7.49608311],[ 77.54853689 -30.03365836  15.24808593]
sub-026,ses-2,run-01,[ 67.71152898 -75.79116682  32.19268832],[ 67.80814576 -65.43823051 -18.18960458],[ 73.85824762 -58.959448     9.91644084],[ 78.28782603 -31.20135337  15.75989976]
sub-026,ses-2,run-02,[ 67.17200724 -76.5501701   32.19862747],[ 66.73854656 -65.42818719 -18.42558887],[ 72.84707769 -59.47527565   9.89251106],[ 77.0034935  -31.62196394  16.25857704]
sub-026,ses-1,run-01,[ 67.63595932 -76.17911025  31.65824414],[ 68.77836127 -64.29964015 -18.33569953],[ 74.20978933 -58.49762494   9.21149165],[ 78.55524925 -30.07331242  17.76394387]
sub-026,ses-3,run-01,[ 65.53309461 -80.10432622  26.34293347],[ 67.14671055 -66.47902767 -23.09782482],[ 72.99889191 -61.06842634   5.55103019],[ 78.60611736 -34.06956492  12.24526665]
sub-026,ses-3,run-02,[ 65.70740275 -80.87201298  27.2795509 ],[ 67.17426849 -67.63425121 -22.39446441],[ 73.01836395 -61.80472308   6.20777102],[ 78.59773182 -34.74216919  13.00939646]
sub-057,ses-2,run-01,[24.0154403  58.94261561 51.38125403],[47.78456123  4.72076444 70.23036475],[53.2210381  38.587829   51.56561453],[68.53960109 36.6120357  15.58195444]
sub-057,ses-2,run-02,[23.4200496  58.26215958 51.77350321],[48.16508153  3.7981585  70.48690539],[53.29705145 37.87021409 51.75527197],[68.77437929 35.69110833 15.52374812]
sub-057,ses-1,run-01,[40.24691215 48.16774686 54.71930084],[ 62.78519274 -12.67411082  59.43157288],[66.05831636 22.42828625 45.35709476],[74.81093271 24.07524976  8.24651256]
sub-057,ses-1,run-02,[41.64530132 46.90937709 55.84483805],[ 63.6101837  -14.08374495  60.18618155],[66.88004996 21.24558448 46.48091111],[75.49523599 22.90834711  9.51100596]
sub-031,ses-2,run-01,[31.54583318 55.10646086 64.50250013],[45.20009448 -4.68904779 78.63053574],[55.84393506 27.53925437 62.84674146],[72.26741451 25.19290956 28.02010194]
sub-031,ses-2,run-02,[32.06742155 54.08051575 66.00725258],[46.13274954 -5.68987325 79.76048642],[56.35161546 26.76825679 63.84104668],[72.30353333 24.64671718 28.62011127]
sub-031,ses-1,run-01,[31.82936908 62.04284558 57.75876018],[45.41101669  3.13988786 78.39989922],[56.14021313 35.92733962 58.46356698],[71.50584679 28.37060199 24.75836297]
sub-031,ses-1,run-02,[31.55790082 61.06743078 59.55415748],[45.59156731  1.95865643 79.36238572],[55.88912747 35.13681532 59.96121577],[71.23770779 27.75795948 25.91084367]
sub-031,ses-3,run-01,[37.70596005 53.99611863 63.09149491],[ 51.58809504 -10.38449529  74.37142592],[61.24814869 24.14861013 59.77370807],[74.62470167 21.41103198 24.85146688]
sub-031,ses-3,run-02,[38.21698803 53.13634854 62.05914951],[ 51.62364802 -11.04109098  73.75919638],[61.45858132 23.41871625 59.05657291],[74.82744787 20.46946618 24.97964597]
sub-030,ses-4,run-01,[ 60.88932795 -82.64274946  35.19388343],[ 63.05573053 -65.67869607 -16.01137258],[ 68.48599218 -62.2991159   14.4621752 ],[ 73.48946761 -34.70258389  20.66561815]
sub-030,ses-4,run-02,[ 61.38626942 -83.87975917  34.51591124],[ 63.39189436 -66.76186124 -15.68833141],[ 68.75989351 -63.41923254  13.9552063 ],[ 74.24127581 -36.31120046  21.00654362]
sub-030,ses-2,run-01,[ 61.92321933 -81.03868633  33.96840639],[ 61.39626935 -68.85909498 -16.67040484],[ 68.31593912 -62.14420873  13.34472205],[ 73.50548336 -34.48816266  19.75481729]
sub-030,ses-2,run-02,[ 61.20193306 -69.4007646  -16.48591983],[ 62.31698065 -81.48257518  33.93672877],[ 68.26973258 -62.77089743  13.41639887],[ 73.42962242 -35.16857569  19.88652531]
sub-030,ses-1,run-02,[ 65.1889689  -67.90437847  -9.19175056],[ 65.55565099 -76.79993065  37.7035475 ],[ 69.99516943 -61.89997278  20.5569174 ],[ 75.49742229 -35.53303747  34.14744149]
sub-030,ses-3,run-01,[ 61.05496088 -81.59126091  35.17338063],[ 63.93452888 -66.83330555 -14.17625669],[ 69.00159545 -61.83079489  15.83032561],[ 73.29165422 -35.05901378  22.20708527]
sub-030,ses-3,run-02,[ 61.6771044  -82.86460546  34.66090789],[ 64.30595591 -68.30672486 -14.63569272],[ 69.99240569 -63.17162408  15.30754133],[ 74.79376464 -36.56760977  21.19572446]
sub-004,ses-4,run-01,[ 71.13133189 -73.59791113  15.47728745],[ 74.21903984 -59.39691315 -32.71602437],[ 77.91781868 -53.81947999  -3.38479555],[ 78.8976036  -26.96195099   5.67276863]
sub-004,ses-4,run-02,[ 71.23537675 -74.36506859  15.4578601 ],[ 73.87282376 -59.53622178 -32.77084341],[ 77.58327391 -54.24759224  -3.28791516],[ 78.17505978 -27.28008175   6.02231268]
sub-004,ses-2,run-01,[ 68.89091977 -78.19365505   5.35849464],[ 73.3993474  -56.79899446 -40.62354571],[ 76.62876887 -55.54850699 -11.0128757 ],[ 78.4484673  -29.8890236    0.64668623]
sub-004,ses-2,run-02,[ 68.43959798 -78.90707833   5.45575489],[ 72.63933046 -57.71847886 -40.65989367],[ 75.86707648 -56.27399471 -10.79171365],[ 77.50457873 -30.99971469   0.62155476]
sub-004,ses-1,run-01,[ 64.7784761  -82.21422154  19.16005707],[ 74.06425222 -57.13274997 -31.41599613],[ 76.59013069 -56.43331709   1.74128498],[ 78.41440952 -27.75926803  19.89491087]
sub-004,ses-1,run-02,[ 64.88576196 -82.57166488  19.17519483],[ 73.91875314 -57.70466944 -31.01536672],[ 76.4932552  -56.63856029   1.69442879],[ 78.29761111 -28.30595623  20.50958434]
sub-004,ses-3,run-01,[ 70.82542933 -74.62912581   9.42865613],[ 73.54121883 -59.7599782  -38.39457667],[ 78.00742775 -54.1791687   -9.67500135],[ 79.4590085  -27.69527038  -1.33056843]
sub-004,ses-3,run-02,[ 71.09191671 -75.55219929  10.0156068 ],[ 73.64586604 -60.3142454  -37.74498636],[ 78.18771065 -54.88897187  -9.25263848],[ 79.64732206 -28.33420162  -0.56884727]
sub-032,ses-4,run-01,[19.89182572 46.90216051 74.86776242],[ 42.83781971 -13.36735181  81.29815993],[48.73057711 22.99204021 68.7598671 ],[66.7434695  24.81066533 32.86793537]
sub-032,ses-4,run-02,[19.96125186 45.82547792 76.09784848],[ 43.89687627 -14.40011495  82.08664327],[48.34445841 22.75619476 70.74214096],[66.74777239 24.32348179 33.61116504]
sub-032,ses-2,run-01,[35.76409688 48.02836493 65.27780464],[ 46.83883516 -16.45735814  78.77684265],[56.31778522 16.43642482 62.36627177],[70.25194041 13.45984026 26.7942364 ]
